DIRECTORIO,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,inseguro_caminando_solo_noche,inseguro_caminando_solo_dia,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,inseguro_discotecas,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral
618727,2,4,3,3,disminuyo,si,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618728,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618728,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,4,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,1
618729,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,4,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,1
618729,2,4,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
618730,4,4,3,2,no vivia antes en la ciudad en ese periodo,no,seguro,seguro,seguro,no toma transporte publico,seguro,3,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,2,2,2
618730,3,4,4,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,3
618731,2,3,3,2,disminuyo,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,4,4
618731,2,3,3,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,disminuyo,aumento,no sabe,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,4,9
618731,2,3,3,2,disminuyo,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,4,5
618732,2,3,3,2,disminuyo,no,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,5,5
618732,2,3,3,2,disminuyo,si,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,el consumo de drogas,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,5,5
618732,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,2,ley poco dura contra delincuentes,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,5,5,5
618733,2,3,3,2,disminuyo,si,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,5,5,5
618734,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
618734,3,3,3,3,siguio igual,no,seguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,seguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,4
618735,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,5,5,5
618735,2,3,3,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,5,1
618735,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,5,2,1
618736,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,4,4
618736,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,9
618737,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,5,5
618738,2,3,3,3,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,5,4
618738,2,2,3,3,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
618738,2,3,3,3,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,4,3
618739,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,1
618739,2,4,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618740,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,5,5,9
618740,2,3,2,2,disminuyo,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,disminuyo,no sabe,no sabe,5,5,5
618741,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
618741,2,4,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,5,5,1
618742,2,3,3,2,disminuyo,si,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,5,5,5
618742,2,3,3,2,disminuyo,si,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,5,5
618743,2,4,5,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618744,2,4,5,3,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,9,5
618744,2,3,5,5,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618745,3,4,5,5,siguio igual,no,seguro,no frecuenta parques,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5
618745,3,3,5,4,siguio igual,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,1,1,1
618746,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,5,5
618747,3,3,3,3,siguio igual,si,seguro,no frecuenta parques,seguro,seguro,seguro,4,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,5,5
618747,3,4,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,5,5,5
618748,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,disminuyo,no sabe,no sabe,9,9,9
618748,2,4,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618749,4,4,4,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,1,1
618749,4,4,4,4,no vivia antes en la ciudad en ese periodo,no,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,4,5
618750,4,4,4,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,5,5
618750,4,4,4,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,1,1
618751,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,2,2
618751,2,3,5,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,5,desempleo,no sabe,aumento,no sabe,no sabe,aumento,disminuyo,aumento,aumento,no sabe,no sabe,4,3,3
618752,4,4,4,4,no vivia antes en la ciudad en ese periodo,no,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,9,1
618752,4,4,4,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,disminuyo,aumento,aumento,no sabe,disminuyo,disminuyo,no sabe,5,5,5
618753,1,2,5,2,aumento,no,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,3,4
618753,2,2,5,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,2
618753,2,2,5,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,9
618754,3,4,4,4,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,9,5,5
618754,4,4,4,4,no vivia antes en la ciudad en ese periodo,si,inseguro,seguro,seguro,seguro,seguro,4,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,3,4
618755,2,2,3,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,3,desempleo,aumento,no sabe,aumento,aumento,aumento,disminuyo,aumento,aumento,no sabe,no sabe,4,3,4
618755,2,3,5,3,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,3,3
618756,4,4,4,4,no vivia antes en la ciudad en ese periodo,si,inseguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,1,1
618756,4,4,5,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,1,1
618757,4,4,4,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,4,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,5,1,1
618757,4,4,5,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,1,1,1
618757,4,3,4,4,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,4,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,1,1
618758,2,2,3,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5
618759,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,inseguro,2,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,no sabe,no sabe,4,4,4
618759,2,2,5,5,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,4,3,9
618760,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,inseguro,3,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,4,4
618761,1,2,5,1,aumento,no,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,3,9
618762,1,2,2,2,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de educacion,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,no sabe,aumento,5,4,5
618762,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,9
618763,1,3,2,2,aumento,no,inseguro,inseguro,inseguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,4,9
618763,1,2,2,2,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618764,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,inseguro,2,desempleo,disminuyo,disminuyo,disminuyo,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
618765,3,3,5,3,siguio igual,no,inseguro,seguro,seguro,inseguro,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,3,3
618765,3,4,5,5,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,4,9
618766,2,3,3,2,disminuyo,no,inseguro,seguro,inseguro,seguro,seguro,5,falta de educacion,aumento,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,5,5,5
618766,2,3,3,2,disminuyo,no,inseguro,seguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,2,falta de educacion,aumento,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
618767,2,3,2,2,disminuyo,no,inseguro,seguro,inseguro,no toma transporte publico,seguro,5,falta de educacion,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618767,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
618767,2,2,2,2,disminuyo,no,seguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
618768,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,5,4,4
618768,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
618769,2,3,3,2,disminuyo,no,inseguro,seguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,5,5,5
618769,2,3,3,2,disminuyo,no,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,2,desempleo,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,5
618769,2,3,3,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,5,5,5
618769,2,3,3,2,disminuyo,no,inseguro,seguro,inseguro,seguro,seguro,3,falta de educacion,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
618770,4,4,5,3,no vivia antes en la ciudad en ese periodo,no,inseguro,seguro,seguro,seguro,seguro,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,3,9
618770,3,4,5,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,aumento,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,3,3,9
618771,2,4,3,2,disminuyo,si,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,3,4
618772,2,3,5,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,3,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,4,5
618773,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,5,5,5
618773,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,5,5,5
618774,2,3,3,2,disminuyo,no,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,5
618774,2,3,3,2,disminuyo,no,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,no sabe,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,5,5
618775,2,3,4,2,disminuyo,no,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,3,desempleo,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
618776,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,falta de vigilacia policial,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
618777,2,3,5,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,2,desempleo,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618778,3,3,3,2,siguio igual,no,inseguro,inseguro,inseguro,inseguro,seguro,2,desempleo,aumento,no sabe,disminuyo,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618778,2,3,3,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,2,desempleo,aumento,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,5
618778,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,inseguro,2,desempleo,aumento,disminuyo,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,5
618779,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,aumento,disminuyo,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,2,2
618779,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,1,5
618779,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,1,1
618780,3,4,3,3,siguio igual,no,inseguro,seguro,seguro,no toma transporte publico,seguro,3,desempleo,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618780,3,2,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
618780,3,4,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
618781,3,4,4,3,siguio igual,no,seguro,seguro,seguro,no toma transporte publico,seguro,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,1,1
618781,3,4,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,disminuyo,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,1,1
618782,3,3,3,3,siguio igual,si,inseguro,inseguro,seguro,no toma transporte publico,seguro,5,desempleo,no sabe,no sabe,no sabe,disminuyo,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,5
618782,3,3,5,3,siguio igual,si,inseguro,seguro,seguro,no toma transporte publico,seguro,5,desempleo,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,1
618782,3,3,3,3,siguio igual,si,inseguro,seguro,no frecuenta lugares comerciales,seguro,seguro,3,desempleo,no sabe,aumento,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,3,1
618783,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,falta de vigilacia policial,no sabe,aumento,aumento,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,3
618783,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,falta de educacion,aumento,no sabe,disminuyo,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
618783,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,desempleo,disminuyo,no sabe,disminuyo,disminuyo,aumento,aumento,no sabe,aumento,disminuyo,no sabe,4,4,4
618784,2,4,3,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,5
618784,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
618784,2,4,2,2,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618784,2,4,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,5
618785,2,3,2,2,disminuyo,si,inseguro,no frecuenta parques,inseguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,5,5
618785,2,4,2,2,disminuyo,si,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5
618786,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,seguro,2,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,5,5
618786,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,seguro,5,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,5,5
618786,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,seguro,5,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,5,5
618787,2,2,2,2,disminuyo,no,inseguro,seguro,no frecuenta lugares comerciales,no toma transporte publico,seguro,3,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,2,1
618787,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,5,5
618788,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3
618788,2,3,3,3,disminuyo,si,seguro,seguro,seguro,seguro,seguro,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,2,2
618788,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,5,otro,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,3
