DIRECTORIO,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,inseguro_caminando_solo_noche,inseguro_caminando_solo_dia,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,inseguro_discotecas,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral
644455,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644455,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,disminuyo,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644456,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,3
644456,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,5,5,5
644456,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644456,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,inseguro,seguro,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,3
644457,2,2,5,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,9
644457,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,2,2
644459,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,seguro,2,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,5,3,3
644459,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,seguro,2,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,2,2
644459,2,2,5,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
644460,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644461,1,2,1,1,aumento,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,disminuyo,disminuyo,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,9
644461,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,3
644461,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,inseguro,2,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644461,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
644461,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,4
644463,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,disminuyo,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,4,5
644463,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,4,4
644463,2,2,5,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
644468,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,seguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,3
644469,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,seguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,3
644469,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,2,2
644470,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,4
644470,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,4,4
644470,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
644472,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,ley poco dura contra delincuentes,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644472,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,el consumo de drogas,no sabe,no sabe,disminuyo,aumento,disminuyo,aumento,no sabe,aumento,aumento,no sabe,4,4,4
644472,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644474,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,4
644474,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,4
644476,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,seguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
644476,2,2,2,2,disminuyo,no,inseguro,seguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
644476,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,9,9
644477,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
644477,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,seguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,4,4
644477,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,falta de educacion,disminuyo,no sabe,no sabe,aumento,disminuyo,disminuyo,no sabe,aumento,no sabe,no sabe,5,5,5
644478,2,2,5,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,9
644479,3,2,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644480,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,disminuyo,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,3,9
644480,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,2,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,9
644480,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,3,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,3,9
644481,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,seguro,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644481,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,2,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,9
644481,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,9
644481,1,2,2,2,aumento,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644482,1,3,2,2,aumento,no,inseguro,inseguro,inseguro,seguro,seguro,3,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,2,4
644482,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,2,1,9
644483,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,2,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644484,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,3,9
644484,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,inseguro,2,dar papaya,no sabe,no sabe,disminuyo,disminuyo,disminuyo,aumento,disminuyo,aumento,no sabe,disminuyo,3,4,4
644484,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,aumento,no sabe,no sabe,4,3,9
644487,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
644487,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644487,3,3,3,2,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
644488,2,2,3,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,9
644488,2,2,3,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,4,5,9
644488,1,2,2,2,aumento,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,2,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,9
644489,1,2,2,2,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de educacion,no sabe,no sabe,no sabe,disminuyo,no sabe,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644490,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,9
644490,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,9
644491,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
644494,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,9
644494,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,3,3,9
644494,2,3,2,2,disminuyo,si,inseguro,no frecuenta parques,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,5,5,3
644494,2,3,2,2,disminuyo,si,seguro,seguro,seguro,seguro,seguro,3,falta de educacion,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
644495,1,1,1,1,aumento,no,inseguro,inseguro,inseguro,inseguro,seguro,3,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644498,2,2,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,9
644499,3,2,5,2,siguio igual,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,1,9
644499,2,2,3,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,disminuyo,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,9
644499,2,3,3,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644499,1,2,2,2,aumento,no,inseguro,inseguro,inseguro,seguro,inseguro,2,falta de vigilacia policial,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,3,9
644500,1,2,2,1,aumento,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,inseguro,2,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,9
644500,1,2,3,2,aumento,no,inseguro,no frecuenta parques,inseguro,seguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644500,2,2,3,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644500,2,2,3,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,inseguro,2,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,9
644501,1,2,2,2,aumento,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644501,2,2,2,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,2,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
644504,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644504,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644504,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,inseguro,2,el consumo de drogas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644505,3,2,5,3,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,4,4,9
644505,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,inseguro,2,desempleo,no sabe,no sabe,aumento,no sabe,no sabe,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
644505,3,2,3,2,siguio igual,no,inseguro,no frecuenta parques,inseguro,inseguro,inseguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644507,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,inseguro,5,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,5,4,4
644507,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,5,4
644508,2,2,2,1,disminuyo,no,inseguro,seguro,seguro,inseguro,no frecuenta puentes y peatonales,2,ley poco dura contra delincuentes,no sabe,disminuyo,no sabe,aumento,no sabe,aumento,no sabe,aumento,no sabe,no sabe,4,3,4
644509,2,2,3,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,aumento,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,3,9
644509,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,9
644510,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
644510,2,2,3,2,disminuyo,no,inseguro,seguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4
644513,2,3,3,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,no frecuenta puentes y peatonales,5,falta de vigilacia policial,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,3,3,9
644516,2,2,2,3,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,3,falta de educacion,aumento,aumento,aumento,disminuyo,aumento,aumento,aumento,aumento,aumento,aumento,5,4,5
644519,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,aumento,no sabe,aumento,no sabe,aumento,no sabe,no sabe,5,4,5
644519,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,inseguro,2,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644524,2,2,5,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,9
644524,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,inseguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5
644528,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,3
644528,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,3,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
644528,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
644529,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,2,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,5
644529,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,2,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,3
644530,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,3,falta de educacion,disminuyo,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
