DIRECTORIO,Sexo,Edad,Ocupacion,Ciudad,Clase,Estrato
614164,Hombre,60,Trabajando,Cali,Cabecera,2.0
614165,Mujer,63,Oficios del hogar,Cali,Cabecera,2.0
614165,Mujer,20,Trabajando,Cali,Cabecera,2.0
614165,Hombre,18,Trabajando,Cali,Cabecera,2.0
614165,Mujer,4,,Cali,Cabecera,2.0
614165,Mujer,6,,Cali,Cabecera,2.0
614166,Hombre,37,Trabajando,Cali,Cabecera,2.0
614167,Mujer,22,Oficios del hogar,Cali,Cabecera,1.0
614167,Hombre,28,Trabajando,Cali,Cabecera,1.0
614168,Hombre,45,Trabajando,Cali,Cabecera,2.0
614169,Mujer,41,Trabajando,Cali,Cabecera,2.0
614169,Mujer,19,Buscando trabajo,Cali,Cabecera,2.0
614171,Mujer,45,Trabajando,Cali,Cabecera,2.0
614171,Hombre,47,Trabajando,Cali,Cabecera,2.0
614171,Mujer,20,Estudiando,Cali,Cabecera,2.0
614171,Hombre,2,,Cali,Cabecera,2.0
614172,Hombre,48,Trabajando,Cali,Cabecera,3.0
614172,Mujer,35,Oficios del hogar,Cali,Cabecera,3.0
614172,Hombre,14,,Cali,Cabecera,3.0
614172,Hombre,12,,Cali,Cabecera,3.0
614173,Hombre,40,Buscando trabajo,Cali,Cabecera,3.0
614173,Hombre,37,Trabajando,Cali,Cabecera,3.0
614173,Mujer,10,,Cali,Cabecera,3.0
614174,Mujer,46,Trabajando,Cali,Cabecera,1.0
614174,Hombre,19,Trabajando,Cali,Cabecera,1.0
614174,Mujer,74,Incapacitado permanente para trabajar,Cali,Cabecera,1.0
614175,Mujer,48,Trabajando,Cali,Cabecera,1.0
614176,Mujer,59,Trabajando,Cali,Cabecera,3.0
614176,Hombre,48,Trabajando,Cali,Cabecera,3.0
614176,Hombre,30,Trabajando,Cali,Cabecera,3.0
614177,Hombre,50,Trabajando,Cali,Cabecera,5.0
614177,Mujer,44,Trabajando,Cali,Cabecera,5.0
614177,Mujer,17,Estudiando,Cali,Cabecera,5.0
614178,Hombre,40,Trabajando,Cali,Cabecera,5.0
614178,Mujer,39,Trabajando,Cali,Cabecera,5.0
614179,Mujer,65,Pensionado,Cali,Cabecera,1.0
614179,Hombre,11,,Cali,Cabecera,1.0
614179,Mujer,14,,Cali,Cabecera,1.0
614179,Hombre,51,Trabajando,Cali,Cabecera,1.0
614180,Mujer,68,Oficios del hogar,Cali,Cabecera,4.0
614180,Hombre,39,Trabajando,Cali,Cabecera,4.0
614180,Hombre,44,Trabajando,Cali,Cabecera,4.0
614180,Mujer,14,,Cali,Cabecera,4.0
614180,Hombre,9,,Cali,Cabecera,4.0
614181,Mujer,47,Trabajando,Cali,Cabecera,4.0
614182,Mujer,31,Trabajando,Cali,Cabecera,3.0
614183,Mujer,73,Oficios del hogar,Cali,Cabecera,2.0
614183,Mujer,34,Oficios del hogar,Cali,Cabecera,2.0
614183,Hombre,15,Estudiando,Cali,Cabecera,2.0
614184,Mujer,27,Trabajando,Cali,Cabecera,3.0
614184,Mujer,26,Trabajando,Cali,Cabecera,3.0
614185,Mujer,25,Trabajando,Cali,Cabecera,3.0
614186,Mujer,40,Trabajando,Cali,Cabecera,3.0
614187,Mujer,24,Trabajando,Cali,Cabecera,1.0
614187,Hombre,30,Incapacitado permanente para trabajar,Cali,Cabecera,1.0
614187,Hombre,19,Estudiando,Cali,Cabecera,1.0
614187,Hombre,22,Trabajando,Cali,Cabecera,1.0
614188,Hombre,71,Pensionado,Cali,Cabecera,5.0
614189,Mujer,65,Trabajando,Cali,Cabecera,5.0
614189,Hombre,66,Trabajando,Cali,Cabecera,5.0
614189,Mujer,29,Trabajando,Cali,Cabecera,5.0
614189,Mujer,20,Buscando trabajo,Cali,Cabecera,5.0
614189,Mujer,71,Incapacitado permanente para trabajar,Cali,Cabecera,5.0
614189,Mujer,55,Oficios del hogar,Cali,Cabecera,5.0
614190,Hombre,58,Trabajando,Cali,Cabecera,5.0
614190,Mujer,57,Trabajando,Cali,Cabecera,5.0
614190,Mujer,28,Trabajando,Cali,Cabecera,5.0
614191,Hombre,65,Trabajando,Cali,Cabecera,5.0
614191,Mujer,50,Trabajando,Cali,Cabecera,5.0
614191,Hombre,14,,Cali,Cabecera,5.0
614192,Mujer,50,Trabajando,Cali,Cabecera,5.0
614192,Hombre,58,Trabajando,Cali,Cabecera,5.0
614192,Hombre,16,Estudiando,Cali,Cabecera,5.0
614193,Hombre,48,Trabajando,Cali,Cabecera,5.0
614193,Mujer,40,Trabajando,Cali,Cabecera,5.0
614194,Hombre,71,Trabajando,Cali,Cabecera,5.0
614194,Mujer,57,Trabajando,Cali,Cabecera,5.0
614194,Hombre,30,Trabajando,Cali,Cabecera,5.0
614194,Mujer,25,Trabajando,Cali,Cabecera,5.0
614195,Mujer,65,Oficios del hogar,Cali,Cabecera,2.0
614196,Hombre,69,Trabajando,Cali,Cabecera,2.0
614196,Mujer,65,Trabajando,Cali,Cabecera,2.0
614196,Mujer,22,Trabajando,Cali,Cabecera,2.0
614197,Hombre,45,Trabajando,Cali,Cabecera,2.0
614197,Mujer,27,Trabajando,Cali,Cabecera,2.0
614197,Hombre,12,,Cali,Cabecera,2.0
614198,Hombre,38,Trabajando,Cali,Cabecera,2.0
614198,Mujer,63,Oficios del hogar,Cali,Cabecera,2.0
614199,Hombre,29,Trabajando,Cali,Cabecera,2.0
614199,Mujer,31,Trabajando,Cali,Cabecera,2.0
614199,Hombre,7,,Cali,Cabecera,2.0
614200,Mujer,53,Trabajando,Cali,Cabecera,2.0
614200,Mujer,17,Estudiando,Cali,Cabecera,2.0
614201,Mujer,81,Incapacitado permanente para trabajar,Cali,Cabecera,2.0
614201,Hombre,52,Buscando trabajo,Cali,Cabecera,2.0
614202,Hombre,77,Pensionado,Cali,Cabecera,2.0
614202,Hombre,34,Trabajando,Cali,Cabecera,2.0
614202,Mujer,34,Trabajando,Cali,Cabecera,2.0
614202,Mujer,5,,Cali,Cabecera,2.0
614203,Mujer,69,Oficios del hogar,Cali,Cabecera,2.0
614204,Hombre,72,Trabajando,Cali,Cabecera,2.0
614204,Mujer,69,Incapacitado permanente para trabajar,Cali,Cabecera,2.0
614204,Mujer,34,Oficios del hogar,Cali,Cabecera,2.0
614204,Hombre,37,Trabajando,Cali,Cabecera,2.0
614204,Hombre,7,,Cali,Cabecera,2.0
614205,Hombre,53,Trabajando,Cali,Cabecera,2.0
614205,Mujer,51,Oficios del hogar,Cali,Cabecera,2.0
614205,Hombre,31,Incapacitado permanente para trabajar,Cali,Cabecera,2.0
614205,Hombre,23,Trabajando,Cali,Cabecera,2.0
614205,Hombre,19,Trabajando,Cali,Cabecera,2.0
614205,Mujer,13,,Cali,Cabecera,2.0
614206,Mujer,33,Trabajando,Cali,Cabecera,2.0
614206,Hombre,11,,Cali,Cabecera,2.0
614206,Hombre,10,,Cali,Cabecera,2.0
614207,Hombre,75,Trabajando,Cali,Cabecera,2.0
614207,Mujer,44,Trabajando,Cali,Cabecera,2.0
614207,Hombre,16,Estudiando,Cali,Cabecera,2.0
614207,Hombre,24,Trabajando,Cali,Cabecera,2.0
614208,Mujer,59,Oficios del hogar,Cali,Cabecera,2.0
614209,Hombre,77,Pensionado,Cali,Cabecera,2.0
614209,Mujer,74,Oficios del hogar,Cali,Cabecera,2.0
614209,Hombre,54,Trabajando,Cali,Cabecera,2.0
614210,Mujer,47,Buscando trabajo,Cali,Cabecera,1.0
614210,Mujer,19,Buscando trabajo,Cali,Cabecera,1.0
614210,Hombre,10,,Cali,Cabecera,1.0
614211,Hombre,77,Oficios del hogar,Cali,Cabecera,1.0
614212,Mujer,68,Oficios del hogar,Cali,Cabecera,4.0
614213,Hombre,59,Trabajando,Cali,Cabecera,4.0
614213,Mujer,26,Buscando trabajo,Cali,Cabecera,4.0
614213,Mujer,21,Estudiando,Cali,Cabecera,4.0
614213,Mujer,46,Pensionado,Cali,Cabecera,4.0
614214,Hombre,73,Pensionado,Cali,Cabecera,4.0
614214,Mujer,66,Oficios del hogar,Cali,Cabecera,4.0
614214,Mujer,35,Trabajando,Cali,Cabecera,4.0
614214,Mujer,6,,Cali,Cabecera,4.0
614215,Hombre,65,Trabajando,Cali,Cabecera,4.0
614215,Hombre,56,Trabajando,Cali,Cabecera,4.0
614216,Hombre,54,Trabajando,Cali,Cabecera,4.0
614216,Mujer,67,Pensionado,Cali,Cabecera,4.0
614216,Hombre,47,Trabajando,Cali,Cabecera,4.0
614217,Mujer,45,Trabajando,Cali,Cabecera,4.0
614217,Hombre,40,Trabajando,Cali,Cabecera,4.0
614217,Hombre,14,,Cali,Cabecera,4.0
614217,Mujer,8,,Cali,Cabecera,4.0
614218,Mujer,80,Oficios del hogar,Cali,Cabecera,4.0
614218,Hombre,51,Trabajando,Cali,Cabecera,4.0
614218,Hombre,40,Pensionado,Cali,Cabecera,4.0
614219,Mujer,60,Oficios del hogar,Cali,Cabecera,4.0
614219,Hombre,24,Incapacitado permanente para trabajar,Cali,Cabecera,4.0
614220,Mujer,88,Pensionado,Cali,Cabecera,4.0
614220,Mujer,59,Trabajando,Cali,Cabecera,4.0
614221,Hombre,46,Trabajando,Cali,Cabecera,4.0
614221,Mujer,81,Oficios del hogar,Cali,Cabecera,4.0
614221,Mujer,73,Oficios del hogar,Cali,Cabecera,4.0
614221,Mujer,71,Oficios del hogar,Cali,Cabecera,4.0
614222,Mujer,67,Pensionado,Cali,Cabecera,4.0
614222,Hombre,31,Trabajando,Cali,Cabecera,4.0
614223,Mujer,47,Trabajando,Cali,Cabecera,4.0
614223,Hombre,11,,Cali,Cabecera,4.0
614224,Hombre,23,Trabajando,Cali,Cabecera,4.0
614655,Hombre,78,Oficios del hogar,Medellín,Cabecera,4.0
614655,Mujer,77,Oficios del hogar,Medellín,Cabecera,4.0
614656,Mujer,44,Trabajando,Medellín,Cabecera,4.0
614657,Mujer,42,Trabajando,Medellín,Cabecera,4.0
614658,Mujer,29,Trabajando,Medellín,Cabecera,2.0
614658,Mujer,27,Trabajando,Medellín,Cabecera,2.0
614658,Hombre,33,Trabajando,Medellín,Cabecera,2.0
614659,Mujer,38,Trabajando,Medellín,Cabecera,2.0
614660,Mujer,46,Trabajando,Medellín,Cabecera,2.0
614660,Hombre,52,Trabajando,Medellín,Cabecera,2.0
614660,Hombre,19,Trabajando,Medellín,Cabecera,2.0
614660,Mujer,16,Estudiando,Medellín,Cabecera,2.0
614660,Hombre,13,,Medellín,Cabecera,2.0
614661,Mujer,54,Oficios del hogar,Medellín,Cabecera,3.0
614661,Hombre,35,Trabajando,Medellín,Cabecera,3.0
614662,Hombre,40,Estudiando,Medellín,Cabecera,4.0
614662,Mujer,37,Trabajando,Medellín,Cabecera,4.0
614663,Mujer,40,Otra actividad,Medellín,Cabecera,1.0
614663,Hombre,22,Buscando trabajo,Medellín,Cabecera,1.0
614664,Hombre,38,Trabajando,Medellín,Cabecera,1.0
614664,Hombre,7,,Medellín,Cabecera,1.0
614664,Mujer,2,,Medellín,Cabecera,1.0
614664,Mujer,28,Oficios del hogar,Medellín,Cabecera,1.0
614665,Hombre,37,Trabajando,Medellín,Cabecera,2.0
614665,Mujer,32,Trabajando,Medellín,Cabecera,2.0
614665,Hombre,8,,Medellín,Cabecera,2.0
614666,Hombre,29,Trabajando,Medellín,Cabecera,2.0
614667,Mujer,54,Oficios del hogar,Medellín,Cabecera,3.0
614667,Hombre,15,Estudiando,Medellín,Cabecera,3.0
614668,Hombre,25,Trabajando,Medellín,Cabecera,3.0
614668,Mujer,28,Trabajando,Medellín,Cabecera,3.0
614669,Hombre,28,Buscando trabajo,Medellín,Cabecera,3.0
614669,Mujer,32,Trabajando,Medellín,Cabecera,3.0
614669,Hombre,14,,Medellín,Cabecera,3.0
614669,Mujer,9,,Medellín,Cabecera,3.0
614670,Mujer,64,Oficios del hogar,Medellín,Cabecera,2.0
614670,Hombre,26,Trabajando,Medellín,Cabecera,2.0
614670,Hombre,28,Otra actividad,Medellín,Cabecera,2.0
614671,Hombre,45,Trabajando,Medellín,Cabecera,2.0
614671,Mujer,40,Trabajando,Medellín,Cabecera,2.0
614671,Hombre,18,Estudiando,Medellín,Cabecera,2.0
614672,Hombre,43,Trabajando,Medellín,Cabecera,2.0
614672,Mujer,30,Oficios del hogar,Medellín,Cabecera,2.0
614672,Hombre,6,,Medellín,Cabecera,2.0
614672,Mujer,22,Trabajando,Medellín,Cabecera,2.0
614673,Mujer,47,Buscando trabajo,Medellín,Cabecera,2.0
614673,Hombre,48,Trabajando,Medellín,Cabecera,2.0
614673,Mujer,27,Oficios del hogar,Medellín,Cabecera,2.0
614673,Hombre,21,Trabajando,Medellín,Cabecera,2.0
614674,Mujer,27,Trabajando,Medellín,Cabecera,2.0
614674,Hombre,8,,Medellín,Cabecera,2.0
614675,Hombre,49,Trabajando,Medellín,Cabecera,2.0
614675,Mujer,43,Trabajando,Medellín,Cabecera,2.0
614675,Mujer,14,,Medellín,Cabecera,2.0
614676,Hombre,21,Trabajando,Medellín,Cabecera,2.0
614676,Mujer,27,Trabajando,Medellín,Cabecera,2.0
614676,Mujer,9,,Medellín,Cabecera,2.0
614676,Mujer,19,Trabajando,Medellín,Cabecera,2.0
614677,Mujer,32,Trabajando,Medellín,Cabecera,2.0
614677,Hombre,34,Trabajando,Medellín,Cabecera,2.0
614677,Hombre,13,,Medellín,Cabecera,2.0
614677,Hombre,11,,Medellín,Cabecera,2.0
614678,Mujer,48,Trabajando,Medellín,Cabecera,2.0
614678,Hombre,14,,Medellín,Cabecera,2.0
614679,Mujer,30,Trabajando,Medellín,Cabecera,2.0
614683,Mujer,32,Trabajando,Medellín,Cabecera,2.0
614683,Hombre,47,Trabajando,Medellín,Cabecera,2.0
614683,Hombre,1,,Medellín,Cabecera,2.0
614694,Hombre,68,Ocio,Medellín,Cabecera,4.0
614694,Mujer,68,Oficios del hogar,Medellín,Cabecera,4.0
614694,Hombre,36,Trabajando,Medellín,Cabecera,4.0
614694,Mujer,31,Buscando trabajo,Medellín,Cabecera,4.0
614694,Mujer,13,,Medellín,Cabecera,4.0
614694,Hombre,2,,Medellín,Cabecera,4.0
614695,Hombre,42,Trabajando,Medellín,Cabecera,4.0
614696,Mujer,41,Trabajando,Medellín,Cabecera,4.0
614696,Hombre,41,Trabajando,Medellín,Cabecera,4.0
614696,Hombre,2,,Medellín,Cabecera,4.0
614697,Mujer,71,Oficios del hogar,Medellín,Cabecera,4.0
614697,Mujer,46,Trabajando,Medellín,Cabecera,4.0
614697,Hombre,37,Trabajando,Medellín,Cabecera,4.0
614698,Hombre,66,Trabajando,Medellín,Cabecera,4.0
614698,Mujer,64,Trabajando,Medellín,Cabecera,4.0
614699,Hombre,67,Pensionado,Medellín,Cabecera,3.0
614699,Mujer,68,Oficios del hogar,Medellín,Cabecera,3.0
614700,Mujer,32,Oficios del hogar,Medellín,Cabecera,2.0
614700,Hombre,33,Trabajando,Medellín,Cabecera,2.0
614700,Hombre,14,,Medellín,Cabecera,2.0
614700,Hombre,13,,Medellín,Cabecera,2.0
614700,Mujer,9,,Medellín,Cabecera,2.0
614700,Hombre,4,,Medellín,Cabecera,2.0
614700,Mujer,65,Oficios del hogar,Medellín,Cabecera,2.0
614701,Mujer,59,Oficios del hogar,Medellín,Cabecera,2.0
614701,Hombre,27,Buscando trabajo,Medellín,Cabecera,2.0
614701,Mujer,23,Trabajando,Medellín,Cabecera,2.0
614702,Mujer,52,Oficios del hogar,Medellín,Cabecera,2.0
614702,Hombre,53,Trabajando,Medellín,Cabecera,2.0
614702,Mujer,27,Trabajando,Medellín,Cabecera,2.0
614702,Hombre,21,Estudiando,Medellín,Cabecera,2.0
614702,Mujer,5,,Medellín,Cabecera,2.0
614703,Mujer,16,Estudiando,Medellín,Cabecera,2.0
614703,Hombre,50,Trabajando,Medellín,Cabecera,2.0
614703,Mujer,51,Oficios del hogar,Medellín,Cabecera,2.0
614704,Mujer,33,Trabajando,Medellín,Cabecera,2.0
614704,Hombre,30,Trabajando,Medellín,Cabecera,2.0
614704,Hombre,13,,Medellín,Cabecera,2.0
614704,Hombre,6,,Medellín,Cabecera,2.0
614705,Hombre,37,Trabajando,Medellín,Cabecera,2.0
614706,Mujer,57,Trabajando,Medellín,Cabecera,3.0
614706,Hombre,53,Trabajando,Medellín,Cabecera,3.0
614706,Mujer,17,Estudiando,Medellín,Cabecera,3.0
614707,Hombre,65,Pensionado,Medellín,Cabecera,3.0
614707,Mujer,63,Pensionado,Medellín,Cabecera,3.0
614707,Mujer,33,Trabajando,Medellín,Cabecera,3.0
614708,Hombre,49,Trabajando,Medellín,Cabecera,3.0
614708,Hombre,28,Trabajando,Medellín,Cabecera,3.0
614708,Mujer,26,Estudiando,Medellín,Cabecera,3.0
614708,Mujer,50,Trabajando,Medellín,Cabecera,3.0
614709,Hombre,50,Trabajando,Medellín,Cabecera,2.0
614709,Mujer,46,Oficios del hogar,Medellín,Cabecera,2.0
614709,Mujer,70,Oficios del hogar,Medellín,Cabecera,2.0
614709,Hombre,24,Trabajando,Medellín,Cabecera,2.0
614709,Mujer,21,Estudiando,Medellín,Cabecera,2.0
614710,Mujer,45,Trabajando,Medellín,Cabecera,3.0
614711,Hombre,20,Estudiando,Medellín,Cabecera,3.0
614712,Hombre,57,Trabajando,Medellín,Cabecera,2.0
614712,Mujer,42,Oficios del hogar,Medellín,Cabecera,2.0
614712,Mujer,21,Estudiando,Medellín,Cabecera,2.0
614712,Mujer,18,Estudiando,Medellín,Cabecera,2.0
614713,Mujer,63,Oficios del hogar,Medellín,Cabecera,3.0
614713,Hombre,7,,Medellín,Cabecera,3.0
614713,Hombre,33,Trabajando,Medellín,Cabecera,3.0
614714,Hombre,59,Trabajando,Medellín,Cabecera,2.0
614714,Mujer,35,Trabajando,Medellín,Cabecera,2.0
614714,Hombre,31,Trabajando,Medellín,Cabecera,2.0
614714,Hombre,13,,Medellín,Cabecera,2.0
614714,Mujer,3,,Medellín,Cabecera,2.0
614715,Mujer,73,Oficios del hogar,Medellín,Cabecera,3.0
614716,Hombre,25,Trabajando,Medellín,Cabecera,3.0
614717,Mujer,41,Trabajando,Medellín,Cabecera,4.0
614717,Mujer,61,Oficios del hogar,Medellín,Cabecera,4.0
614718,Hombre,66,Trabajando,Medellín,Cabecera,4.0
614718,Mujer,64,Pensionado,Medellín,Cabecera,4.0
614718,Mujer,28,Trabajando,Medellín,Cabecera,4.0
614718,Mujer,26,Trabajando,Medellín,Cabecera,4.0
614719,Mujer,38,Oficios del hogar,Medellín,Cabecera,2.0
614719,Mujer,5,,Medellín,Cabecera,2.0
614719,Mujer,0,,Medellín,Cabecera,2.0
614720,Mujer,28,Buscando trabajo,Medellín,Cabecera,2.0
614720,Hombre,55,Trabajando,Medellín,Cabecera,2.0
614720,Mujer,2,,Medellín,Cabecera,2.0
614721,Hombre,75,Incapacitado permanente para trabajar,Medellín,Cabecera,1.0
614721,Mujer,68,Oficios del hogar,Medellín,Cabecera,1.0
614722,Mujer,39,Trabajando,Medellín,Cabecera,1.0
614722,Hombre,42,Trabajando,Medellín,Cabecera,1.0
614722,Hombre,17,Ocio,Medellín,Cabecera,1.0
614722,Mujer,15,Estudiando,Medellín,Cabecera,1.0
614723,Hombre,29,Trabajando,Medellín,Cabecera,1.0
614723,Mujer,25,Trabajando,Medellín,Cabecera,1.0
614723,Mujer,0,,Medellín,Cabecera,1.0
614724,Mujer,72,Oficios del hogar,Medellín,Cabecera,2.0
614725,Mujer,36,Oficios del hogar,Medellín,Cabecera,2.0
614725,Hombre,7,,Medellín,Cabecera,2.0
614726,Mujer,30,Oficios del hogar,Medellín,Cabecera,1.0
614726,Hombre,30,Trabajando,Medellín,Cabecera,1.0
614726,Hombre,8,,Medellín,Cabecera,1.0
614726,Mujer,19,Trabajando,Medellín,Cabecera,1.0
614726,Hombre,26,Trabajando,Medellín,Cabecera,1.0
614726,Hombre,41,Trabajando,Medellín,Cabecera,1.0
614726,Hombre,1,,Medellín,Cabecera,1.0
614727,Mujer,70,Pensionado,Medellín,Cabecera,3.0
614727,Hombre,40,Trabajando,Medellín,Cabecera,3.0
614728,Mujer,37,Oficios del hogar,Medellín,Cabecera,1.0
614728,Hombre,48,Trabajando,Medellín,Cabecera,1.0
614728,Mujer,19,Buscando trabajo,Medellín,Cabecera,1.0
614728,Hombre,7,,Medellín,Cabecera,1.0
614728,Hombre,5,,Medellín,Cabecera,1.0
614728,Mujer,23,Buscando trabajo,Medellín,Cabecera,1.0
614729,Mujer,82,Oficios del hogar,Medellín,Cabecera,3.0
614729,Mujer,60,Trabajando,Medellín,Cabecera,3.0
614729,Hombre,51,Buscando trabajo,Medellín,Cabecera,3.0
614730,Hombre,68,Pensionado,Medellín,Cabecera,3.0
614730,Mujer,62,Oficios del hogar,Medellín,Cabecera,3.0
614730,Mujer,29,Trabajando,Medellín,Cabecera,3.0
614731,Mujer,7,,Medellín,Cabecera,3.0
614731,Hombre,2,,Medellín,Cabecera,3.0
614731,Hombre,27,Trabajando,Medellín,Cabecera,3.0
614731,Mujer,22,Trabajando,Medellín,Cabecera,3.0
614732,Mujer,65,Oficios del hogar,Medellín,Cabecera,3.0
614733,Mujer,33,Trabajando,Medellín,Cabecera,3.0
614733,Mujer,23,Estudiando,Medellín,Cabecera,3.0
614734,Mujer,61,Oficios del hogar,Medellín,Cabecera,3.0
614734,Mujer,34,Trabajando,Medellín,Cabecera,3.0
614734,Mujer,27,Trabajando,Medellín,Cabecera,3.0
614734,Mujer,23,Trabajando,Medellín,Cabecera,3.0
614734,Hombre,9,,Medellín,Cabecera,3.0
614735,Hombre,57,Trabajando,Medellín,Cabecera,3.0
614735,Mujer,56,Trabajando,Medellín,Cabecera,3.0
614735,Hombre,21,Trabajando,Medellín,Cabecera,3.0
614735,Mujer,18,Trabajando,Medellín,Cabecera,3.0
614735,Hombre,55,Trabajando,Medellín,Cabecera,3.0
614736,Mujer,58,Oficios del hogar,Medellín,Cabecera,3.0
614736,Hombre,58,Trabajando,Medellín,Cabecera,3.0
614736,Mujer,33,Trabajando,Medellín,Cabecera,3.0
614737,Mujer,25,Oficios del hogar,Medellín,Cabecera,3.0
614737,Hombre,26,Trabajando,Medellín,Cabecera,3.0
614737,Mujer,1,,Medellín,Cabecera,3.0
614738,Hombre,74,Otra actividad,Medellín,Cabecera,3.0
614738,Mujer,69,Oficios del hogar,Medellín,Cabecera,3.0
614738,Mujer,44,Trabajando,Medellín,Cabecera,3.0
615632,Hombre,28,Trabajando,Bogotá,Cabecera,1.0
615632,Mujer,32,Oficios del hogar,Bogotá,Cabecera,1.0
615632,Mujer,49,Trabajando,Bogotá,Cabecera,1.0
615632,Hombre,29,Trabajando,Bogotá,Cabecera,1.0
615632,Hombre,57,Ocio,Bogotá,Cabecera,1.0
615632,Mujer,77,Oficios del hogar,Bogotá,Cabecera,1.0
615632,Mujer,28,Estudiando,Bogotá,Cabecera,1.0
615632,Hombre,8,,Bogotá,Cabecera,1.0
615633,Mujer,63,Trabajando,Bogotá,Cabecera,2.0
615633,Mujer,55,Oficios del hogar,Bogotá,Cabecera,2.0
615633,Mujer,18,Estudiando,Bogotá,Cabecera,2.0
615634,Mujer,38,Trabajando,Bogotá,Cabecera,3.0
615634,Hombre,20,Estudiando,Bogotá,Cabecera,3.0
615634,Hombre,10,,Bogotá,Cabecera,3.0
615635,Hombre,45,Trabajando,Bogotá,Cabecera,2.0
615635,Mujer,43,Trabajando,Bogotá,Cabecera,2.0
615635,Mujer,20,Estudiando,Bogotá,Cabecera,2.0
615635,Mujer,14,,Bogotá,Cabecera,2.0
615636,Hombre,24,Trabajando,Bogotá,Cabecera,3.0
615636,Mujer,47,Oficios del hogar,Bogotá,Cabecera,3.0
615636,Hombre,26,Trabajando,Bogotá,Cabecera,3.0
615636,Hombre,14,,Bogotá,Cabecera,3.0
615637,Hombre,33,Trabajando,Bogotá,Cabecera,2.0
615637,Mujer,31,Oficios del hogar,Bogotá,Cabecera,2.0
615637,Hombre,12,,Bogotá,Cabecera,2.0
615637,Mujer,9,,Bogotá,Cabecera,2.0
615638,Hombre,22,Trabajando,Bogotá,Cabecera,2.0
615638,Mujer,52,Trabajando,Bogotá,Cabecera,2.0
615639,Mujer,62,Oficios del hogar,Bogotá,Cabecera,3.0
615640,Mujer,25,Oficios del hogar,Bogotá,Cabecera,2.0
615640,Hombre,24,Trabajando,Bogotá,Cabecera,2.0
615640,Mujer,1,,Bogotá,Cabecera,2.0
615641,Mujer,54,Trabajando,Bogotá,Cabecera,2.0
615641,Hombre,15,Estudiando,Bogotá,Cabecera,2.0
615642,Mujer,55,Trabajando,Bogotá,Cabecera,3.0
615642,Hombre,26,Trabajando,Bogotá,Cabecera,3.0
615643,Hombre,28,Trabajando,Bogotá,Cabecera,3.0
615643,Mujer,82,Oficios del hogar,Bogotá,Cabecera,3.0
615643,Hombre,46,Trabajando,Bogotá,Cabecera,3.0
615643,Mujer,19,Estudiando,Bogotá,Cabecera,3.0
615644,Hombre,56,Trabajando,Bogotá,Cabecera,2.0
615644,Mujer,55,Oficios del hogar,Bogotá,Cabecera,2.0
615644,Mujer,35,Trabajando,Bogotá,Cabecera,2.0
615644,Mujer,33,Oficios del hogar,Bogotá,Cabecera,2.0
615644,Hombre,25,Trabajando,Bogotá,Cabecera,2.0
615644,Mujer,11,,Bogotá,Cabecera,2.0
615644,Hombre,7,,Bogotá,Cabecera,2.0
615645,Mujer,53,Trabajando,Bogotá,Cabecera,2.0
615645,Hombre,53,Trabajando,Bogotá,Cabecera,2.0
615645,Hombre,25,Estudiando,Bogotá,Cabecera,2.0
615645,Mujer,15,Estudiando,Bogotá,Cabecera,2.0
615646,Hombre,45,Trabajando,Bogotá,Cabecera,2.0
615647,Hombre,56,Trabajando,Bogotá,Cabecera,2.0
615647,Mujer,40,Trabajando,Bogotá,Cabecera,2.0
615647,Mujer,22,Trabajando,Bogotá,Cabecera,2.0
615647,Mujer,16,Estudiando,Bogotá,Cabecera,2.0
615647,Mujer,7,,Bogotá,Cabecera,2.0
615648,Mujer,26,Trabajando,Bogotá,Cabecera,4.0
615648,Hombre,22,Estudiando,Bogotá,Cabecera,4.0
615648,Hombre,28,Trabajando,Bogotá,Cabecera,4.0
615649,Mujer,32,Trabajando,Bogotá,Cabecera,2.0
615649,Hombre,33,Trabajando,Bogotá,Cabecera,2.0
615650,Mujer,46,Trabajando,Bogotá,Cabecera,2.0
615650,Hombre,41,Trabajando,Bogotá,Cabecera,2.0
615650,Mujer,21,Estudiando,Bogotá,Cabecera,2.0
615651,Mujer,41,Oficios del hogar,Bogotá,Cabecera,2.0
615651,Hombre,17,Estudiando,Bogotá,Cabecera,2.0
615651,Hombre,16,Estudiando,Bogotá,Cabecera,2.0
615652,Hombre,66,Pensionado,Bogotá,Cabecera,3.0
615652,Mujer,69,Incapacitado permanente para trabajar,Bogotá,Cabecera,3.0
615653,Hombre,65,Trabajando,Bogotá,Cabecera,3.0
615653,Mujer,50,Oficios del hogar,Bogotá,Cabecera,3.0
615653,Hombre,23,Estudiando,Bogotá,Cabecera,3.0
615654,Hombre,39,Trabajando,Bogotá,Cabecera,3.0
615654,Mujer,37,Trabajando,Bogotá,Cabecera,3.0
615654,Hombre,16,Estudiando,Bogotá,Cabecera,3.0
615654,Hombre,9,,Bogotá,Cabecera,3.0
615655,Hombre,25,Trabajando,Bogotá,Cabecera,3.0
615655,Mujer,21,Trabajando,Bogotá,Cabecera,3.0
615655,Mujer,27,Trabajando,Bogotá,Cabecera,3.0
615656,Mujer,78,Pensionado,Bogotá,Cabecera,3.0
615656,Hombre,35,Trabajando,Bogotá,Cabecera,3.0
615657,Mujer,69,Pensionado,Bogotá,Cabecera,3.0
