DIRECTORIO,Sexo,Edad,Ocupacion,Ciudad,Clase,Estrato
612280,Hombre,65,Pensionado,Cali,Cabecera,3.0
612281,Mujer,44,Trabajando,Cali,Cabecera,3.0
612281,Hombre,14,,Cali,Cabecera,3.0
612281,Hombre,70,Pensionado,Cali,Cabecera,3.0
612282,Hombre,47,Trabajando,Cali,Cabecera,3.0
612282,Mujer,41,Trabajando,Cali,Cabecera,3.0
612283,Hombre,15,Estudiando,Cali,Cabecera,3.0
612283,Mujer,39,Trabajando,Cali,Cabecera,3.0
612284,Hombre,53,Trabajando,Cali,Cabecera,1.0
612284,Mujer,43,Trabajando,Cali,Cabecera,1.0
612284,Hombre,22,Trabajando,Cali,Cabecera,1.0
612284,Mujer,18,Estudiando,Cali,Cabecera,1.0
612284,Mujer,78,Incapacitado permanente para trabajar,Cali,Cabecera,1.0
612285,Mujer,66,Pensionado,Cali,Cabecera,1.0
612285,Hombre,26,Trabajando,Cali,Cabecera,1.0
612286,Hombre,29,Trabajando,Cali,Cabecera,1.0
612287,Mujer,50,Trabajando,Cali,Cabecera,3.0
612287,Mujer,9,,Cali,Cabecera,3.0
612288,Mujer,45,Trabajando,Cali,Cabecera,3.0
612288,Mujer,8,,Cali,Cabecera,3.0
612288,Mujer,24,Trabajando,Cali,Cabecera,3.0
612288,Hombre,24,Trabajando,Cali,Cabecera,3.0
612289,Mujer,54,Oficios del hogar,Cali,Cabecera,1.0
612289,Hombre,59,Trabajando,Cali,Cabecera,1.0
612289,Mujer,16,Estudiando,Cali,Cabecera,1.0
612290,Mujer,38,Trabajando,Cali,Cabecera,5.0
612290,Hombre,15,Estudiando,Cali,Cabecera,5.0
612291,Hombre,44,Trabajando,Cali,Cabecera,5.0
612291,Mujer,40,Oficios del hogar,Cali,Cabecera,5.0
612291,Mujer,4,,Cali,Cabecera,5.0
612291,Mujer,53,Trabajando,Cali,Cabecera,5.0
612292,Hombre,57,Trabajando,Cali,Cabecera,5.0
612292,Mujer,57,Trabajando,Cali,Cabecera,5.0
612293,Hombre,63,Pensionado,Cali,Cabecera,2.0
612293,Hombre,24,Estudiando,Cali,Cabecera,2.0
612294,Hombre,43,Trabajando,Cali,Cabecera,2.0
612294,Mujer,36,Trabajando,Cali,Cabecera,2.0
612294,Mujer,9,,Cali,Cabecera,2.0
612295,Hombre,38,Trabajando,Cali,Cabecera,2.0
612295,Mujer,29,Oficios del hogar,Cali,Cabecera,2.0
612295,Mujer,7,,Cali,Cabecera,2.0
612296,Hombre,57,Trabajando,Cali,Cabecera,2.0
612296,Mujer,47,Oficios del hogar,Cali,Cabecera,2.0
612296,Hombre,22,Estudiando,Cali,Cabecera,2.0
612297,Mujer,37,Trabajando,Cali,Cabecera,2.0
612297,Mujer,57,Oficios del hogar,Cali,Cabecera,2.0
612297,Hombre,4,,Cali,Cabecera,2.0
612298,Mujer,72,Pensionado,Cali,Cabecera,5.0
612298,Hombre,42,Trabajando,Cali,Cabecera,5.0
612299,Hombre,46,Oficios del hogar,Cali,Cabecera,5.0
612299,Mujer,85,Pensionado,Cali,Cabecera,5.0
612300,Hombre,54,Trabajando,Cali,Cabecera,5.0
612301,Hombre,40,Trabajando,Cali,Cabecera,5.0
612301,Mujer,38,Oficios del hogar,Cali,Cabecera,5.0
612301,Hombre,9,,Cali,Cabecera,5.0
613271,Mujer,60,Oficios del hogar,Medellín,Cabecera,2.0
613272,Mujer,51,Trabajando,Medellín,Cabecera,3.0
613272,Hombre,23,Trabajando,Medellín,Cabecera,3.0
613273,Hombre,64,Trabajando,Medellín,Cabecera,2.0
613273,Mujer,42,Otra actividad,Medellín,Cabecera,2.0
613274,Mujer,47,Oficios del hogar,Medellín,Cabecera,2.0
613274,Hombre,49,Trabajando,Medellín,Cabecera,2.0
613274,Hombre,30,Trabajando,Medellín,Cabecera,2.0
613274,Mujer,28,Buscando trabajo,Medellín,Cabecera,2.0
613274,Mujer,26,Estudiando,Medellín,Cabecera,2.0
613275,Mujer,53,Trabajando,Medellín,Cabecera,3.0
613276,Hombre,55,Trabajando,Medellín,Cabecera,2.0
613276,Hombre,18,Estudiando,Medellín,Cabecera,2.0
613277,Mujer,32,Trabajando,Medellín,Cabecera,2.0
613277,Hombre,35,Trabajando,Medellín,Cabecera,2.0
613277,Mujer,13,,Medellín,Cabecera,2.0
613278,Mujer,25,Trabajando,Medellín,Cabecera,2.0
613278,Hombre,3,,Medellín,Cabecera,2.0
613278,Hombre,2,,Medellín,Cabecera,2.0
613278,Hombre,29,Trabajando,Medellín,Cabecera,2.0
613278,Hombre,55,Buscando trabajo,Medellín,Cabecera,2.0
613278,Mujer,50,Oficios del hogar,Medellín,Cabecera,2.0
613278,Mujer,27,Trabajando,Medellín,Cabecera,2.0
613278,Hombre,12,,Medellín,Cabecera,2.0
613279,Mujer,63,Trabajando,Medellín,Cabecera,2.0
613279,Hombre,56,Trabajando,Medellín,Cabecera,2.0
613279,Hombre,27,Trabajando,Medellín,Cabecera,2.0
613279,Mujer,25,Trabajando,Medellín,Cabecera,2.0
613279,Mujer,24,Trabajando,Medellín,Cabecera,2.0
613279,Mujer,32,Trabajando,Medellín,Cabecera,2.0
613280,Mujer,73,Oficios del hogar,Medellín,Cabecera,4.0
613281,Mujer,48,Trabajando,Medellín,Cabecera,4.0
613281,Mujer,18,Estudiando,Medellín,Cabecera,4.0
613282,Mujer,47,Trabajando,Medellín,Cabecera,4.0
613283,Mujer,55,Trabajando,Medellín,Cabecera,3.0
613283,Hombre,24,Estudiando,Medellín,Cabecera,3.0
613283,Hombre,19,Estudiando,Medellín,Cabecera,3.0
613284,Mujer,52,Trabajando,Medellín,Cabecera,4.0
613284,Hombre,65,Pensionado,Medellín,Cabecera,4.0
613285,Hombre,58,Trabajando,Medellín,Cabecera,2.0
613286,Mujer,65,Oficios del hogar,Medellín,Cabecera,4.0
613286,Mujer,36,Trabajando,Medellín,Cabecera,4.0
613287,Mujer,34,Trabajando,Medellín,Cabecera,2.0
613287,Mujer,19,Oficios del hogar,Medellín,Cabecera,2.0
613287,Hombre,1,,Medellín,Cabecera,2.0
613288,Mujer,31,Trabajando,Medellín,Cabecera,2.0
613288,Hombre,32,Oficios del hogar,Medellín,Cabecera,2.0
613288,Hombre,7,,Medellín,Cabecera,2.0
613289,Mujer,48,Trabajando,Medellín,Cabecera,4.0
613289,Hombre,17,Estudiando,Medellín,Cabecera,4.0
613290,Hombre,36,Trabajando,Medellín,Cabecera,1.0
613290,Mujer,34,Oficios del hogar,Medellín,Cabecera,1.0
613290,Hombre,15,Estudiando,Medellín,Cabecera,1.0
613290,Mujer,2,,Medellín,Cabecera,1.0
613291,Hombre,75,Pensionado,Medellín,Cabecera,4.0
613291,Mujer,80,Oficios del hogar,Medellín,Cabecera,4.0
613292,Hombre,63,Pensionado,Medellín,Cabecera,4.0
613292,Mujer,63,Oficios del hogar,Medellín,Cabecera,4.0
613293,Mujer,44,Trabajando,Medellín,Cabecera,4.0
613293,Hombre,31,Trabajando,Medellín,Cabecera,4.0
613294,Hombre,46,Trabajando,Medellín,Cabecera,4.0
613295,Hombre,29,Trabajando,Medellín,Cabecera,1.0
613296,Hombre,45,Trabajando,Medellín,Cabecera,4.0
613296,Mujer,31,Trabajando,Medellín,Cabecera,4.0
613297,Mujer,50,Oficios del hogar,Medellín,Cabecera,2.0
613297,Hombre,22,Trabajando,Medellín,Cabecera,2.0
613297,Hombre,17,Estudiando,Medellín,Cabecera,2.0
613298,Hombre,25,Trabajando,Medellín,Cabecera,4.0
613298,Mujer,27,Trabajando,Medellín,Cabecera,4.0
613298,Mujer,62,Estudiando,Medellín,Cabecera,4.0
613298,Mujer,0,,Medellín,Cabecera,4.0
613299,Hombre,24,Trabajando,Medellín,Cabecera,2.0
613300,Hombre,31,Trabajando,Medellín,Cabecera,2.0
613300,Mujer,28,Trabajando,Medellín,Cabecera,2.0
613301,Mujer,53,Trabajando,Medellín,Cabecera,4.0
613301,Hombre,15,Estudiando,Medellín,Cabecera,4.0
613301,Mujer,14,,Medellín,Cabecera,4.0
613302,Hombre,31,Trabajando,Medellín,Cabecera,2.0
613302,Mujer,30,Trabajando,Medellín,Cabecera,2.0
613303,Hombre,58,Trabajando,Medellín,Cabecera,2.0
613303,Mujer,22,Oficios del hogar,Medellín,Cabecera,2.0
613304,Mujer,22,Buscando trabajo,Medellín,Cabecera,2.0
613305,Mujer,32,Trabajando,Medellín,Cabecera,2.0
613305,Hombre,10,,Medellín,Cabecera,2.0
613306,Hombre,35,Trabajando,Medellín,Cabecera,2.0
613307,Hombre,41,Trabajando,Medellín,Cabecera,3.0
613308,Hombre,48,Trabajando,Medellín,Cabecera,3.0
613309,Hombre,39,Trabajando,Medellín,Cabecera,2.0
613309,Mujer,53,Oficios del hogar,Medellín,Cabecera,2.0
613309,Mujer,14,,Medellín,Cabecera,2.0
613310,Hombre,67,Pensionado,Medellín,Cabecera,3.0
613310,Mujer,56,Oficios del hogar,Medellín,Cabecera,3.0
613310,Mujer,19,Estudiando,Medellín,Cabecera,3.0
613311,Mujer,21,Estudiando,Medellín,Cabecera,3.0
613311,Mujer,21,Estudiando,Medellín,Cabecera,3.0
613312,Hombre,80,Incapacitado permanente para trabajar,Medellín,Cabecera,3.0
613312,Mujer,84,Incapacitado permanente para trabajar,Medellín,Cabecera,3.0
613313,Mujer,42,Trabajando,Medellín,Cabecera,3.0
613314,Mujer,70,Oficios del hogar,Medellín,Cabecera,3.0
613315,Hombre,26,Trabajando,Medellín,Cabecera,3.0
613315,Mujer,60,Oficios del hogar,Medellín,Cabecera,3.0
613316,Mujer,36,Trabajando,Medellín,Cabecera,3.0
613316,Mujer,16,Estudiando,Medellín,Cabecera,3.0
613316,Mujer,13,,Medellín,Cabecera,3.0
613317,Mujer,24,Trabajando,Medellín,Cabecera,2.0
613318,Mujer,55,Trabajando,Medellín,Cabecera,2.0
613319,Mujer,27,Oficios del hogar,Medellín,Cabecera,1.0
613319,Hombre,30,Trabajando,Medellín,Cabecera,1.0
613319,Hombre,8,,Medellín,Cabecera,1.0
613319,Mujer,6,,Medellín,Cabecera,1.0
613319,Mujer,3,,Medellín,Cabecera,1.0
613320,Hombre,28,Trabajando,Medellín,Cabecera,1.0
613320,Mujer,32,Trabajando,Medellín,Cabecera,1.0
613320,Hombre,6,,Medellín,Cabecera,1.0
613320,Mujer,3,,Medellín,Cabecera,1.0
613321,Mujer,23,Oficios del hogar,Medellín,Cabecera,1.0
613321,Hombre,32,Trabajando,Medellín,Cabecera,1.0
613321,Mujer,2,,Medellín,Cabecera,1.0
613321,Hombre,1,,Medellín,Cabecera,1.0
613322,Mujer,49,Trabajando,Medellín,Cabecera,1.0
613322,Hombre,11,,Medellín,Cabecera,1.0
613323,Mujer,29,Trabajando,Medellín,Cabecera,3.0
613324,Mujer,28,Trabajando,Medellín,Cabecera,1.0
613324,Hombre,30,Trabajando,Medellín,Cabecera,1.0
613325,Hombre,14,,Medellín,Cabecera,1.0
613325,Mujer,45,Oficios del hogar,Medellín,Cabecera,1.0
613325,Hombre,39,Trabajando,Medellín,Cabecera,1.0
613326,Mujer,57,Oficios del hogar,Medellín,Cabecera,3.0
613327,Mujer,78,Oficios del hogar,Medellín,Cabecera,3.0
613327,Hombre,55,Trabajando,Medellín,Cabecera,3.0
613327,Mujer,53,Trabajando,Medellín,Cabecera,3.0
613328,Hombre,39,Trabajando,Medellín,Cabecera,3.0
613328,Mujer,37,Oficios del hogar,Medellín,Cabecera,3.0
613328,Hombre,16,Estudiando,Medellín,Cabecera,3.0
613328,Hombre,13,,Medellín,Cabecera,3.0
613328,Mujer,5,,Medellín,Cabecera,3.0
613329,Hombre,41,Trabajando,Medellín,Cabecera,3.0
613329,Mujer,25,Oficios del hogar,Medellín,Cabecera,3.0
613329,Hombre,2,,Medellín,Cabecera,3.0
613330,Hombre,46,Trabajando,Medellín,Cabecera,3.0
613331,Mujer,54,Otra actividad,Medellín,Cabecera,3.0
613332,Mujer,69,Pensionado,Medellín,Cabecera,3.0
613333,Mujer,54,Trabajando,Medellín,Cabecera,3.0
613334,Mujer,32,Trabajando,Medellín,Cabecera,3.0
613335,Mujer,27,Oficios del hogar,Medellín,Cabecera,3.0
613335,Hombre,30,Trabajando,Medellín,Cabecera,3.0
613336,Mujer,62,Pensionado,Medellín,Cabecera,2.0
613337,Mujer,64,Oficios del hogar,Medellín,Cabecera,3.0
613338,Mujer,34,Trabajando,Medellín,Cabecera,3.0
613338,Mujer,26,Trabajando,Medellín,Cabecera,3.0
613338,Mujer,10,,Medellín,Cabecera,3.0
613338,Hombre,5,,Medellín,Cabecera,3.0
613339,Mujer,50,Trabajando,Medellín,Cabecera,3.0
613340,Mujer,42,Trabajando,Medellín,Cabecera,2.0
613340,Mujer,24,Trabajando,Medellín,Cabecera,2.0
613340,Mujer,7,,Medellín,Cabecera,2.0
613341,Mujer,48,Oficios del hogar,Medellín,Cabecera,2.0
613341,Hombre,57,Otra actividad,Medellín,Cabecera,2.0
613341,Mujer,31,Trabajando,Medellín,Cabecera,2.0
613341,Hombre,15,Estudiando,Medellín,Cabecera,2.0
613342,Mujer,83,Incapacitado permanente para trabajar,Medellín,Cabecera,2.0
613343,Hombre,20,Estudiando,Medellín,Cabecera,3.0
613343,Mujer,20,Estudiando,Medellín,Cabecera,3.0
613344,Mujer,50,Oficios del hogar,Medellín,Cabecera,3.0
613344,Hombre,58,Trabajando,Medellín,Cabecera,3.0
613345,Mujer,39,Buscando trabajo,Medellín,Cabecera,2.0
613345,Hombre,21,Estudiando,Medellín,Cabecera,2.0
613345,Mujer,20,Estudiando,Medellín,Cabecera,2.0
613345,Hombre,9,,Medellín,Cabecera,2.0
613346,Mujer,25,Trabajando,Medellín,Cabecera,3.0
613347,Mujer,39,Trabajando,Medellín,Cabecera,2.0
613347,Hombre,78,Pensionado,Medellín,Cabecera,2.0
613348,Hombre,46,Buscando trabajo,Medellín,Cabecera,2.0
613348,Mujer,33,Oficios del hogar,Medellín,Cabecera,2.0
613348,Hombre,13,,Medellín,Cabecera,2.0
613348,Mujer,8,,Medellín,Cabecera,2.0
613349,Mujer,26,Trabajando,Medellín,Cabecera,3.0
613349,Mujer,5,,Medellín,Cabecera,3.0
613349,Mujer,53,Oficios del hogar,Medellín,Cabecera,3.0
613350,Mujer,34,Trabajando,Medellín,Cabecera,3.0
613350,Hombre,39,Trabajando,Medellín,Cabecera,3.0
613350,Hombre,14,,Medellín,Cabecera,3.0
613350,Mujer,10,,Medellín,Cabecera,3.0
613351,Mujer,48,Trabajando,Medellín,Cabecera,3.0
613351,Mujer,26,Trabajando,Medellín,Cabecera,3.0
613352,Mujer,52,Trabajando,Medellín,Cabecera,3.0
613352,Hombre,30,Trabajando,Medellín,Cabecera,3.0
613353,Hombre,71,Incapacitado permanente para trabajar,Medellín,Cabecera,3.0
613353,Mujer,62,Oficios del hogar,Medellín,Cabecera,3.0
613353,Mujer,30,Trabajando,Medellín,Cabecera,3.0
613353,Hombre,8,,Medellín,Cabecera,3.0
613354,Mujer,41,Buscando trabajo,Medellín,Cabecera,3.0
613354,Mujer,16,Estudiando,Medellín,Cabecera,3.0
613354,Mujer,2,,Medellín,Cabecera,3.0
613354,Mujer,62,Oficios del hogar,Medellín,Cabecera,3.0
613355,Hombre,62,Trabajando,Medellín,Cabecera,2.0
613355,Mujer,40,Trabajando,Medellín,Cabecera,2.0
613355,Mujer,15,Estudiando,Medellín,Cabecera,2.0
613356,Hombre,50,Trabajando,Medellín,Cabecera,3.0
613357,Hombre,43,Trabajando,Medellín,Cabecera,2.0
613357,Mujer,42,Oficios del hogar,Medellín,Cabecera,2.0
613357,Hombre,20,Trabajando,Medellín,Cabecera,2.0
613357,Mujer,11,,Medellín,Cabecera,2.0
613358,Hombre,5,,Medellín,Cabecera,3.0
613358,Hombre,54,Trabajando,Medellín,Cabecera,3.0
613358,Mujer,30,Oficios del hogar,Medellín,Cabecera,3.0
613359,Mujer,22,Trabajando,Medellín,Cabecera,3.0
613359,Mujer,17,Oficios del hogar,Medellín,Cabecera,3.0
613360,Hombre,58,Trabajando,Medellín,Cabecera,3.0
613838,Mujer,35,Trabajando,Bogotá,Cabecera,2.0
613838,Hombre,37,Trabajando,Bogotá,Cabecera,2.0
613839,Mujer,72,Pensionado,Bogotá,Cabecera,2.0
613840,Mujer,59,Oficios del hogar,Bogotá,Cabecera,3.0
613840,Hombre,33,Trabajando,Bogotá,Cabecera,3.0
613841,Mujer,47,Trabajando,Bogotá,Cabecera,3.0
613842,Hombre,62,Trabajando,Bogotá,Cabecera,2.0
613842,Mujer,63,Oficios del hogar,Bogotá,Cabecera,2.0
613842,Hombre,36,Trabajando,Bogotá,Cabecera,2.0
613842,Hombre,26,Trabajando,Bogotá,Cabecera,2.0
613843,Mujer,55,Oficios del hogar,Bogotá,Cabecera,2.0
613843,Hombre,62,Trabajando,Bogotá,Cabecera,2.0
613843,Mujer,26,Oficios del hogar,Bogotá,Cabecera,2.0
613844,Hombre,70,Trabajando,Bogotá,Cabecera,2.0
613844,Mujer,65,Oficios del hogar,Bogotá,Cabecera,2.0
613844,Mujer,22,Trabajando,Bogotá,Cabecera,2.0
613845,Hombre,26,Trabajando,Bogotá,Cabecera,2.0
613845,Mujer,48,Oficios del hogar,Bogotá,Cabecera,2.0
613845,Hombre,46,Trabajando,Bogotá,Cabecera,2.0
613845,Hombre,21,Trabajando,Bogotá,Cabecera,2.0
613845,Mujer,12,,Bogotá,Cabecera,2.0
613846,Hombre,31,Trabajando,Bogotá,Cabecera,3.0
613846,Hombre,63,Trabajando,Bogotá,Cabecera,3.0
613846,Mujer,26,Buscando trabajo,Bogotá,Cabecera,3.0
613847,Mujer,35,Trabajando,Bogotá,Cabecera,3.0
613848,Hombre,28,Trabajando,Bogotá,Cabecera,2.0
613848,Mujer,23,Trabajando,Bogotá,Cabecera,2.0
613848,Mujer,10,,Bogotá,Cabecera,2.0
613848,Hombre,9,,Bogotá,Cabecera,2.0
613848,Hombre,8,,Bogotá,Cabecera,2.0
613848,Mujer,2,,Bogotá,Cabecera,2.0
613848,Hombre,21,Trabajando,Bogotá,Cabecera,2.0
613848,Mujer,21,Oficios del hogar,Bogotá,Cabecera,2.0
613848,Hombre,1,,Bogotá,Cabecera,2.0
613849,Mujer,20,Trabajando,Bogotá,Cabecera,2.0
613849,Mujer,18,Trabajando,Bogotá,Cabecera,2.0
613849,Hombre,2,,Bogotá,Cabecera,2.0
613850,Hombre,43,Trabajando,Bogotá,Cabecera,2.0
613850,Mujer,39,Trabajando,Bogotá,Cabecera,2.0
613850,Mujer,15,Estudiando,Bogotá,Cabecera,2.0
613850,Mujer,13,,Bogotá,Cabecera,2.0
613851,Mujer,28,Trabajando,Bogotá,Cabecera,3.0
613851,Hombre,30,Trabajando,Bogotá,Cabecera,3.0
613852,Mujer,42,Pensionado,Bogotá,Cabecera,2.0
613852,Hombre,78,Incapacitado permanente para trabajar,Bogotá,Cabecera,2.0
613852,Hombre,63,Pensionado,Bogotá,Cabecera,2.0
613853,Hombre,51,Trabajando,Bogotá,Cabecera,2.0
613853,Mujer,52,Trabajando,Bogotá,Cabecera,2.0
613853,Mujer,32,Trabajando,Bogotá,Cabecera,2.0
613853,Hombre,10,,Bogotá,Cabecera,2.0
613853,Hombre,18,Estudiando,Bogotá,Cabecera,2.0
613854,Hombre,70,Pensionado,Bogotá,Cabecera,2.0
613854,Mujer,62,Oficios del hogar,Bogotá,Cabecera,2.0
613855,Hombre,19,Estudiando,Bogotá,Cabecera,4.0
613855,Hombre,25,Estudiando,Bogotá,Cabecera,4.0
613856,Hombre,27,Estudiando,Bogotá,Cabecera,3.0
613856,Hombre,26,Trabajando,Bogotá,Cabecera,3.0
613856,Hombre,25,Trabajando,Bogotá,Cabecera,3.0
613857,Hombre,34,Trabajando,Bogotá,Cabecera,3.0
613857,Mujer,30,Trabajando,Bogotá,Cabecera,3.0
613858,Hombre,21,Trabajando,Bogotá,Cabecera,2.0
613858,Mujer,52,Oficios del hogar,Bogotá,Cabecera,2.0
613859,Hombre,56,Trabajando,Bogotá,Cabecera,3.0
613859,Mujer,32,Buscando trabajo,Bogotá,Cabecera,3.0
613860,Hombre,28,Trabajando,Bogotá,Cabecera,3.0
613860,Hombre,18,Estudiando,Bogotá,Cabecera,3.0
613860,Mujer,22,Trabajando,Bogotá,Cabecera,3.0
613860,Mujer,5,,Bogotá,Cabecera,3.0
613860,Hombre,0,,Bogotá,Cabecera,3.0
613860,Hombre,35,Trabajando,Bogotá,Cabecera,3.0
613861,Mujer,63,Pensionado,Bogotá,Cabecera,2.0
613861,Mujer,22,Trabajando,Bogotá,Cabecera,2.0
613862,Mujer,39,Trabajando,Bogotá,Cabecera,2.0
613862,Hombre,18,Trabajando,Bogotá,Cabecera,2.0
613863,Hombre,46,Trabajando,Bogotá,Cabecera,2.0
613863,Mujer,44,Oficios del hogar,Bogotá,Cabecera,2.0
613863,Hombre,22,Estudiando,Bogotá,Cabecera,2.0
613863,Mujer,13,,Bogotá,Cabecera,2.0
613864,Mujer,37,Trabajando,Bogotá,Cabecera,2.0
613864,Mujer,16,Estudiando,Bogotá,Cabecera,2.0
613864,Mujer,14,,Bogotá,Cabecera,2.0
613864,Hombre,3,,Bogotá,Cabecera,2.0
613864,Hombre,36,Trabajando,Bogotá,Cabecera,2.0
613865,Hombre,35,Trabajando,Bogotá,Cabecera,2.0
613865,Mujer,32,Trabajando,Bogotá,Cabecera,2.0
613866,Hombre,25,Trabajando,Bogotá,Cabecera,2.0
613866,Mujer,23,Estudiando,Bogotá,Cabecera,2.0
613869,Mujer,59,Trabajando,Bogotá,Cabecera,2.0
613869,Mujer,17,Estudiando,Bogotá,Cabecera,2.0
613870,Mujer,45,Trabajando,Bogotá,Cabecera,2.0
613870,Mujer,12,,Bogotá,Cabecera,2.0
613870,Hombre,3,,Bogotá,Cabecera,2.0
613870,Mujer,62,Trabajando,Bogotá,Cabecera,2.0
613871,Mujer,21,Trabajando,Bogotá,Cabecera,2.0
613871,Hombre,27,Trabajando,Bogotá,Cabecera,2.0
613872,Mujer,48,Trabajando,Bogotá,Cabecera,2.0
613872,Mujer,18,Trabajando,Bogotá,Cabecera,2.0
613875,Mujer,30,Oficios del hogar,Bogotá,Cabecera,3.0
613875,Hombre,55,Trabajando,Bogotá,Cabecera,3.0
613875,Hombre,1,,Bogotá,Cabecera,3.0
613876,Mujer,51,Trabajando,Bogotá,Cabecera,2.0
613877,Mujer,27,Trabajando,Bogotá,Cabecera,3.0
613877,Mujer,61,Oficios del hogar,Bogotá,Cabecera,3.0
613878,Hombre,36,Trabajando,Bogotá,Cabecera,2.0
613878,Mujer,40,Oficios del hogar,Bogotá,Cabecera,2.0
613878,Hombre,18,Trabajando,Bogotá,Cabecera,2.0
613878,Mujer,13,,Bogotá,Cabecera,2.0
613879,Mujer,50,Buscando trabajo,Bogotá,Cabecera,2.0
613879,Mujer,13,,Bogotá,Cabecera,2.0
613880,Hombre,49,Trabajando,Bogotá,Cabecera,2.0
613880,Mujer,46,Trabajando,Bogotá,Cabecera,2.0
613880,Hombre,19,Estudiando,Bogotá,Cabecera,2.0
613880,Mujer,9,,Bogotá,Cabecera,2.0
613881,Mujer,43,Trabajando,Bogotá,Cabecera,2.0
613881,Hombre,25,Trabajando,Bogotá,Cabecera,2.0
613882,Hombre,48,Oficios del hogar,Bogotá,Cabecera,2.0
613882,Hombre,50,Trabajando,Bogotá,Cabecera,2.0
613882,Mujer,17,Estudiando,Bogotá,Cabecera,2.0
613883,Hombre,57,Trabajando,Bogotá,Cabecera,3.0
613883,Mujer,52,Oficios del hogar,Bogotá,Cabecera,3.0
613883,Mujer,27,Trabajando,Bogotá,Cabecera,3.0
613883,Hombre,21,Estudiando,Bogotá,Cabecera,3.0
613884,Mujer,54,Trabajando,Bogotá,Cabecera,3.0
613884,Mujer,44,Trabajando,Bogotá,Cabecera,3.0
613884,Hombre,39,Trabajando,Bogotá,Cabecera,3.0
613885,Mujer,55,Trabajando,Bogotá,Cabecera,3.0
613885,Hombre,35,Trabajando,Bogotá,Cabecera,3.0
613886,Hombre,35,Trabajando,Bogotá,Cabecera,2.0
613886,Mujer,31,Oficios del hogar,Bogotá,Cabecera,2.0
613886,Hombre,3,,Bogotá,Cabecera,2.0
613887,Mujer,52,Trabajando,Bogotá,Cabecera,2.0
613887,Hombre,50,Buscando trabajo,Bogotá,Cabecera,2.0
613887,Mujer,22,Estudiando,Bogotá,Cabecera,2.0
613888,Hombre,60,Trabajando,Bogotá,Cabecera,2.0
613888,Mujer,74,Trabajando,Bogotá,Cabecera,2.0
613888,Mujer,21,Trabajando,Bogotá,Cabecera,2.0
613889,Hombre,40,Otra actividad,Bogotá,Cabecera,3.0
613889,Mujer,39,Otra actividad,Bogotá,Cabecera,3.0
613889,Mujer,7,,Bogotá,Cabecera,3.0
613889,Hombre,1,,Bogotá,Cabecera,3.0
613890,Hombre,30,Trabajando,Bogotá,Cabecera,2.0
613890,Hombre,51,Buscando trabajo,Bogotá,Cabecera,2.0
613890,Mujer,28,Buscando trabajo,Bogotá,Cabecera,2.0
613890,Mujer,7,,Bogotá,Cabecera,2.0
613890,Mujer,4,,Bogotá,Cabecera,2.0
613891,Mujer,80,Oficios del hogar,Bogotá,Cabecera,3.0
613892,Mujer,65,Pensionado,Bogotá,Cabecera,2.0
613893,Mujer,52,Trabajando,Bogotá,Cabecera,3.0
613893,Mujer,32,Trabajando,Bogotá,Cabecera,3.0
613893,Mujer,24,Trabajando,Bogotá,Cabecera,3.0
613894,Mujer,39,Trabajando,Bogotá,Cabecera,2.0
613894,Mujer,20,Trabajando,Bogotá,Cabecera,2.0
613894,Mujer,14,,Bogotá,Cabecera,2.0
613895,Mujer,40,Trabajando,Bogotá,Cabecera,2.0
613895,Hombre,49,Trabajando,Bogotá,Cabecera,2.0
613895,Hombre,12,,Bogotá,Cabecera,2.0
613895,Hombre,26,Buscando trabajo,Bogotá,Cabecera,2.0
613896,Mujer,67,Oficios del hogar,Bogotá,Cabecera,3.0
613896,Hombre,78,Pensionado,Bogotá,Cabecera,3.0
613897,Mujer,43,Oficios del hogar,Bogotá,Cabecera,2.0
613897,Hombre,24,Trabajando,Bogotá,Cabecera,2.0
613897,Hombre,19,Trabajando,Bogotá,Cabecera,2.0
613897,Hombre,13,,Bogotá,Cabecera,2.0
613898,Hombre,27,Trabajando,Bogotá,Cabecera,2.0
613898,Mujer,23,Trabajando,Bogotá,Cabecera,2.0
613898,Hombre,4,,Bogotá,Cabecera,2.0
613898,Hombre,21,Trabajando,Bogotá,Cabecera,2.0
613899,Hombre,29,Trabajando,Bogotá,Cabecera,2.0
613899,Mujer,22,Oficios del hogar,Bogotá,Cabecera,2.0
613899,Hombre,9,,Bogotá,Cabecera,2.0
613899,Mujer,2,,Bogotá,Cabecera,2.0
613899,Mujer,29,Oficios del hogar,Bogotá,Cabecera,2.0
613899,Hombre,23,Trabajando,Bogotá,Cabecera,2.0
614158,Mujer,66,Trabajando,Cali,Cabecera,2.0
614159,Hombre,54,Trabajando,Cali,Cabecera,2.0
614159,Mujer,55,Oficios del hogar,Cali,Cabecera,2.0
614159,Mujer,23,Estudiando,Cali,Cabecera,2.0
614159,Hombre,21,Estudiando,Cali,Cabecera,2.0
614160,Hombre,67,Trabajando,Cali,Cabecera,2.0
614161,Hombre,61,Trabajando,Cali,Cabecera,2.0
614162,Mujer,62,Pensionado,Cali,Cabecera,2.0
614162,Hombre,23,Estudiando,Cali,Cabecera,2.0
614163,Mujer,48,Trabajando,Cali,Cabecera,2.0
614163,Hombre,17,Estudiando,Cali,Cabecera,2.0
614163,Hombre,14,,Cali,Cabecera,2.0
614163,Mujer,12,,Cali,Cabecera,2.0
