Sexo,Edad,Ocupacion,DIRECTORIO_new,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia,Victima_hurto_residencial_2022,Hurto_objeto_personal_2022,Victima_delito_cibernetico_2022,Implicado_violencia_fisica_2022,Victima_fraude_2022,Victima_amenazas_2022,Victima_acoso_laboral_2022,Victima_acoso_escolar_2022,Victima_secuestro_2022,Victima_invasiones_domiciliarias_2022,Victima_desplazamiento_2022,Victima_acoso_callejero_2022,Victima_acoso_sexual_2022,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral,Ciudad,Clase,Estrato,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
Hombre,43,Trabajando,608000111,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,4,5,Cali,Cabecera,3.0,no,no,no,no,si,no,no,no,no,no,no,si
Hombre,60,Trabajando,608001111,Mucho,Mucho,Nada,Mucho,Poco,Nada,Mucho,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,si,si,si,no,no,no,no,no,no,no
Mujer,63,Trabajando,608002111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,inseguro,no frecuenta parques,seguro,seguro,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,3,Cali,Cabecera,2.0,si,no,no,no,no,no,no,no,si,si,no,si
Mujer,59,Oficios del hogar,608003111,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,desempleo,no sabe,aumento,no sabe,aumento,aumento,disminuyo,no sabe,aumento,disminuyo,no sabe,5,5,2,Cali,Cabecera,3.0,no,no,no,no,si,no,no,no,no,no,no,si
Hombre,31,Trabajando,608004111,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,si,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5,Cali,Cabecera,3.0,no,no,no,si,si,no,no,no,no,no,no,si
Hombre,46,Trabajando,608005111,Poco,Poco,Nada,Poco,Poco,Mucho,Poco,Mucho,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,seguro,seguro,seguro,seguro,seguro,falta de educacion,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,no,no,no,no,no,no,si,no,si
Hombre,50,Trabajando,608006111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,seguro,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,3,Cali,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,si
Mujer,28,Oficios del hogar,608007111,Mucho,Poco,Nada,Mucho,Poco,Nada,Mucho,Mucho,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,si,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,seguro,desempleo,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,4,9,Cali,Cabecera,2.0,no,no,no,si,si,no,no,no,no,si,no,si
Hombre,42,Trabajando,608008111,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,seguro,seguro,seguro,seguro,seguro,falta de educacion,aumento,disminuyo,aumento,aumento,disminuyo,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,no,no,no,no,no,si,si,no,si
Hombre,60,Trabajando,608009111,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,disminuyo,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,32,Trabajando,608010111,Poco,Poco,Nada,Mucho,Poco,Nada,Poco,Poco,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,seguro,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,5,5,Cali,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,si
Hombre,55,Trabajando,608011111,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Poco,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,falta de educacion,disminuyo,no sabe,aumento,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,si
Mujer,51,Oficios del hogar,608012111,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,63,Trabajando,608013111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,inseguro,inseguro,seguro,seguro,desempleo,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,3,3,Cali,Cabecera,2.0,no,no,si,si,no,no,no,no,no,si,no,si
Hombre,19,Trabajando,608014111,Poco,Poco,Nada,Poco,Poco,Mucho,Poco,Poco,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,desempleo,disminuyo,disminuyo,aumento,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,4,5,Cali,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,si
Mujer,33,Trabajando,608015111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,desempleo,disminuyo,no sabe,aumento,aumento,aumento,aumento,disminuyo,aumento,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,no,no,no,no,no,no,si,no,no
Mujer,30,Oficios del hogar,608016111,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,inseguro,seguro,seguro,no toma transporte publico,inseguro,falta de educacion,aumento,no sabe,no sabe,disminuyo,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,4,Cali,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,si
Hombre,21,Trabajando,608017111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,30,Trabajando,608018111,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,falta de educacion,aumento,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,no
Hombre,28,Trabajando,608019111,Poco,Mucho,Poco,Mucho,Poco,Nada,Mucho,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,seguro,desempleo,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Cali,Cabecera,2.0,no,no,no,no,si,no,no,no,no,no,no,si
Mujer,21,Trabajando,608020111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,siguio igual,no,seguro,seguro,seguro,seguro,seguro,desempleo,aumento,no sabe,disminuyo,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,4,Cali,Cabecera,2.0,si,no,si,si,si,si,si,no,si,si,no,si
Mujer,50,Pensionado,608021111,Poco,Nada,Nada,Nada,Nada,Mucho,Nada,Nada,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,seguro,desempleo,disminuyo,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,3,1,2,Cali,Cabecera,2.0,si,no,si,si,si,no,no,no,no,no,no,si
Hombre,42,Trabajando,608022111,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,seguro,seguro,seguro,seguro,seguro,falta de educacion,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,3,3,3,Cali,Cabecera,2.0,no,no,no,si,si,si,no,no,no,si,no,si
Hombre,52,Trabajando,608804111,Poco,Poco,Mucho,Poco,Poco,Mucho,Poco,Poco,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,4,Medellín,Cabecera,3.0,no,si,no,si,si,no,no,si,si,no,no,no
Hombre,29,Trabajando,608805111,Nada,Poco,Poco,Poco,Nada,Poco,Nada,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,4,Medellín,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,no
Hombre,42,Trabajando,608806111,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Mucho,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,no,inseguro,seguro,inseguro,inseguro,seguro,desempleo,disminuyo,aumento,aumento,disminuyo,disminuyo,aumento,disminuyo,aumento,aumento,disminuyo,4,3,3,Medellín,Cabecera,2.0,no,no,no,si,si,si,no,no,si,si,no,si
Hombre,32,Trabajando,608807111,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,si,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,aumento,disminuyo,aumento,aumento,aumento,aumento,disminuyo,aumento,disminuyo,disminuyo,4,3,3,Medellín,Cabecera,2.0,no,no,no,si,si,no,no,no,si,si,no,si
Mujer,53,Oficios del hogar,608808111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,inseguro,seguro,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,3,3,Medellín,Cabecera,3.0,si,no,si,si,si,no,no,no,no,no,no,si
Mujer,40,Trabajando,608809111,Nada,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,no frecuenta parques,inseguro,inseguro,inseguro,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5,Medellín,Cabecera,1.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,70,Pensionado,608811111,Poco,Mucho,Poco,Nada,Nada,Poco,Poco,Poco,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,no,inseguro,seguro,seguro,seguro,seguro,falta de vigilacia policial,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,3,3,Medellín,Cabecera,3.0,no,no,no,si,si,no,no,no,no,si,no,si
Hombre,40,Trabajando,608812111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,aumento,aumento,aumento,4,1,3,Medellín,Cabecera,3.0,si,no,no,si,si,si,no,si,no,si,no,si
Mujer,27,Trabajando,608813111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,4,4,Medellín,Cabecera,3.0,no,no,no,no,no,no,no,no,no,no,no,si
Hombre,22,Estudiando,608814111,Nada,Poco,Poco,Nada,Poco,Poco,Nada,Nada,3,3,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,si,inseguro,seguro,inseguro,seguro,seguro,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,1,Medellín,Cabecera,3.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,32,Trabajando,608815111,Mucho,Poco,Mucho,Poco,Poco,Nada,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,inseguro,seguro,inseguro,seguro,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,no sabe,no sabe,no sabe,5,4,4,Medellín,Cabecera,3.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,54,Trabajando,608816111,Nada,Nada,Nada,Nada,Nada,Poco,Poco,Poco,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,seguro,no frecuenta parques,inseguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,4,4,Medellín,Cabecera,1.0,no,no,no,no,si,no,no,no,no,no,no,no
Hombre,78,Pensionado,608817111,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,inseguro,seguro,inseguro,inseguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,9,Medellín,Cabecera,3.0,si,no,no,si,si,si,no,no,si,si,no,si
Mujer,31,Trabajando,608818111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,inseguro,inseguro,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,aumento,5,3,4,Medellín,Cabecera,3.0,no,no,si,si,si,si,no,no,no,no,no,si
Hombre,55,Trabajando,608819111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,4,Medellín,Cabecera,3.0,no,no,no,si,si,si,no,no,no,no,no,si
Mujer,36,Trabajando,608820111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,siguio igual,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,aumento,4,4,4,Medellín,Cabecera,3.0,no,no,no,si,si,no,no,no,si,si,no,si
Mujer,76,Oficios del hogar,608821111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4,Medellín,Cabecera,3.0,no,no,no,si,no,no,no,no,no,no,no,si
Hombre,47,Trabajando,608822111,Nada,Poco,Nada,Nada,Nada,Poco,Poco,Nada,2,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,no frecuenta parques,seguro,seguro,no frecuenta puentes y peatonales,ley poco dura contra delincuentes,aumento,no sabe,aumento,aumento,no sabe,aumento,aumento,no sabe,aumento,no sabe,3,2,5,Medellín,Cabecera,1.0,si,no,no,si,si,no,no,no,no,si,no,no
Mujer,67,Ocio,608823111,Mucho,Poco,Nada,Nada,Nada,Poco,Poco,Poco,2,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,aumento,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,el consumo de drogas,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,1,3,Medellín,Cabecera,3.0,no,no,no,si,si,no,no,no,si,si,no,si
Hombre,42,Trabajando,608824111,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,seguro,inseguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,4,5,5,Medellín,Cabecera,3.0,si,no,no,si,si,si,no,si,no,no,no,si
Hombre,53,Trabajando,608825111,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,inseguro,el consumo de drogas,no sabe,no sabe,no sabe,aumento,aumento,aumento,disminuyo,aumento,no sabe,no sabe,5,4,2,Medellín,Cabecera,3.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,63,Oficios del hogar,608826111,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,1,5,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,falta de educacion,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,3,2,Medellín,Cabecera,2.0,no,no,no,si,si,no,no,no,si,si,no,si
Mujer,58,Oficios del hogar,608827111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,inseguro,inseguro,aumento,si,seguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,3,1,9,Medellín,Cabecera,3.0,si,si,si,si,si,si,no,no,si,si,no,si
Hombre,34,Trabajando,608828111,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,si,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,aumento,4,4,4,Medellín,Cabecera,3.0,si,si,no,si,si,no,no,no,si,si,no,si
Mujer,77,Oficios del hogar,608829111,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,no frecuenta parques,inseguro,inseguro,inseguro,desempleo,no sabe,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,2,2,Medellín,Cabecera,3.0,no,no,no,no,no,no,no,no,no,no,no,si
Hombre,93,Pensionado,608830111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,falta de educacion,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,9,Medellín,Cabecera,3.0,si,si,si,si,si,no,no,no,si,si,no,si
Hombre,72,Pensionado,608831111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,aumento,5,4,4,Medellín,Cabecera,3.0,no,no,no,si,si,no,no,no,no,no,no,si
Hombre,38,Trabajando,608832111,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,inseguro,falta de vigilacia policial,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,5,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,60,Trabajando,608833111,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,5,3,5,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,21,Trabajando,608834111,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,seguro,seguro,aumento,si,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,4,5,Medellín,Cabecera,3.0,no,no,no,si,si,no,no,si,no,no,no,no
Mujer,34,Trabajando,608835111,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4,Medellín,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,si
Mujer,46,Trabajando,608836111,Nada,Poco,Nada,Poco,Poco,Nada,Nada,Nada,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,seguro,seguro,seguro,seguro,seguro,ley poco dura contra delincuentes,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,5,5,Medellín,Cabecera,2.0,si,no,si,si,si,si,no,no,si,si,no,si
Hombre,70,Pensionado,608837111,Nada,Poco,Mucho,Poco,Poco,Mucho,Poco,Mucho,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,3,3,Medellín,Cabecera,3.0,si,no,no,si,si,si,no,no,si,si,no,si
Mujer,62,Oficios del hogar,608838111,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,Mucho,3,3,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,desempleo,disminuyo,aumento,aumento,aumento,disminuyo,aumento,disminuyo,aumento,disminuyo,disminuyo,4,2,9,Medellín,Cabecera,3.0,no,no,no,si,si,no,no,no,si,si,no,si
Hombre,62,Buscando trabajo,608839111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,seguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,aumento,4,3,1,Medellín,Cabecera,3.0,si,si,si,si,si,no,no,no,si,si,no,si
