DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia
600076,237,1,1,1,112.44790355,Poco,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600076,237,2,1,2,112.44790355,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
600076,237,3,1,3,112.44790355,Nada,Nada,Poco,Poco,Poco,Poco,Poco,Mucho,2,2,0
600077,237,1,1,1,46.643551747,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600078,237,1,1,1,52.874004176,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600078,237,2,1,2,52.874004176,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Nada,2,3,0
600079,237,1,1,1,47.839540253,Poco,Nada,Poco,Poco,Nada,Poco,Nada,Nada,3,1,1
600080,237,1,1,1,39.087150018,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,1,0
600080,237,8,1,8,39.087150018,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,4,3,0
600081,237,1,1,1,88.246847413,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600082,237,1,1,1,45.221782186,Poco,Nada,Poco,Poco,Nada,Nada,Nada,Nada,2,3,0
600083,237,1,1,1,46.005322915,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
600083,237,2,1,2,46.005322915,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,2,0
600083,237,3,2,1,46.005322915,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,1
600083,237,5,3,1,46.005322915,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,1
600084,237,1,1,1,47.242924239,Poco,Poco,Nada,Nada,Nada,Mucho,Nada,Poco,2,2,0
600085,237,1,1,1,47.447742749,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Nada,4,4,0
600085,237,2,1,2,47.447742749,Mucho,Poco,Nada,Poco,Poco,Nada,Mucho,Mucho,4,4,0
600085,237,3,1,3,47.447742749,Poco,Poco,Nada,Nada,Mucho,Nada,Mucho,Mucho,4,4,0
600086,237,1,1,1,115.80949826,Nada,Nada,Nada,Nada,Poco,Poco,Poco,Poco,2,2,0
600086,237,2,1,2,115.80949826,Poco,Nada,Nada,Poco,Nada,Poco,Poco,Poco,2,1,0
600086,237,3,1,3,115.80949826,Mucho,Poco,Nada,Nada,Poco,Poco,Poco,Poco,2,3,0
600086,237,4,1,4,115.80949826,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
600086,237,5,1,5,115.80949826,Poco,Nada,Nada,Poco,Poco,Poco,Poco,Poco,2,2,0
600087,237,1,1,1,50.743027933,Poco,Nada,Nada,Nada,Nada,Mucho,Nada,Nada,1,1,0
600088,237,1,1,1,65.775486993,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Nada,1,2,0
600088,237,2,1,2,65.775486993,Mucho,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,5,0
600088,237,5,1,5,65.775486993,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,4,0
600089,237,1,1,1,108.12077742,Poco,Poco,Nada,Poco,Nada,Nada,Poco,Nada,3,1,0
600090,237,1,1,1,101.06956974,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Nada,1,1,0
600090,237,2,1,2,101.06956974,Nada,Nada,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600091,237,1,1,1,101.6652386,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600091,237,2,1,2,101.6652386,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,2,0
600092,237,1,1,1,56.198385694,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,1
600092,237,3,1,3,56.198385694,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
600093,237,1,1,1,83.002095827,Poco,Nada,Nada,Nada,Poco,Poco,Nada,Nada,3,1,0
600093,237,2,1,2,83.002095827,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,1,0
600094,237,1,1,1,75.179988157,Poco,Nada,Poco,Poco,Nada,Poco,Poco,Nada,3,3,0
600094,237,2,1,2,75.179988157,Poco,Poco,Nada,Poco,Nada,Poco,Nada,Nada,3,1,0
600094,237,3,1,3,75.179988157,Mucho,Nada,Poco,Poco,Nada,Nada,Poco,Nada,4,1,0
600094,237,4,1,4,75.179988157,Poco,Mucho,Nada,Nada,Nada,Poco,Poco,Poco,2,2,0
600094,237,5,1,5,75.179988157,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,4,4,0
600094,237,6,1,6,75.179988157,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600095,237,1,1,1,100.24029958,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600095,237,2,1,2,100.24029958,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
600096,237,1,1,1,137.31803266,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,2,0
600097,237,1,1,1,57.112354791,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600097,237,2,1,2,57.112354791,Poco,Poco,Nada,Poco,Poco,Nada,Nada,Poco,3,2,0
600098,237,1,1,1,128.87376218,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
600098,237,2,1,2,128.87376218,Poco,Nada,Nada,Nada,Poco,Nada,Nada,Nada,3,4,0
600098,237,3,1,3,128.87376218,Poco,Nada,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
600099,237,1,1,1,116.60887937,Mucho,Nada,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
600100,237,1,1,1,45.240198486,Poco,Poco,Nada,Poco,Nada,Poco,Poco,Nada,3,3,0
600100,237,2,1,2,45.240198486,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,5,0
600101,237,2,1,2,122.39712499,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
600101,237,1,1,1,122.39712499,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600102,237,1,1,1,98.462637175,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600102,237,2,1,2,98.462637175,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600103,237,1,1,1,118.88601126,Poco,Poco,Poco,Nada,Poco,Nada,Nada,Nada,4,3,0
600103,237,3,1,3,118.88601126,Poco,Poco,Nada,Nada,Poco,Nada,Nada,Nada,4,4,0
600103,237,4,1,4,118.88601126,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
600104,237,1,1,1,139.01242811,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
600105,237,1,1,1,60.65345016,Poco,Nada,Nada,Poco,Nada,Poco,Poco,Nada,3,4,0
600105,237,2,1,2,60.65345016,Nada,Nada,Nada,Poco,Poco,Poco,Poco,Poco,3,2,0
600106,237,1,1,1,54.417477038,Mucho,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,4,4,0
600107,237,5,1,5,98.944813474,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Nada,3,3,0
600107,237,1,1,1,98.944813474,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,4,4,0
600107,237,2,1,2,98.944813474,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,5,4,0
600107,237,3,1,3,98.944813474,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600108,237,1,1,1,111.27011363,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600108,237,2,1,2,111.27011363,Mucho,Poco,Poco,Nada,Nada,Mucho,Poco,Poco,3,4,0
600109,237,1,1,1,96.275317714,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,Nada,5,5,0
600109,237,2,1,2,96.275317714,Mucho,Mucho,Mucho,Mucho,Nada,Mucho,Mucho,Nada,5,5,0
600110,237,1,1,1,106.17368775,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
600110,237,2,1,2,106.17368775,Poco,Nada,Poco,Nada,Poco,Poco,Nada,Nada,3,4,0
600110,237,3,1,3,106.17368775,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600111,237,1,1,1,138.5118013,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,2,4,0
600112,237,1,1,1,51.439777236,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,1,0
600113,237,1,1,1,135.09782175,Mucho,Poco,Poco,Mucho,Mucho,Poco,Poco,Poco,3,3,0
600113,237,2,1,2,135.09782175,Mucho,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,0
600113,237,3,1,3,135.09782175,Mucho,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,0
600113,237,4,1,4,135.09782175,Mucho,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,0
600113,237,5,1,5,135.09782175,Mucho,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,0
600114,237,1,1,1,69.030462744,Mucho,Mucho,Nada,Poco,Nada,Nada,Poco,Nada,3,4,0
600114,237,2,1,2,69.030462744,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600114,237,3,1,3,69.030462744,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Poco,3,3,0
600115,237,1,1,1,83.249929557,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,1,0
600115,237,2,1,2,83.249929557,Poco,Mucho,Nada,Nada,Poco,Mucho,Poco,Poco,4,3,1
600116,237,1,1,1,62.554208091,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
600116,237,2,1,2,62.554208091,Poco,Mucho,Poco,Nada,Poco,Nada,Poco,Poco,3,3,0
600117,237,1,1,1,96.722059721,Poco,Nada,Mucho,Nada,Nada,Nada,Nada,Mucho,2,2,0
600117,237,2,1,2,96.722059721,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,3,0
600118,237,1,1,1,118.61118702,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600118,237,2,1,2,118.61118702,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
600119,237,1,1,1,56.537638481,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
600120,237,1,1,1,91.741760388,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Poco,4,3,0
600120,237,2,1,2,91.741760388,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
600121,237,1,1,1,67.157236993,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,5,0
600122,237,1,1,1,44.464942518,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
600122,237,2,1,2,44.464942518,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600122,237,3,1,3,44.464942518,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
600122,237,4,1,4,44.464942518,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
600123,237,1,1,1,112.81047312,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
600123,237,2,1,2,112.81047312,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600124,237,1,1,1,96.646152388,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,4,4,0
600124,237,2,1,2,96.646152388,Poco,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,4,4,0
600125,237,1,1,1,110.61063676,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,5,0
600125,237,2,1,2,110.61063676,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,4,4,0
600125,237,3,1,3,110.61063676,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,5,5,0
600126,237,1,1,1,120.3559081,Mucho,Mucho,Poco,Mucho,Mucho,Poco,Mucho,Mucho,3,4,0
600127,237,1,1,1,117.28914017,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600127,237,2,1,2,117.28914017,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600128,237,1,1,1,52.446657883,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,2,0
600128,237,2,1,2,52.446657883,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
600129,237,1,1,1,67.399965143,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Mucho,3,3,0
600130,237,1,1,1,56.537638481,Poco,Poco,Nada,Poco,Poco,Nada,Nada,Nada,3,4,0
600131,237,1,1,1,117.28914017,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,5,0
600131,237,2,1,2,117.28914017,Mucho,Mucho,Mucho,Mucho,Mucho,Nada,Poco,Poco,4,4,0
600132,237,3,1,3,85.851940186,Poco,Poco,Mucho,Poco,Poco,Nada,Poco,Poco,3,1,0
600132,237,1,1,1,85.851940186,Mucho,Mucho,Poco,Nada,Nada,Nada,Poco,Nada,5,5,0
600133,237,1,1,1,92.674952072,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600134,237,1,1,1,67.791981129,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,4,0
600134,237,2,1,2,67.791981129,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
600135,237,1,1,1,81.448218166,Mucho,Poco,Poco,Nada,Nada,Poco,Mucho,Poco,3,3,0
600135,237,2,1,2,81.448218166,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600135,237,3,1,3,81.448218166,Mucho,Mucho,Mucho,Mucho,Nada,Poco,Poco,Poco,4,4,0
600136,237,1,1,1,54.529544196,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,5,0
600137,237,1,1,1,72.633638843,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,2,1,1
600137,237,2,1,2,72.633638843,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
600137,237,3,1,3,72.633638843,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600138,237,1,1,1,53.327490991,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,1,0
600139,237,1,1,1,104.58910256,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Mucho,3,3,0
600139,237,2,1,2,104.58910256,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,2,0
600139,237,3,1,3,104.58910256,Mucho,Mucho,Mucho,Mucho,Mucho,Nada,Nada,Mucho,4,4,0
600140,237,1,1,1,92.674952072,Poco,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,4,3,0
600141,237,1,1,1,58.094422059,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Poco,3,3,0
600141,237,2,1,2,58.094422059,Poco,Nada,Nada,Poco,Nada,Poco,Poco,Poco,3,3,0
600142,237,1,1,1,80.468486364,Poco,Mucho,Poco,Poco,Poco,Nada,Nada,Nada,3,3,0
600142,237,2,1,2,80.468486364,Poco,Mucho,Poco,Poco,Poco,Nada,Poco,Poco,4,2,0
600143,237,1,1,1,73.166355682,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600144,237,1,1,1,89.170585458,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600144,237,2,1,2,89.170585458,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600144,237,3,1,3,89.170585458,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600145,237,1,1,1,85.238031567,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
600146,237,1,1,1,99.283676423,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600146,237,2,1,2,99.283676423,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,3,3,0
600146,237,3,1,3,99.283676423,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,3,3,0
600147,237,2,1,2,98.618237217,Poco,Poco,Nada,Poco,Nada,Poco,Poco,Nada,3,3,0
600147,237,3,1,3,98.618237217,Mucho,Poco,Poco,Poco,Nada,Nada,Poco,Nada,3,3,0
600147,237,4,1,4,98.618237217,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
600147,237,1,1,1,98.618237217,Poco,Poco,Nada,Poco,Nada,Nada,Poco,Nada,2,3,0
600148,237,1,1,1,53.738826322,Poco,Mucho,Poco,Mucho,Poco,Mucho,Mucho,Mucho,4,5,0
600149,237,1,1,1,91.93757117,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,2,2,1
600149,237,2,1,2,91.93757117,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,1
600149,237,3,1,3,91.93757117,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
600149,237,4,1,4,91.93757117,Poco,Poco,Nada,Poco,Poco,Nada,Nada,Poco,2,2,0
600149,237,5,1,5,91.93757117,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,2,2,0
600150,237,1,1,1,71.822371857,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600151,237,1,1,1,79.395725654,Nada,Poco,Nada,Poco,Nada,Nada,Nada,Nada,1,1,0
600151,237,2,1,2,79.395725654,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600152,237,1,1,1,75.321307686,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
600152,237,2,1,2,75.321307686,Poco,Nada,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
600153,237,1,1,1,73.995396278,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,2,1,1
600153,237,2,1,2,73.995396278,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,1,1
600154,237,1,1,1,76.798196072,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Poco,4,5,1
600154,237,2,1,2,76.798196072,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,2,2,0
600155,237,1,1,1,139.01242811,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
600156,237,1,1,1,75.892714131,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,4,4,0
600156,237,2,1,2,75.892714131,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600157,237,1,1,1,81.86497614,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600157,237,2,1,2,81.86497614,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600158,237,1,1,1,116.60887937,Poco,Mucho,Poco,Mucho,Poco,Poco,Mucho,Poco,3,3,0
600159,237,1,1,1,121.43155653,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,3,1
600159,237,2,1,2,121.43155653,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600159,237,3,1,3,121.43155653,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600160,237,1,1,1,132.39149891,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Nada,2,2,1
600161,237,1,1,1,51.884254868,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600161,237,2,1,2,51.884254868,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600161,237,3,2,1,51.884254868,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600161,237,4,2,2,51.884254868,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600162,237,1,1,1,82.947940882,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
600163,237,1,1,1,74.45491226,Poco,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600163,237,2,1,2,74.45491226,Poco,Poco,Nada,Nada,Poco,Poco,Poco,Nada,2,2,0
600164,237,1,1,1,130.47230572,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
600164,237,2,1,2,130.47230572,Mucho,Poco,Poco,Nada,Poco,Poco,Poco,Poco,3,3,0
600165,237,1,1,1,60.765517317,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600165,237,2,1,2,60.765517317,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
600166,237,1,1,1,86.554832057,Poco,Nada,Mucho,Nada,Mucho,Mucho,Mucho,Mucho,3,1,0
600167,237,1,1,1,64.758764243,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,1
600168,237,1,1,1,53.645657576,Nada,Poco,Nada,Poco,Nada,Nada,Poco,Poco,3,3,0
600168,237,2,1,2,53.645657576,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600169,237,1,1,1,79.908391816,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600169,237,2,1,2,79.908391816,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Poco,2,2,0
600169,237,3,1,3,79.908391816,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
600170,237,1,1,1,65.356224816,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
600170,237,2,1,2,65.356224816,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600171,237,1,1,1,69.255900649,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Poco,3,3,0
600172,237,1,1,1,76.951000721,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,2,2,0
600173,237,1,1,1,71.676696771,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,3,3,0
600173,237,2,1,2,71.676696771,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,2,0
600174,237,1,1,1,60.715778265,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600174,237,2,1,2,60.715778265,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,2,3,0
600174,237,3,1,3,60.715778265,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600175,237,1,1,1,61.682065573,Poco,Mucho,Nada,Poco,Nada,Mucho,Nada,Nada,3,3,1
600175,237,2,1,2,61.682065573,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,1,0
600175,237,3,1,3,61.682065573,Poco,Poco,Nada,Poco,Nada,Mucho,Poco,Poco,4,4,0
600176,237,1,1,1,63.277795921,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600176,237,3,1,3,63.277795921,Poco,Mucho,Nada,Poco,Nada,Mucho,Poco,Poco,3,3,0
600176,237,4,1,4,63.277795921,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,3,4,0
600177,237,1,1,1,76.951000721,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,2,4,0
600178,237,1,1,1,76.290216559,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
600178,237,2,1,2,76.290216559,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
600178,237,3,1,3,76.290216559,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600179,237,1,1,1,74.891320069,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,5,0
600179,237,2,1,2,74.891320069,Poco,Mucho,Poco,Mucho,Poco,Mucho,Poco,Poco,4,4,0
600179,237,5,1,5,74.891320069,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
600180,237,2,1,2,60.038198324,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,3,2,0
600180,237,1,1,1,60.038198324,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
600181,237,1,1,1,58.304439684,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Nada,3,3,0
600182,237,1,1,1,75.354223164,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Poco,3,3,0
600182,237,2,1,2,75.354223164,Nada,Poco,Nada,Poco,Nada,Nada,Nada,Nada,2,1,0
600182,237,3,1,3,75.354223164,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
600182,237,4,1,4,75.354223164,Poco,Poco,Poco,Poco,Poco,Mucho,Nada,Nada,5,3,0
600183,237,1,1,1,73.16751297,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
600183,237,2,1,2,73.16751297,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600183,237,4,1,4,73.16751297,Poco,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,4,3,0
600184,237,1,1,1,61.338845771,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,3,3,0
600184,237,2,1,2,61.338845771,Mucho,Poco,Nada,Poco,Nada,Poco,Poco,Poco,3,4,0
600185,237,1,1,1,50.413257275,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600185,237,2,1,2,50.413257275,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600186,237,1,1,1,45.230110785,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600187,237,1,1,1,69.713306471,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
600187,237,2,1,2,69.713306471,Poco,Nada,Nada,Poco,Nada,Nada,Poco,Poco,4,3,0
600188,237,1,1,1,73.317034213,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,2,2,0
600189,237,1,1,1,71.439687909,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
600189,237,2,1,2,71.439687909,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
600189,237,4,1,4,71.439687909,Mucho,Mucho,Mucho,Nada,Poco,Mucho,Poco,Poco,4,4,0
600190,237,1,1,1,73.317034213,Mucho,Mucho,Poco,Poco,Nada,Poco,Nada,Poco,3,5,0
600191,237,1,1,1,80.471965,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,4,0
600191,237,2,1,2,80.471965,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,4,0
600192,237,1,1,1,53.838527298,Poco,Nada,Poco,Nada,Nada,Nada,Poco,Nada,3,3,1
600193,237,1,1,1,63.804217533,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,1,0
600193,237,2,1,2,63.804217533,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
600194,237,1,1,1,63.75825531,Mucho,Poco,Poco,Poco,Poco,Nada,Poco,Nada,3,3,1
600195,237,1,1,1,54.630712181,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
