DIRECTORIO,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia
615449,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615450,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
615450,Mucho,Nada,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,0
615451,Poco,Poco,Nada,Nada,Nada,Poco,Nada,Nada,3,4,0
615451,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615451,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,4,3,0
615452,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
615452,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615452,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615453,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615454,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615455,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615455,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615455,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615456,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615456,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615457,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
615458,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615459,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615459,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615460,Poco,Mucho,Poco,Poco,Poco,Mucho,Nada,Poco,4,4,0
615460,Poco,Mucho,Poco,Poco,Nada,Mucho,Nada,Nada,3,3,0
615461,Poco,Poco,Poco,Poco,Poco,Mucho,Nada,Nada,3,3,0
615461,Poco,Poco,Poco,Nada,Nada,Mucho,Nada,Nada,3,4,0
615462,Mucho,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,3,4,0
615462,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615463,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,4,3,0
615463,Poco,Poco,Poco,Nada,Nada,Mucho,Nada,Nada,3,3,0
615464,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
615464,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615465,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
615465,Poco,Nada,Poco,Poco,Nada,Poco,Nada,Nada,3,3,0
615466,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615466,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
615467,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615467,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615468,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615468,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
615469,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615469,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615469,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,3,0
615470,Mucho,Poco,Poco,Poco,Poco,Mucho,Nada,Nada,4,4,0
615470,Poco,Mucho,Poco,Nada,Nada,Mucho,Poco,Nada,2,3,0
615471,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615471,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615472,Mucho,Poco,Poco,Poco,Nada,Mucho,Poco,Nada,4,4,0
615472,Mucho,Poco,Nada,Nada,Nada,Mucho,Poco,Nada,4,4,0
615473,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615474,Poco,Poco,Poco,Nada,Nada,Mucho,Poco,Nada,3,3,0
615474,Poco,Mucho,Poco,Poco,Nada,Mucho,Nada,Nada,4,3,0
615474,Mucho,Mucho,Poco,Poco,Poco,Mucho,Nada,Nada,3,4,0
615475,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
615475,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
615476,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615476,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615476,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615476,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615477,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615477,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615478,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,Poco,3,3,0
615478,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,4,4,0
615479,Poco,Poco,Poco,Poco,Nada,Mucho,Nada,Nada,2,2,0
615480,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615481,Mucho,Nada,Nada,Poco,Poco,Mucho,Poco,Poco,4,4,0
615482,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615482,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
615482,Mucho,Nada,Poco,Poco,Poco,Mucho,Poco,Poco,3,4,0
615483,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615483,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615483,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615483,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615484,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615484,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615484,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615485,Mucho,Mucho,Poco,Poco,Nada,Mucho,Poco,Poco,3,4,0
615485,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615485,Mucho,Poco,Poco,Poco,Nada,Poco,Nada,Nada,4,4,0
615486,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615486,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615486,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615486,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615487,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615487,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615487,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615488,Mucho,Poco,Poco,Nada,Nada,Mucho,Nada,Nada,4,4,0
615488,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Nada,4,4,0
615489,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
615489,Mucho,Mucho,Poco,Poco,Poco,Mucho,Nada,Nada,4,4,0
615489,Mucho,Mucho,Poco,Mucho,Poco,Mucho,Poco,Poco,4,3,0
615489,Mucho,Poco,Poco,Poco,Poco,Mucho,Nada,Nada,3,3,0
615489,Mucho,Mucho,Poco,Poco,Nada,Mucho,Nada,Nada,4,4,0
615490,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,2,0
615491,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
615491,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
615491,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615491,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615491,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
615492,Poco,Poco,Poco,Nada,Poco,Mucho,Nada,Nada,3,4,0
615492,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,2,0
615493,Mucho,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,4,4,0
615493,Poco,Mucho,Poco,Poco,Poco,Poco,Nada,Nada,4,4,0
615494,Poco,Nada,Poco,Nada,Nada,Nada,Poco,Poco,3,4,0
615494,Poco,Nada,Mucho,Nada,Poco,Mucho,Poco,Nada,3,3,0
615495,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615495,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615495,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615495,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615496,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615497,Poco,Mucho,Poco,Poco,Nada,Mucho,Nada,Nada,4,3,0
615497,Mucho,Mucho,Poco,Poco,Nada,Mucho,Nada,Nada,3,4,0
615497,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Nada,4,4,0
615497,Poco,Mucho,Poco,Nada,Nada,Mucho,Poco,Nada,3,3,0
615497,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
615497,Mucho,Mucho,Poco,Poco,Nada,Mucho,Poco,Nada,4,4,0
615498,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615498,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
615499,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,5,0
615500,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,3,0
615500,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
615501,Mucho,Mucho,Poco,Nada,Nada,Mucho,Nada,Nada,4,4,0
615501,Mucho,Mucho,Poco,Poco,Nada,Poco,Nada,Nada,4,4,0
615501,Mucho,Mucho,Poco,Nada,Nada,Mucho,Nada,Nada,4,4,0
615501,Mucho,Poco,Poco,Poco,Poco,Mucho,Nada,Nada,4,4,0
615501,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
615502,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,4,0
615502,Poco,Poco,Nada,Poco,Poco,Mucho,Poco,Poco,3,3,0
615503,Poco,Mucho,Poco,Poco,Nada,Mucho,Nada,Poco,4,3,0
615503,Mucho,Mucho,Poco,Poco,Nada,Mucho,Poco,Nada,4,4,0
615504,Poco,Nada,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
615504,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Poco,2,3,0
615505,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,4,5,0
615505,Mucho,Mucho,Poco,Poco,Nada,Poco,Poco,Nada,4,5,0
615505,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,4,3,0
615505,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,3,4,0
615505,Mucho,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,4,4,0
615505,Mucho,Mucho,Poco,Poco,Nada,Poco,Poco,Nada,4,5,0
615506,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,4,4,0
615506,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,4,5,0
615507,Poco,Poco,Nada,Poco,Nada,Nada,Nada,Nada,2,2,0
615507,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,2,0
615507,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,3,0
615508,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,2,2,0
615508,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
615509,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
615510,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
615511,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,4,1,0
615511,Poco,Mucho,Poco,Nada,Nada,Poco,Nada,Nada,4,4,0
615512,Poco,Mucho,Poco,Poco,Nada,Poco,Nada,Nada,3,5,0
615513,Poco,Mucho,Nada,Nada,Nada,Poco,Poco,Nada,3,5,0
615513,Nada,Poco,Nada,Poco,Nada,Poco,Nada,Nada,3,3,0
615513,Poco,Mucho,Nada,Nada,Nada,Poco,Nada,Nada,4,3,0
615514,Nada,Poco,Poco,Poco,Nada,Poco,Poco,Nada,4,4,0
615514,Nada,Poco,Poco,Nada,Nada,Nada,Poco,Nada,4,4,0
615515,Nada,Poco,Nada,Poco,Nada,Poco,Nada,Nada,4,4,0
615515,Nada,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,4,3,0
615515,Poco,Mucho,Poco,Poco,Nada,Poco,Nada,Nada,4,4,0
615515,Poco,Mucho,Nada,Poco,Nada,Nada,Poco,Nada,4,3,0
615516,Nada,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,4,4,0
615516,Nada,Mucho,Nada,Poco,Nada,Poco,Nada,Nada,4,4,0
615516,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Nada,4,4,0
615517,Nada,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,3,4,0
615517,Nada,Poco,Poco,Poco,Poco,Poco,Nada,Nada,4,3,0
615518,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
615519,Nada,Poco,Poco,Poco,Nada,Nada,Nada,Nada,4,3,0
615519,Nada,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,3,2,0
615520,Nada,Mucho,Nada,Nada,Nada,Poco,Poco,Nada,3,4,0
615520,Nada,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,3,2,0
615521,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,2,0
615521,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Nada,3,3,0
615522,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
615522,Poco,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,3,2,0
615522,Poco,Mucho,Nada,Nada,Nada,Poco,Nada,Nada,3,3,0
615523,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
615524,Nada,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,3,3,0
615524,Poco,Mucho,Poco,Poco,Nada,Poco,Nada,Nada,3,4,0
615525,Poco,Mucho,Nada,Nada,Nada,Nada,Poco,Poco,3,2,0
615525,Poco,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,3,3,0
615526,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615527,Poco,Mucho,Nada,Nada,Nada,Poco,Nada,Nada,3,2,0
615527,Poco,Mucho,Poco,Nada,Nada,Nada,Poco,Nada,3,2,0
615528,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,3,0
615529,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
615529,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,4,4,0
615530,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,4,0
615531,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
615531,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615532,Nada,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,4,2,0
615532,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,4,0
615532,Nada,Mucho,Poco,Poco,Nada,Poco,Nada,Nada,3,4,0
615533,Poco,Mucho,Poco,Nada,Nada,Poco,Poco,Nada,3,2,0
615534,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,4,0
615534,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,4,0
615535,Nada,Mucho,Nada,Poco,Nada,Poco,Poco,Nada,3,5,0
615535,Nada,Poco,Nada,Poco,Nada,Poco,Nada,Nada,4,3,0
615536,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Nada,4,4,0
615536,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Poco,4,4,0
615536,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,4,0
615537,Poco,Mucho,Poco,Nada,Nada,Nada,Poco,Nada,3,3,0
615537,Nada,Mucho,Poco,Poco,Nada,Poco,Poco,Nada,3,3,0
615538,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,4,0
615538,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Nada,3,3,0
615539,Nada,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,4,0
615539,Nada,Poco,Poco,Nada,Nada,Poco,Nada,Nada,4,3,0
615539,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
615540,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
615541,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615541,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615542,Nada,Poco,Nada,Poco,Nada,Poco,Nada,Nada,3,3,0
615542,Nada,Poco,Poco,Poco,Nada,Poco,Poco,Nada,3,3,0
615543,Nada,Poco,Poco,Poco,Poco,Poco,Nada,Nada,4,5,0
615543,Poco,Mucho,Poco,Poco,Nada,Poco,Nada,Nada,4,3,0
615543,Nada,Mucho,Poco,Poco,Nada,Poco,Poco,Nada,3,5,0
615543,Nada,Mucho,Poco,Poco,Nada,Poco,Nada,Nada,3,4,0
615544,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
615544,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
615545,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
615545,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,4,0
615546,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615546,Poco,Nada,Poco,Nada,Nada,Nada,Nada,Nada,3,4,0
615547,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
615547,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0
615549,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615549,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615550,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615550,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615551,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615552,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615552,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
615553,Poco,Nada,Poco,Poco,Poco,Poco,Nada,Nada,2,2,0
615553,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
615554,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Nada,2,2,0
615554,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
615555,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615555,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615556,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615556,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615557,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615558,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615559,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615559,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615560,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615560,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615560,Mucho,Mucho,Poco,Nada,Poco,Poco,Nada,Poco,3,3,0
615561,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,2,0
615561,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,2,0
615562,Poco,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615562,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615562,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615564,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615564,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615565,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615565,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615566,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615566,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615566,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
615566,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
615567,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615567,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615568,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615568,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,4,0
615569,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,1,2,0
615569,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Poco,2,2,0
615570,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
615570,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
615571,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615571,Mucho,Poco,Poco,Nada,Poco,Poco,Nada,Poco,3,3,0
615571,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
615572,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615572,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615573,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615573,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615574,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615574,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615575,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
615575,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615576,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615576,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
615576,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,0
615577,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615577,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,0
615577,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
615578,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,4,4,0
615578,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,5,4,0
615579,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615579,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615580,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
615580,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
615581,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615581,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,5,0
615581,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615582,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615582,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615583,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615583,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615584,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
615584,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615585,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615585,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615585,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615586,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615586,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
615587,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
615587,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
615588,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Poco,3,3,0
615588,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Poco,3,4,0
615589,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615589,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615590,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
615590,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
615591,Mucho,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,4,4,0
615592,Nada,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615592,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615592,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
615592,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
615593,Mucho,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,4,4,0
615594,Poco,Nada,Nada,Poco,Poco,Mucho,Poco,Mucho,3,3,0
615594,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Mucho,3,3,0
615595,Poco,Nada,Nada,Poco,Poco,Mucho,Poco,Poco,3,3,0
615596,Mucho,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,4,4,0
615597,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
615597,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
615598,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
615598,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
615598,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
615599,Mucho,Poco,Poco,Poco,Poco,Nada,Mucho,Mucho,5,5,0
615599,Mucho,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,4,4,0
