DIRECTORIO,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
623427,si,no,si,si,si,si,no,no,si,si,no,si
623427,si,no,si,si,no,no,no,no,si,si,no,si
623428,no,no,no,si,si,no,no,no,no,no,no,si
623429,no,no,no,no,no,no,no,no,si,no,no,si
623430,no,no,si,si,si,no,no,no,no,si,no,si
623431,no,no,no,si,si,no,no,no,no,no,no,si
623432,no,no,no,si,si,no,no,no,si,si,no,si
623433,si,si,no,si,si,no,no,no,no,no,no,si
623434,no,no,no,si,si,si,no,no,no,si,no,si
623435,no,no,no,si,no,no,no,no,no,no,no,si
623436,si,si,si,si,si,no,no,no,si,si,no,si
623437,no,no,no,si,si,si,no,no,no,no,no,si
623438,no,no,si,si,si,no,no,no,si,si,no,si
623439,no,no,no,si,si,no,no,no,no,no,no,si
623440,no,no,si,si,si,no,no,no,si,si,no,si
623441,no,no,no,si,no,no,no,no,no,si,no,si
623442,si,si,si,si,si,no,no,no,si,si,no,si
623443,si,si,no,si,si,si,no,no,no,si,no,si
623444,no,no,no,no,no,no,no,no,no,no,no,no
623445,no,no,no,si,si,no,no,no,no,no,no,si
623446,no,no,no,si,no,no,no,no,no,no,no,no
623447,si,no,no,si,no,no,no,no,no,no,no,si
623448,no,no,no,si,si,si,no,no,no,no,no,si
623449,no,no,no,no,no,no,no,no,no,no,no,no
623450,si,no,si,si,si,no,no,no,no,no,no,si
623451,no,no,no,si,si,no,no,no,no,no,no,si
623452,no,no,no,si,si,si,no,no,no,no,no,si
623453,si,si,si,si,si,no,no,no,no,no,no,si
623454,si,no,no,si,si,si,no,no,si,si,no,si
623455,si,si,no,si,si,si,no,no,no,si,no,si
623456,si,no,no,si,si,no,no,no,si,si,no,si
623457,si,no,no,si,si,no,no,no,no,no,no,si
623458,si,no,no,no,si,no,no,no,no,no,no,si
623459,no,no,no,no,no,no,no,no,si,si,no,si
623460,no,no,no,no,no,no,no,no,no,no,no,no
623461,no,no,si,si,si,no,si,no,no,no,no,si
623462,no,no,no,si,si,si,no,no,no,no,no,si
623463,no,no,no,si,no,si,no,no,no,si,si,no
623464,no,no,no,si,si,no,no,no,no,no,no,no
623465,si,no,si,si,si,no,no,no,si,si,no,si
623466,si,no,si,si,si,no,no,no,no,si,no,si
623467,si,no,no,si,no,no,no,no,no,no,no,si
623468,no,si,si,si,si,si,no,no,no,si,no,si
623469,si,no,si,si,si,si,no,no,si,si,no,si
623470,si,no,no,si,si,no,no,no,si,si,no,si
623471,no,no,no,si,no,no,no,no,no,si,no,si
623472,no,no,no,no,no,no,no,no,no,no,no,si
623473,no,no,no,si,si,no,no,no,no,no,no,si
623474,no,no,no,no,no,no,no,no,no,no,no,si
623475,si,si,si,si,si,si,si,si,si,si,no,si
623476,si,si,si,si,si,si,si,si,si,si,no,si
623477,si,si,si,si,si,si,si,si,si,si,no,si
623478,no,no,no,si,si,no,no,no,no,no,no,no
623479,si,si,si,si,si,si,si,si,si,si,si,si
623480,si,si,si,si,si,si,si,si,si,si,si,si
623481,si,si,si,si,si,si,si,si,si,si,si,si
623482,si,si,si,si,si,si,si,si,si,si,si,si
623483,no,no,no,si,no,no,no,no,no,no,no,no
623484,no,no,no,si,si,no,no,no,no,no,no,si
623485,no,no,no,si,no,no,no,no,si,no,no,si
623486,no,no,no,si,si,no,no,no,si,si,no,si
623487,si,si,si,si,si,si,si,si,si,si,si,si
623488,si,si,si,si,si,si,si,si,si,si,no,si
623489,si,si,si,si,si,si,si,si,si,si,no,si
623490,si,si,si,si,si,si,si,si,si,si,si,si
623491,si,si,si,si,si,si,si,si,si,si,no,si
623492,si,no,si,si,si,si,no,si,si,si,no,si
623493,no,no,no,si,si,no,no,no,no,no,no,si
623494,no,no,no,si,si,no,no,no,si,si,no,no
623495,si,no,no,si,si,no,no,no,no,no,no,si
623496,no,no,no,si,si,no,no,no,no,no,no,si
623497,no,no,si,si,si,no,no,no,si,no,no,si
623498,no,no,no,si,si,no,no,no,no,no,no,no
623499,no,no,no,no,si,no,no,no,no,no,no,si
623500,no,no,no,si,si,no,no,no,si,si,no,si
623501,no,no,no,si,si,no,no,no,si,si,no,si
623502,no,no,no,no,si,no,no,no,no,no,no,no
623503,no,no,no,no,no,no,no,no,no,no,no,no
623504,no,no,no,no,no,no,no,no,no,si,no,no
623505,no,no,no,no,si,no,no,no,no,no,no,si
623506,si,no,si,si,si,si,no,no,si,si,no,si
623507,no,no,no,si,si,si,no,no,no,no,no,si
623508,no,no,no,si,si,no,no,no,si,si,no,si
623509,no,no,no,si,si,no,no,no,no,no,no,no
623510,no,no,no,si,si,no,no,no,no,no,no,no
623511,no,no,no,si,si,no,no,no,si,si,no,si
623512,si,no,si,si,si,si,no,no,si,si,no,si
623513,no,no,no,no,no,no,no,no,no,si,no,si
623514,no,no,no,si,si,no,no,no,si,si,no,no
623515,no,no,no,no,no,no,no,no,no,no,no,no
623516,no,si,no,si,si,no,no,no,no,no,no,si
623517,no,no,no,si,no,no,no,no,no,no,no,no
623518,no,no,si,si,si,no,no,no,no,no,no,si
623519,si,no,si,si,si,no,no,no,si,no,no,si
623520,no,no,no,si,si,no,no,no,no,no,no,si
623521,no,no,no,no,no,no,no,no,no,no,no,no
623522,no,no,no,no,no,no,no,no,no,no,no,no
623523,no,no,no,si,si,no,no,no,no,si,no,si
623524,no,no,no,si,si,no,no,no,no,no,no,no
623525,no,no,no,si,si,no,no,no,no,si,no,si
623526,no,no,no,si,si,no,no,no,no,si,no,si
623527,no,no,no,no,si,no,no,no,si,no,no,si
623528,no,no,no,si,si,no,no,no,si,no,no,si
623529,no,no,no,si,si,no,no,no,si,no,no,si
623530,no,si,no,si,no,no,no,no,no,si,no,si
623531,no,no,no,si,si,no,no,no,si,no,no,no
623532,no,no,no,si,no,no,no,no,no,no,no,no
623533,no,no,si,si,si,no,no,no,si,no,no,si
623534,no,no,no,si,si,no,no,no,no,si,no,si
623535,si,si,no,si,si,si,no,no,no,si,no,si
623536,no,no,no,no,no,no,no,no,no,no,no,no
623537,no,no,no,no,no,no,no,no,no,no,no,si
623538,no,no,no,si,si,no,no,no,si,no,no,si
623539,no,no,no,si,si,no,no,no,no,no,no,si
623540,no,no,si,si,si,si,no,no,no,no,no,si
623541,si,no,si,si,si,si,no,no,si,si,no,si
623542,no,no,no,no,no,no,no,no,no,no,no,si
623543,no,no,no,si,no,no,no,no,no,no,no,si
623544,no,no,no,si,si,no,no,no,no,no,no,si
623545,no,no,no,si,no,no,no,no,no,no,no,si
623546,no,no,si,si,si,no,no,no,si,si,no,si
623547,no,no,no,si,si,no,no,no,no,no,no,si
623548,no,no,no,no,no,no,no,no,no,no,no,no
623549,no,no,no,si,si,no,no,no,no,no,no,si
623550,no,no,no,si,si,si,no,no,no,si,no,si
623551,si,no,si,si,si,no,no,no,no,no,no,si
623552,no,no,no,no,no,no,no,no,no,no,no,si
623553,no,si,si,si,si,no,no,no,si,si,no,si
623554,no,no,no,si,si,si,no,no,no,no,no,no
623555,no,no,no,si,si,no,no,no,no,no,no,si
623556,no,no,no,si,si,no,no,no,no,no,no,si
623557,no,no,no,si,si,no,no,si,no,no,no,si
623558,no,no,no,no,si,no,no,no,no,no,no,si
623559,si,no,si,si,si,no,no,no,no,no,no,si
623560,no,no,no,si,si,no,no,no,no,no,no,si
623561,no,no,no,si,si,no,no,no,no,no,no,si
623562,no,no,no,si,si,no,no,no,no,no,no,si
623563,si,no,si,si,si,no,no,no,no,no,no,si
623564,no,no,no,si,no,no,no,no,no,no,no,si
623565,no,no,no,no,no,no,no,no,no,no,no,si
623565,no,no,no,si,no,no,no,no,no,no,no,si
623566,no,no,no,si,si,no,no,no,no,no,no,si
623567,si,no,si,si,si,no,no,no,no,si,no,si
623568,no,no,no,no,no,no,no,no,no,no,no,no
623569,no,no,no,no,no,no,no,no,no,no,no,no
623570,no,no,no,no,no,no,no,no,no,no,no,si
623571,no,no,no,si,si,no,no,no,no,no,no,si
623572,no,no,no,si,si,no,no,no,no,no,no,no
623573,no,no,no,si,si,no,no,no,no,no,no,si
623574,si,no,no,si,si,si,no,no,no,no,no,no
623575,no,no,no,si,si,no,no,no,no,no,no,si
623576,no,no,no,si,si,no,no,no,no,no,no,si
623577,no,no,no,si,si,no,no,no,no,no,no,si
623578,no,no,no,si,si,no,no,no,no,no,no,si
623579,si,no,no,no,si,no,no,no,no,no,no,si
623580,no,no,no,no,no,no,no,no,no,no,no,no
623581,no,no,no,no,si,no,no,no,no,no,no,no
623582,no,no,no,si,si,no,no,no,no,no,no,si
623583,no,no,no,si,si,no,no,no,no,no,no,si
623584,no,no,no,no,no,no,no,no,no,no,no,no
623585,si,no,si,si,si,si,no,no,si,no,no,si
623586,no,no,no,si,si,si,no,no,si,si,no,no
623587,no,no,no,no,no,no,no,no,no,no,no,no
623588,no,si,no,si,si,no,no,si,no,no,no,si
623589,no,si,no,si,si,no,no,si,no,no,no,si
623590,no,no,no,si,si,no,no,no,no,no,no,si
623591,no,no,no,si,si,no,no,no,no,no,no,si
623592,no,no,no,si,si,no,no,no,no,no,no,no
623593,no,no,no,no,no,si,no,no,no,no,no,si
623594,no,no,si,no,si,si,no,no,no,no,no,si
623595,no,no,no,no,no,no,no,no,no,no,no,no
623596,no,no,no,no,si,no,no,no,no,no,no,no
623597,no,no,no,si,si,si,no,no,no,no,no,si
623598,no,no,si,si,si,si,no,no,no,no,no,si
623599,no,no,si,si,si,si,no,no,si,no,no,si
623600,no,no,si,si,si,si,no,no,si,si,no,si
623601,no,no,si,si,si,si,no,no,si,no,no,no
623602,no,no,si,si,si,no,no,no,si,no,no,si
623603,no,no,no,no,no,no,no,no,no,no,no,no
623604,no,no,no,no,no,no,no,no,no,no,no,no
623605,no,no,no,si,si,no,no,no,si,si,no,si
623606,no,no,no,si,si,no,si,si,no,no,no,no
623607,no,si,no,si,si,no,no,no,no,no,no,si
623608,no,no,no,si,no,no,no,no,no,no,no,si
623609,no,no,si,si,si,si,no,no,si,no,no,si
623610,no,no,no,si,si,si,no,no,no,no,no,no
623611,no,no,si,si,si,no,no,no,no,no,no,si
623612,no,no,no,no,no,no,no,no,no,no,no,no
623613,no,no,si,si,si,no,no,no,si,si,no,si
623614,si,no,si,si,si,si,no,no,si,si,no,si
623615,no,no,no,si,si,no,no,no,no,no,no,si
623616,no,si,si,si,si,no,no,no,si,si,no,si
623617,no,no,no,si,si,si,no,no,si,si,no,si
623618,no,no,si,no,si,no,no,no,no,no,no,si
623619,no,no,no,no,no,no,no,no,no,no,no,no
623620,no,no,no,si,no,no,no,no,si,no,no,no
623621,no,no,no,no,si,si,no,no,si,no,no,si
623622,no,no,si,si,si,no,no,no,si,no,no,si
623623,no,no,no,no,no,no,no,no,no,no,no,no
623624,no,no,no,si,si,no,no,no,no,si,no,si
623625,no,no,no,si,si,no,no,no,no,no,no,no
623626,no,no,no,no,no,no,no,no,no,no,no,si
623627,no,no,no,si,no,no,no,no,no,no,no,no
623628,no,no,no,no,si,no,no,no,no,no,no,si
623629,no,no,no,no,no,no,no,no,no,no,no,no
623630,no,no,no,no,no,no,no,no,no,no,no,no
623631,no,no,no,si,si,si,no,no,no,no,no,si
623632,no,no,no,no,no,no,no,no,no,no,no,no
623633,no,no,no,no,no,no,no,no,no,no,no,no
623634,no,no,si,si,si,si,no,no,si,no,no,si
623635,no,no,no,si,si,no,no,no,no,no,no,si
623636,no,no,no,no,si,si,no,no,no,no,no,si
623637,no,no,si,si,si,no,no,no,no,si,no,si
623638,no,no,no,si,si,no,no,no,no,no,no,no
623639,no,no,no,si,si,no,no,no,si,no,no,si
623640,no,no,no,si,si,no,no,no,no,no,no,no
623641,no,no,no,no,no,si,no,no,no,si,no,si
623642,no,no,no,si,si,si,no,no,no,no,no,si
623643,no,no,si,si,si,no,no,no,no,no,no,si
623644,no,no,no,no,no,no,no,no,no,no,no,si
623645,no,no,no,no,no,no,no,no,no,no,no,no
623646,no,no,no,si,si,no,no,no,no,si,no,si
623647,no,no,no,si,si,no,no,no,no,no,no,si
623648,no,no,si,no,si,no,no,no,si,no,no,no
623649,no,no,si,si,si,no,no,no,no,no,no,si
623650,no,no,no,si,si,no,no,no,no,no,no,si
623651,no,no,no,no,no,no,no,no,no,no,no,no
623652,no,no,no,no,si,no,no,no,no,no,no,si
623653,no,no,no,si,si,no,no,no,si,si,no,si
623654,no,no,no,no,si,no,no,no,no,no,no,si
623655,no,no,no,no,no,no,no,no,no,no,no,si
623656,no,no,no,no,no,no,no,no,no,no,no,si
623657,no,no,no,si,si,no,no,no,no,no,no,si
623658,no,no,no,si,si,no,no,no,no,no,no,si
623659,no,no,no,no,no,no,no,no,no,no,no,no
623660,no,no,no,no,no,no,no,no,no,no,no,no
623661,no,no,no,no,no,no,no,no,no,no,no,si
623662,no,no,si,si,si,no,no,no,si,si,no,no
623663,no,no,no,no,no,no,no,no,no,no,no,no
623664,no,no,si,si,si,no,no,no,no,si,no,si
623665,no,no,no,si,no,no,no,no,no,no,no,no
623666,no,no,no,no,no,no,no,no,no,no,no,no
623667,no,no,no,no,no,no,no,no,no,no,no,no
623668,no,no,no,si,si,no,no,no,no,no,no,no
623669,no,no,no,no,no,no,no,no,no,no,no,no
623670,no,no,si,si,si,no,no,no,no,no,no,no
623671,no,no,no,si,si,no,no,no,no,no,no,no
623672,no,no,no,no,si,no,no,no,no,no,no,si
623673,no,no,no,si,si,no,no,no,si,si,no,si
623674,no,no,no,no,no,no,no,no,no,no,no,no
623675,no,no,no,no,no,no,no,no,no,no,no,no
623676,no,no,no,no,no,no,no,no,no,no,no,no
623677,no,no,no,no,no,no,no,no,no,no,no,no
623678,no,no,no,si,no,no,no,no,no,no,no,no
623679,no,no,si,si,si,no,no,no,no,si,no,si
623680,no,no,no,no,no,no,no,no,no,no,no,no
623681,no,no,no,no,no,no,no,no,no,no,no,no
623682,no,no,no,si,si,no,no,no,no,no,no,no
623683,no,no,no,si,no,no,no,no,si,no,no,no
623684,no,no,no,no,si,no,no,no,no,no,no,si
623685,no,no,no,si,si,no,no,no,si,si,no,no
623686,no,no,si,si,si,no,no,no,no,si,no,si
623687,no,no,no,no,no,no,no,no,no,no,no,no
623688,no,no,no,si,si,no,no,no,no,no,no,no
623689,no,no,no,no,no,no,no,no,no,no,no,no
623690,no,no,no,no,no,no,no,no,no,no,no,no
623691,no,no,no,no,no,no,no,no,no,no,no,no
623692,no,no,si,si,si,no,no,no,no,no,no,no
623693,no,no,no,no,no,no,no,no,no,no,no,no
623694,no,no,no,si,no,no,no,no,no,si,no,no
623695,no,no,no,no,no,no,no,no,no,no,no,no
623696,no,no,no,no,no,no,no,no,no,no,no,no
623697,no,no,no,no,no,no,no,no,no,no,no,no
623698,no,no,no,no,no,no,no,no,no,no,no,no
623699,no,no,no,si,si,no,no,no,no,no,no,no
623700,no,no,no,no,no,no,no,no,si,no,no,no
623702,no,no,no,no,no,no,no,no,no,no,no,si
623703,no,no,no,si,si,no,no,no,no,no,no,si
623704,no,no,si,si,si,no,no,no,no,no,no,si
623705,no,no,no,si,si,no,no,no,no,no,no,si
623706,no,no,si,si,si,no,no,no,si,no,no,si
623707,no,no,no,si,si,no,no,no,no,no,no,si
623708,no,no,no,si,no,no,no,no,no,no,no,no
623709,no,no,no,si,si,no,no,no,si,si,no,no
623710,no,no,no,si,si,no,no,no,no,no,no,si
623711,no,no,no,no,no,no,no,no,no,no,no,no
623712,no,no,no,si,si,no,no,no,no,no,no,no
623713,no,no,no,no,si,no,no,no,no,no,no,si
623714,no,no,no,si,si,no,no,no,no,no,no,si
623715,no,no,no,si,si,no,no,no,si,si,no,si
623716,no,no,no,si,si,no,no,no,no,si,no,si
623717,no,no,no,no,no,no,no,no,no,no,no,si
623718,no,no,si,si,si,no,no,no,no,no,no,si
623719,no,no,no,si,si,no,no,no,no,no,no,si
623720,no,no,no,no,si,no,no,no,no,no,no,si
623721,no,no,no,no,no,no,no,no,no,no,no,no
623722,no,no,no,no,no,no,no,no,no,no,no,no
623723,no,no,si,si,si,si,no,no,no,no,no,no
623724,no,no,no,si,si,si,no,no,si,si,no,si
623725,si,no,si,si,si,no,no,no,no,no,no,no
623726,si,no,no,si,si,no,no,no,no,no,no,si
623727,si,no,si,si,si,no,si,no,si,si,no,si
623728,no,no,no,si,si,no,no,no,no,no,no,si
623729,no,no,no,no,no,si,no,no,no,no,no,no
623730,no,no,no,si,no,no,no,no,no,no,no,si
623731,no,no,no,si,si,si,no,no,si,si,no,no
623732,no,no,no,si,si,si,no,no,no,si,no,no
623733,no,no,no,si,si,no,no,no,no,si,no,si
623734,no,no,si,si,si,si,no,no,si,si,no,si
623735,si,no,si,si,si,no,no,no,si,no,no,no
623736,si,no,si,si,si,si,no,no,si,no,no,no
623737,si,no,si,si,si,no,no,no,si,si,no,no
623739,no,no,no,no,no,no,no,no,no,no,no,no
623740,si,si,si,si,si,si,si,si,si,si,si,si
623741,no,no,no,no,no,no,no,no,no,no,no,no
623743,no,no,no,no,no,no,no,no,no,no,no,no
623745,no,no,no,no,no,no,no,no,no,no,no,no
623748,no,no,no,no,no,no,no,no,no,no,no,no
623749,no,no,no,no,no,no,no,no,no,no,no,si
623751,no,no,no,si,si,no,no,no,si,no,no,no
623752,no,no,no,no,no,no,no,no,no,no,no,no
623754,no,no,no,no,no,no,no,no,no,no,no,no
623755,no,no,no,no,no,no,no,no,no,no,no,no
623756,no,no,no,no,no,no,no,no,no,no,no,no
623757,no,no,no,no,no,no,no,no,no,no,no,no
623758,no,no,si,si,si,si,no,no,no,no,no,si
623759,no,no,si,si,si,si,no,no,no,no,no,si
623760,no,no,no,si,si,no,no,no,no,no,no,no
623761,no,no,si,si,si,no,no,no,no,no,no,si
623762,no,no,no,si,si,no,no,no,no,no,no,no
623763,no,no,no,no,no,no,no,no,no,no,no,no
623764,no,no,no,no,no,no,no,no,no,no,no,no
623765,no,no,no,no,no,no,no,no,no,no,no,no
623766,no,no,si,no,si,no,no,no,no,no,no,no
623767,no,no,no,si,si,no,no,no,no,no,no,no
623768,si,no,si,si,si,si,no,no,no,no,no,si
623769,no,no,no,si,si,no,no,no,no,no,no,no
623770,no,no,no,si,si,no,no,no,no,no,no,si
623771,si,no,si,si,si,no,no,no,no,no,no,si
623772,no,no,no,si,si,no,no,no,no,no,no,si
623773,no,no,no,no,no,no,no,no,no,no,no,no
623774,no,no,no,no,no,no,no,no,no,no,no,no
623775,no,no,no,no,no,no,no,no,no,no,no,si
623776,no,no,no,no,no,no,no,no,no,no,no,no
623777,no,no,no,no,no,no,no,no,no,no,no,no
623778,no,no,no,si,si,no,no,no,no,no,no,si
623779,no,no,no,si,si,no,no,no,si,si,no,no
623780,no,no,no,si,si,no,no,no,no,si,no,no
623781,no,no,no,si,si,no,no,no,si,si,no,no
623782,no,no,no,si,si,no,no,no,no,no,no,no
623783,no,no,no,si,si,no,no,no,si,si,no,no
623784,no,no,no,no,no,no,no,no,no,no,no,si
623785,si,no,si,no,si,no,no,no,si,si,no,no
623786,si,si,si,si,si,si,no,no,no,no,no,si
623787,si,no,no,no,no,no,no,no,no,no,no,no
623788,si,si,si,si,si,si,no,no,no,no,no,no
623788,si,si,si,si,si,no,no,no,si,no,no,no
623789,no,no,no,no,si,no,no,no,no,no,no,no
623790,no,no,no,no,no,no,no,no,no,no,no,no
623791,no,no,no,no,no,no,no,no,no,no,no,no
623792,si,si,si,si,si,si,no,no,si,si,no,si
623793,no,no,no,no,no,no,no,no,no,no,no,no
623794,no,no,no,no,no,no,no,no,no,no,no,no
623795,no,no,no,si,si,no,no,no,no,no,no,no
623796,si,no,no,si,si,no,no,no,no,no,no,si
623797,si,si,si,si,si,no,no,no,si,no,no,si
623798,no,no,no,si,si,no,no,no,si,si,no,si
623799,no,no,no,no,no,no,no,no,no,no,no,no
623800,no,no,no,si,si,no,no,no,no,no,no,no
623801,no,no,no,no,no,no,no,no,no,no,no,no
623802,no,no,no,no,no,no,no,no,si,si,no,si
623803,no,no,no,si,si,no,no,no,no,no,no,no
623804,no,no,no,si,si,no,no,no,si,si,no,no
623805,si,si,no,si,no,no,no,si,si,si,no,si
623806,no,no,no,no,no,no,no,no,no,no,no,no
623807,no,no,no,no,no,no,no,no,no,no,no,no
623808,no,no,no,no,no,no,no,no,no,no,no,no
623809,no,no,no,no,no,no,no,no,no,no,no,no
623810,no,no,no,no,no,no,no,no,no,no,no,no
623811,no,no,no,no,no,no,no,no,no,no,no,no
623812,si,no,si,si,si,no,si,no,si,si,no,no
623813,no,no,no,si,si,si,no,no,no,no,no,no
623814,no,no,no,no,no,no,no,no,no,no,no,no
623815,no,no,no,no,no,no,no,no,no,no,no,no
623816,no,no,no,si,no,si,no,no,no,no,no,si
623817,no,no,no,si,no,si,no,no,no,no,no,si
623818,no,no,no,si,si,si,no,no,no,no,no,si
623819,no,no,no,no,no,no,no,no,no,no,no,si
623820,no,no,no,no,no,no,no,no,no,no,no,no
623821,no,no,no,si,si,no,no,no,no,no,no,si
623823,no,no,no,no,no,no,no,no,no,no,no,no
623824,no,no,no,no,no,no,no,no,no,no,no,no
623825,no,no,no,si,si,no,no,no,no,si,no,no
623826,no,no,no,no,no,no,no,no,no,no,no,no
623827,no,no,no,si,si,si,no,no,no,si,no,no
623828,no,no,no,si,si,no,no,no,no,si,no,no
623829,no,no,no,si,si,no,no,no,no,no,no,no
623830,no,no,no,si,si,no,no,no,no,no,no,no
623831,si,no,no,si,si,si,no,no,no,si,no,si
623832,no,no,no,si,si,no,no,no,no,no,no,si
623833,no,si,no,si,si,no,no,no,no,no,no,si
623834,no,no,no,si,no,no,no,no,no,no,no,si
623835,no,no,no,si,si,no,no,no,no,no,no,si
623836,si,no,si,si,si,si,no,no,si,si,si,si
623837,no,no,no,si,si,no,no,no,no,no,no,no
623838,no,no,no,si,no,no,no,no,no,no,no,si
623839,no,no,no,si,si,no,no,no,no,no,no,no
623840,no,no,no,no,no,no,no,no,no,no,no,no
623841,no,no,no,no,no,no,no,no,no,no,no,no
623842,no,no,no,si,no,no,no,no,no,no,no,si
623843,no,no,no,no,no,no,no,no,no,no,no,no
623844,no,no,no,no,no,no,no,no,no,no,no,no
623845,no,no,no,no,no,no,no,no,no,no,no,no
623846,no,no,no,no,no,no,no,no,no,no,no,no
623847,no,no,no,no,no,no,no,no,si,si,no,no
623848,no,no,no,no,no,no,no,no,si,si,no,no
623849,no,no,no,no,no,no,no,no,si,no,no,no
623850,no,no,no,no,no,no,no,no,no,no,no,no
623851,no,no,no,no,no,no,no,no,no,no,no,no
623852,no,no,no,no,no,no,no,no,si,si,no,no
623853,no,no,no,no,no,no,no,no,no,no,no,no
623854,no,no,no,no,no,no,no,no,no,no,no,no
623855,no,no,no,no,no,no,no,no,si,si,no,no
623856,no,no,no,no,no,no,no,no,si,si,no,no
623857,no,no,no,si,si,si,no,no,no,si,no,si
623858,no,no,no,si,si,si,no,no,no,si,no,si
623859,no,no,no,si,si,si,no,no,no,si,no,no
623860,no,no,no,si,si,no,no,no,no,si,no,no
623861,no,no,no,si,si,si,no,no,si,no,no,no
623862,no,no,no,no,no,no,no,no,no,no,no,no
623863,no,no,no,no,no,no,no,no,no,no,no,no
623864,no,no,no,si,si,si,no,no,si,no,no,no
623865,no,no,no,si,si,no,no,no,no,si,no,no
623866,no,no,no,no,no,no,no,no,no,no,no,no
623867,no,no,no,no,no,no,no,no,no,no,no,no
623868,no,no,no,no,no,no,no,no,no,no,no,si
623869,no,no,no,no,no,no,no,no,no,no,no,no
623870,no,no,no,no,no,no,no,no,no,no,no,si
623871,no,no,no,no,no,no,no,no,no,no,no,no
623872,no,no,no,si,si,no,no,no,no,si,no,no
623873,no,no,no,si,si,no,no,no,si,si,no,no
623874,no,no,no,si,si,no,no,no,si,no,no,si
623875,no,no,no,si,si,no,no,no,no,si,no,si
623876,no,no,no,si,si,no,no,no,si,no,no,no
623877,no,no,no,si,si,no,no,no,no,no,no,si
623878,no,no,no,no,no,no,no,no,no,si,no,si
623879,no,no,no,no,no,no,no,no,no,no,no,no
623880,no,no,no,si,no,no,no,no,no,no,no,si
623881,no,no,no,si,no,no,no,no,no,no,no,no
623882,no,no,no,si,si,no,no,no,si,si,no,no
623883,no,no,no,si,no,no,no,no,no,no,no,no
623884,no,no,no,no,no,no,no,no,no,no,no,no
623885,si,no,no,si,si,no,no,no,si,si,no,si
623886,no,no,no,no,no,no,no,no,no,no,no,no
623887,no,no,no,si,no,no,no,no,no,no,no,si
623888,no,no,no,si,si,no,no,no,no,no,no,si
623889,no,no,no,si,si,no,no,no,no,no,no,si
623890,no,no,no,no,no,no,no,no,no,no,no,no
623891,no,no,no,no,no,no,no,no,no,no,no,si
623892,no,no,no,si,si,no,no,no,no,no,no,si
623893,si,si,si,si,si,si,si,si,si,si,no,si
623894,no,no,no,no,no,no,no,no,no,no,no,no
623895,no,no,no,si,si,no,no,no,si,si,no,no
623896,no,no,no,si,si,no,no,no,no,si,no,si
623897,no,no,no,si,si,no,no,no,no,no,no,si
623898,si,si,si,si,si,no,no,no,si,si,si,si
623899,no,no,no,si,no,no,no,no,no,no,no,si
623900,no,no,no,si,no,no,no,no,si,si,no,no
623901,no,no,no,si,si,no,no,no,no,si,no,no
623902,no,no,no,si,si,no,no,no,si,si,no,no
623903,no,no,no,no,no,no,no,no,no,no,no,no
623904,no,no,no,si,no,no,no,no,no,no,no,si
623905,no,no,no,no,no,no,no,no,no,no,no,no
623906,no,no,no,no,no,no,no,no,no,no,no,si
623907,no,no,no,no,no,no,no,no,no,no,no,si
623908,no,no,no,no,no,no,no,no,no,no,no,no
623909,no,si,no,no,si,no,no,no,no,no,no,si
623910,no,no,no,no,no,no,no,no,no,no,no,no
623911,no,no,no,no,no,no,no,no,no,no,no,si
623912,si,no,no,si,si,no,no,no,no,no,no,si
623913,no,no,no,si,si,no,no,no,no,no,no,si
623914,si,no,no,no,no,no,no,no,no,no,no,si
623915,no,no,no,si,si,no,no,no,no,no,no,si
623916,no,no,no,no,no,no,no,no,no,no,no,si
623917,no,no,no,no,no,no,no,no,no,no,no,si
623918,no,no,no,no,no,no,no,no,no,no,no,no
623919,no,no,no,no,no,no,no,no,no,no,no,no
623920,no,no,no,si,si,no,no,no,no,no,no,si
623921,no,no,no,si,no,no,no,no,si,no,no,si
623922,no,no,no,no,no,no,no,no,si,si,no,si
623923,no,no,no,no,no,no,no,no,no,no,no,no
623924,no,no,no,no,no,no,no,no,no,no,no,no
623925,no,no,no,no,no,no,no,no,no,no,si,no
623926,no,no,no,no,no,no,no,no,no,no,no,no
623927,no,no,no,no,no,no,no,no,no,no,si,no
623928,no,no,no,no,no,no,no,no,no,no,no,no
623929,no,no,no,si,no,no,no,no,no,no,si,no
623930,no,no,no,no,no,no,no,no,no,no,no,no
623931,no,no,no,no,no,no,no,no,no,no,no,no
623932,no,no,no,si,si,no,no,no,no,no,no,no
623933,no,no,no,no,no,no,no,no,no,no,no,no
623934,no,no,no,no,no,no,no,no,no,no,no,no
623935,no,no,no,si,si,si,no,no,si,no,no,no
623936,no,no,no,no,no,no,no,no,no,no,no,no
623937,no,no,no,no,no,no,no,no,no,no,no,no
623938,no,no,no,no,no,no,no,no,no,no,no,no
623939,no,no,no,no,no,no,no,no,no,no,no,no
623940,no,no,no,no,no,no,no,no,no,no,no,no
623942,no,no,no,no,no,no,no,no,no,no,no,no
623943,no,no,no,no,no,si,no,no,no,no,si,si
623945,no,no,no,no,no,no,no,no,no,no,no,no
623946,no,no,no,no,no,no,no,no,no,no,no,no
623947,no,no,no,si,si,no,no,no,no,no,no,si
623948,no,no,no,no,no,no,no,no,no,no,no,no
