DIRECTORIO,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
631777,no,no,no,no,no,no,no,no,no,no,no,si
631778,si,si,si,no,si,no,no,no,si,no,no,si
631779,no,no,no,no,no,no,no,no,no,no,no,no
631780,no,no,si,si,si,no,no,no,si,no,no,si
631781,no,si,no,si,si,no,no,no,si,si,no,si
631782,no,no,no,no,no,no,no,no,no,no,no,si
631783,no,no,si,si,si,no,no,no,no,no,no,si
631784,no,no,no,no,no,no,no,no,no,no,no,no
631785,no,no,no,si,si,no,no,no,no,no,no,si
631786,no,no,no,si,si,no,no,no,si,si,no,si
631787,no,no,no,si,si,no,no,no,si,no,no,si
631788,si,no,si,si,si,si,no,no,si,si,no,si
631789,no,no,no,si,si,no,no,no,no,no,no,si
631790,no,no,si,si,si,no,no,no,no,no,no,si
631791,no,no,no,no,no,si,no,no,no,no,no,si
631792,no,no,no,si,si,no,no,no,no,no,no,si
631793,no,no,no,no,si,no,no,no,no,no,no,si
631794,no,no,si,si,si,no,no,no,no,no,no,no
631795,no,no,no,no,no,no,no,no,no,no,no,no
631796,no,no,si,si,si,si,no,si,si,si,si,si
631797,si,no,si,si,si,si,no,si,si,si,no,si
631798,no,no,no,si,no,si,no,no,no,si,no,si
631799,no,no,no,si,si,no,no,no,no,si,no,no
631800,no,no,no,no,no,no,no,no,no,no,no,no
631801,no,no,no,no,no,no,no,no,no,no,no,no
631802,no,no,no,no,si,no,no,no,no,no,no,no
631803,no,no,si,si,si,si,no,no,si,si,no,si
631804,no,no,no,si,si,no,no,no,no,no,no,no
631805,no,no,no,no,no,no,no,no,no,no,no,no
631806,no,no,no,si,si,no,no,no,no,no,no,si
631807,no,no,no,si,no,no,no,no,no,no,no,si
631808,no,no,no,si,si,no,no,si,no,no,no,no
631809,no,no,si,si,si,no,no,no,si,no,no,si
631810,no,no,si,si,si,no,no,no,si,si,no,si
631811,no,no,no,si,si,no,no,no,no,no,no,no
631812,no,no,si,si,si,no,no,no,no,no,no,si
631813,no,no,si,si,si,no,no,no,no,no,no,si
631814,no,no,no,si,si,no,no,no,no,no,no,si
631815,no,si,no,no,no,no,no,no,no,no,no,no
631816,no,no,no,si,si,no,no,no,no,no,no,si
631817,si,si,si,si,si,si,no,si,si,si,no,si
631818,no,no,no,no,si,no,no,no,no,no,no,no
631819,no,no,si,si,si,si,no,si,no,no,no,si
631820,no,no,no,si,si,no,no,no,si,si,no,si
631821,no,no,no,no,no,no,no,no,no,no,no,si
631822,si,si,no,no,no,no,no,no,no,no,no,no
631823,no,no,no,no,no,no,no,no,no,no,no,si
631824,no,si,no,no,no,no,no,no,no,no,no,si
631825,no,no,no,no,no,no,no,no,no,no,no,no
631826,no,no,no,si,si,no,no,no,no,si,no,si
631827,no,no,no,si,si,no,no,no,si,si,no,si
631828,no,no,no,si,si,no,no,no,no,no,no,si
631829,no,si,si,no,no,no,no,no,si,no,no,si
631830,no,no,no,no,no,no,no,no,no,no,no,no
631831,no,no,no,no,no,no,no,no,no,no,no,no
631832,no,no,no,si,si,no,no,no,no,no,no,si
631833,si,no,no,si,si,si,no,no,no,no,no,si
631834,no,no,no,si,si,si,no,no,si,no,no,si
631835,si,no,si,si,si,si,no,no,si,si,no,si
631836,si,no,si,si,si,si,no,no,si,si,no,si
631837,si,no,no,si,si,no,no,no,no,si,no,si
631838,no,no,no,si,si,no,no,no,no,no,no,si
631839,si,si,si,si,si,no,no,no,no,si,no,si
631840,no,no,no,no,no,no,no,no,no,no,no,no
631841,no,no,no,si,si,no,no,no,no,no,no,no
631842,si,no,si,si,si,no,no,no,si,no,no,si
631843,no,no,no,si,si,si,no,no,no,no,no,si
631844,no,no,no,si,no,no,no,no,no,no,no,si
631845,no,no,no,si,si,no,no,no,no,no,no,si
631846,si,no,no,si,si,no,no,no,no,no,no,si
631847,no,no,no,no,no,no,no,no,no,no,no,si
631848,no,no,no,si,si,si,no,no,si,no,no,si
631849,no,no,no,si,si,si,no,no,si,si,no,si
631850,no,no,no,no,no,no,no,no,no,no,no,no
631851,no,no,no,no,no,no,no,no,si,no,no,si
631852,no,no,si,si,si,no,no,no,no,si,no,si
631853,no,no,no,no,no,no,no,no,no,no,no,si
631854,si,no,si,si,si,no,no,no,no,no,no,si
631855,no,no,no,no,no,no,no,no,no,no,no,si
631856,no,no,no,si,si,no,no,no,no,no,no,no
631857,no,no,no,si,si,si,no,no,no,no,no,si
631858,no,no,no,no,no,no,no,no,no,no,no,si
631859,no,no,no,no,no,no,no,no,no,no,no,no
631860,no,no,no,si,si,si,no,no,si,no,no,si
631861,no,no,no,si,si,no,no,no,no,no,no,si
631862,no,no,no,si,si,no,no,no,no,no,no,no
631863,no,no,no,si,si,no,no,no,si,si,no,no
631864,si,si,si,si,si,si,no,no,si,si,no,si
631865,no,si,si,si,si,no,no,no,si,no,no,si
631866,no,no,no,no,no,no,no,no,no,no,no,no
631867,no,si,no,si,si,si,no,no,si,si,no,si
631868,no,no,no,si,si,no,no,no,si,no,no,si
631869,no,no,no,si,si,si,no,no,no,si,no,si
631870,no,no,no,si,si,no,no,no,no,no,no,si
631871,no,no,no,si,si,no,no,no,si,no,no,si
631872,no,no,si,si,si,no,no,no,si,si,no,si
631873,si,no,no,no,no,no,no,no,si,no,no,si
631874,no,no,no,no,no,no,no,no,no,no,no,no
631875,no,no,no,si,no,no,no,no,si,no,no,si
631876,no,no,no,no,si,no,no,no,si,no,no,no
631877,no,no,no,si,si,si,no,no,no,no,no,si
631878,no,no,no,no,no,no,no,no,no,no,no,no
631879,no,no,no,si,si,si,no,no,si,si,no,si
631880,no,no,no,si,si,si,no,no,si,no,no,no
631881,no,no,no,si,si,no,no,no,no,no,no,si
631882,si,no,no,si,si,si,no,no,no,no,no,si
631883,no,no,no,si,no,no,no,no,no,si,no,si
631884,no,no,no,si,no,si,no,no,no,no,no,si
631885,no,no,si,si,no,no,no,no,no,no,no,si
631886,no,si,si,si,si,no,no,no,no,no,no,si
631887,no,no,no,si,si,no,no,no,no,no,no,si
631888,no,no,si,si,si,no,no,no,no,no,no,si
631889,no,no,no,no,no,no,no,no,no,no,no,no
631890,no,no,no,si,si,no,no,no,no,si,no,si
631891,no,no,si,no,no,no,no,no,si,no,no,si
631892,si,no,no,si,si,no,no,no,no,no,no,si
631893,no,no,no,si,si,si,no,no,no,no,no,si
631894,no,no,no,si,si,no,no,no,no,no,no,si
631895,no,no,no,si,si,no,no,no,si,si,no,si
631896,no,no,no,si,si,no,no,no,si,si,no,si
631897,no,no,no,no,no,no,no,no,no,no,no,no
631898,no,no,no,si,no,no,no,no,no,no,no,si
631899,no,si,si,si,no,no,no,no,no,no,no,si
631900,no,no,si,si,si,si,no,si,no,no,no,si
631901,no,no,no,si,si,no,no,no,si,no,no,si
631902,no,no,no,no,no,no,no,no,no,no,no,no
631903,no,no,no,si,si,no,no,no,no,no,no,si
631904,no,no,no,no,no,no,no,no,no,no,no,no
631905,no,no,no,si,si,no,no,no,no,no,no,si
631906,no,no,no,no,no,no,no,no,no,no,no,no
631907,no,no,no,si,si,no,no,no,no,no,no,si
631908,no,no,no,si,si,no,no,no,no,no,no,si
631909,no,no,no,no,si,no,no,no,no,no,no,si
631910,no,no,si,si,si,no,no,no,si,si,no,si
631911,no,no,no,si,si,no,no,no,no,no,no,si
631912,no,no,si,si,si,no,no,no,no,no,no,si
631913,no,no,no,no,no,no,no,no,no,no,no,no
631914,no,no,no,si,si,no,no,no,no,no,no,si
631915,no,no,no,si,si,si,no,no,si,no,no,no
631916,no,no,si,si,si,no,no,no,no,no,no,si
631917,no,si,no,no,si,no,no,no,no,no,no,no
631918,no,no,no,no,no,no,no,no,no,no,no,no
631919,no,si,no,no,si,no,no,no,si,no,no,no
631920,si,si,no,no,no,no,no,no,no,no,si,no
631921,no,no,no,no,si,si,no,no,si,no,si,si
631922,no,no,no,no,no,no,no,no,no,no,si,no
631923,no,si,no,no,no,si,no,no,si,no,no,no
631924,si,si,no,si,no,no,no,no,no,no,si,si
631925,si,si,no,no,no,no,no,no,no,no,si,si
631926,no,si,no,no,si,no,no,no,si,no,si,si
631927,no,no,no,no,si,no,no,no,si,no,si,si
631928,no,no,no,no,no,no,no,no,no,no,si,no
631929,no,no,no,no,si,no,no,no,no,no,no,no
631930,no,no,no,no,si,no,no,no,no,no,no,si
631931,no,no,no,no,no,no,no,no,no,no,no,no
631932,no,no,no,no,si,no,no,no,no,no,no,no
631933,no,no,no,no,no,no,no,no,no,no,no,no
631934,no,no,no,si,si,no,no,no,no,no,no,no
631938,no,no,no,si,si,no,no,no,no,no,no,no
631940,no,no,no,no,si,no,no,no,no,no,no,no
631941,si,no,no,si,si,no,no,no,no,no,no,si
631942,no,no,no,no,no,no,no,no,no,no,no,no
631943,no,no,no,no,si,no,no,no,no,no,si,no
631945,no,no,no,no,si,no,no,no,no,no,si,no
631946,no,no,no,no,no,no,no,no,no,no,no,no
631947,no,no,no,no,no,no,no,no,no,no,no,no
631948,no,no,no,no,si,no,no,no,no,no,si,no
631949,no,no,no,no,si,no,no,no,no,no,no,no
631950,no,no,no,no,si,no,no,no,no,no,si,no
631951,no,no,no,no,si,no,no,no,no,no,no,no
631952,no,no,no,no,si,no,no,no,no,no,si,no
631953,no,no,no,no,si,no,no,no,no,no,si,no
631954,no,no,no,si,si,no,no,no,no,no,no,si
631955,no,no,no,si,si,no,no,no,no,no,no,no
631957,no,no,no,no,si,no,no,no,no,no,no,no
631958,no,no,no,no,si,no,no,no,no,no,no,no
631959,no,no,no,no,no,no,no,no,no,no,no,no
631960,no,no,no,no,no,no,no,no,no,no,no,no
631961,no,no,no,no,si,no,no,no,no,no,no,no
631962,no,no,no,no,no,no,no,no,no,no,no,no
631963,no,no,no,no,no,no,no,no,no,no,no,no
631964,no,no,no,no,si,no,no,no,no,no,no,no
631965,no,no,no,no,si,no,no,no,no,no,no,no
631967,no,no,no,no,si,no,no,no,no,no,no,no
631968,no,no,no,no,no,no,no,no,no,no,no,no
631969,no,no,no,no,no,no,no,no,no,no,no,no
631970,no,no,no,no,no,no,no,no,no,no,no,no
631971,no,no,no,no,si,no,no,no,no,no,si,no
631972,no,no,no,no,no,no,no,no,no,no,si,no
631973,no,no,no,no,si,no,no,no,no,no,si,no
631974,no,no,no,no,si,no,no,no,no,no,si,no
631975,no,no,no,no,no,no,no,no,no,no,no,no
631976,no,no,no,no,si,no,no,no,no,no,si,no
631977,no,no,no,no,no,no,no,no,no,no,no,no
631978,no,no,no,no,no,no,no,no,no,no,no,no
631979,no,no,no,no,no,no,no,no,no,no,no,no
631980,no,no,no,no,no,no,no,no,no,no,si,no
631981,no,no,no,no,no,no,no,no,no,no,no,no
631982,no,no,no,no,si,no,no,no,no,no,si,no
631983,no,no,no,no,no,no,no,no,no,no,no,si
631984,no,no,no,no,no,no,no,no,no,no,si,no
631985,no,no,no,no,si,no,no,no,no,no,no,no
631986,no,no,no,no,si,no,no,no,no,no,no,si
631987,no,no,no,no,si,no,no,no,no,no,no,si
631988,no,no,no,no,si,no,no,no,no,no,si,no
631989,no,no,no,no,si,no,no,no,no,no,no,no
631990,no,no,no,no,si,no,no,no,no,no,si,no
631991,no,no,no,si,si,no,no,no,no,no,no,no
631992,no,no,no,si,si,si,no,no,no,no,no,no
631993,no,no,no,si,no,no,no,no,no,si,no,no
631994,no,no,no,no,no,no,no,no,no,no,no,no
631995,no,no,no,no,no,no,no,no,no,no,no,no
631996,no,no,no,no,no,no,no,no,no,no,no,no
631997,no,no,no,no,no,no,no,no,no,no,no,no
631998,no,no,no,no,no,no,no,no,no,no,no,no
631999,no,no,no,si,no,no,no,no,no,no,no,no
632000,no,no,no,no,no,no,no,no,no,no,no,no
632001,no,no,no,no,no,no,no,no,no,no,no,no
632002,no,no,no,no,no,no,no,no,no,no,no,no
632003,no,no,no,no,no,no,no,no,no,no,no,no
632004,no,no,no,no,no,no,no,no,no,no,no,no
632005,no,no,no,no,no,no,no,no,no,no,no,no
632006,no,no,no,no,no,no,no,no,no,no,no,no
632007,no,no,no,no,no,no,no,no,no,no,no,no
632008,no,no,no,no,no,no,no,no,no,no,no,no
632009,no,no,no,no,no,no,no,no,no,no,no,no
632010,no,no,no,no,no,no,no,no,no,no,no,no
632011,no,no,no,no,no,no,no,no,no,no,no,no
632012,no,no,no,no,no,no,no,no,no,no,no,no
632013,no,no,no,no,no,no,no,no,no,no,no,no
632014,si,si,si,si,si,no,no,no,no,no,no,si
632015,no,no,no,no,no,no,no,no,no,no,no,no
632016,no,no,no,no,no,no,no,no,no,no,no,no
632017,no,no,no,si,si,si,no,no,no,no,no,no
632018,no,no,no,no,no,no,no,no,no,no,no,no
632019,no,no,no,no,no,no,no,no,no,no,no,no
632020,no,no,no,no,no,no,no,no,no,no,no,no
632021,no,no,no,si,si,no,no,no,no,no,no,si
632022,no,no,no,no,no,no,no,no,no,no,no,no
632023,no,no,no,no,no,no,no,no,no,no,no,no
632024,no,no,no,no,no,no,no,no,no,no,no,no
632025,no,no,no,no,no,no,no,no,no,no,no,no
632026,no,no,no,si,si,no,no,no,no,no,no,no
632027,no,no,no,no,no,no,no,no,no,no,no,no
632028,no,no,no,si,si,no,no,no,no,no,no,si
632029,no,no,no,si,no,no,no,no,no,no,no,no
632030,no,no,no,si,si,no,no,no,no,no,no,no
632031,no,no,no,no,no,no,no,no,no,no,no,no
632032,no,no,no,no,no,no,no,no,no,no,no,no
632033,no,no,no,si,no,no,no,no,no,no,no,no
632034,no,no,no,no,no,no,no,no,no,no,no,no
632035,no,no,no,no,no,no,no,no,no,no,no,no
632036,no,no,no,no,no,no,no,no,no,no,no,no
632037,no,no,no,si,si,no,no,no,no,si,no,si
632038,si,no,si,si,si,no,no,no,no,si,no,si
632039,no,no,no,si,si,no,no,no,no,no,no,si
632040,no,no,no,no,no,no,no,no,no,no,no,no
632041,no,no,no,no,si,no,no,no,si,no,no,si
632042,si,no,no,si,si,no,no,no,no,no,no,si
632043,no,no,no,no,no,no,no,no,no,no,no,no
632044,no,no,no,no,no,no,no,no,no,no,no,no
632045,no,no,no,no,si,no,no,no,no,no,no,no
632046,no,no,no,no,no,no,no,no,no,no,no,no
632047,no,no,no,si,si,no,no,no,si,no,no,si
632048,no,no,no,si,no,no,no,no,no,no,no,si
632049,no,no,no,no,no,no,no,no,no,no,no,no
632050,no,no,no,si,si,no,no,no,no,no,no,no
632051,si,no,no,si,si,no,no,no,no,si,no,si
632052,no,no,no,no,no,no,no,no,no,no,no,no
632053,no,no,no,si,si,no,no,no,no,no,no,no
632054,no,no,no,no,si,no,no,no,no,no,no,no
632055,no,no,no,si,si,no,no,no,no,no,no,si
632056,si,no,no,si,si,si,no,si,si,si,no,si
632057,no,no,no,si,si,si,no,no,no,no,no,no
632058,no,no,no,si,no,no,no,no,no,no,no,no
632059,no,no,no,si,si,no,no,no,no,no,no,no
632060,no,no,no,no,no,no,no,no,no,no,no,no
632061,no,no,no,si,si,no,no,no,no,no,no,no
632062,no,no,no,no,no,no,no,no,no,no,no,no
632063,no,no,no,no,no,no,no,no,no,no,no,no
632064,no,no,no,no,no,no,no,no,no,no,no,no
632065,no,no,no,no,no,no,no,no,no,no,no,no
632066,no,no,no,si,si,no,no,no,si,si,no,si
632067,no,no,si,si,si,si,si,no,no,no,no,si
632068,no,no,no,si,si,no,no,no,no,no,no,no
632069,no,no,no,si,si,no,no,no,si,si,no,si
632070,no,no,si,si,si,no,no,no,si,si,no,si
632071,no,no,no,si,si,no,no,no,si,si,no,si
632072,si,no,si,si,si,si,no,no,si,si,no,no
632073,no,no,no,no,no,no,no,no,no,no,no,no
632074,si,no,si,si,si,si,no,no,si,si,no,si
632075,si,si,si,si,si,no,no,no,si,si,no,si
632076,no,no,no,si,si,si,no,no,si,no,no,si
632077,no,no,no,no,no,no,no,no,no,no,no,no
632078,no,no,no,si,si,no,no,no,no,no,no,si
632079,no,no,no,si,si,no,no,no,no,no,no,si
632080,no,no,no,si,no,no,no,no,no,si,no,si
632081,no,no,no,si,no,no,no,no,no,no,no,no
632082,no,no,no,si,no,no,no,no,no,no,no,no
632083,no,no,no,no,no,no,no,no,no,no,no,no
632084,si,no,no,no,si,si,no,no,no,no,no,no
632085,no,no,no,si,no,no,no,no,no,no,no,no
632086,no,no,no,no,no,no,no,no,no,no,no,no
632087,no,no,no,no,si,no,no,no,no,no,no,si
632088,no,no,no,si,si,no,no,no,no,no,no,no
632089,no,no,no,si,no,no,no,no,si,si,no,no
632090,no,no,si,si,si,no,no,no,si,si,no,si
632091,no,no,no,si,no,no,no,no,no,no,no,si
632092,no,no,no,si,si,si,no,no,no,no,no,si
632093,si,no,no,si,si,no,no,no,no,si,no,no
632094,no,no,no,no,no,no,no,no,no,no,no,si
632095,no,no,no,no,no,no,no,no,no,no,no,no
632096,no,no,no,si,si,no,no,no,si,si,no,si
632097,no,no,no,si,no,no,no,no,si,si,no,si
632098,no,no,no,si,si,no,no,no,no,no,no,si
632099,no,no,no,si,si,si,no,no,si,si,no,si
632100,no,no,no,si,no,no,no,no,si,si,no,si
632102,no,no,no,si,no,no,no,no,si,si,no,si
632103,no,no,no,no,no,no,no,no,no,no,no,si
632104,no,no,no,si,si,no,no,no,si,no,no,si
632105,no,no,no,si,no,no,no,no,no,no,no,si
632106,no,no,si,si,no,no,no,no,no,no,no,si
632107,no,no,no,si,no,no,no,no,no,no,no,si
632108,si,no,no,si,si,si,no,no,si,si,no,si
632109,no,no,no,si,no,no,no,no,si,no,no,si
632110,no,no,no,si,si,no,no,no,no,no,no,si
632111,no,no,no,si,si,no,no,no,si,si,no,no
632112,no,no,no,si,si,si,no,no,si,si,no,si
632113,no,no,no,no,no,no,no,no,no,no,no,no
632114,si,no,si,si,si,si,no,no,si,si,no,si
632115,no,no,no,si,si,no,no,no,no,no,no,si
632116,no,no,no,si,no,no,no,no,no,no,no,si
632117,no,no,no,si,no,no,no,no,no,no,no,si
632118,no,no,no,no,no,no,no,no,no,no,no,no
632119,no,no,no,no,no,no,no,no,no,no,no,no
632120,si,no,si,si,si,no,no,no,no,no,no,si
632121,no,no,no,si,no,no,no,no,no,no,no,no
632122,no,no,no,si,no,no,no,no,no,no,no,si
632123,no,no,no,si,no,no,no,no,no,no,no,si
632124,no,no,no,no,no,no,no,no,no,no,no,si
632125,si,no,no,si,no,no,no,no,si,si,no,si
632126,no,no,no,si,no,no,no,no,si,no,no,si
632127,si,no,no,no,no,no,no,no,no,no,no,si
632128,no,no,no,si,si,no,no,no,no,no,no,si
632129,no,no,no,no,no,no,no,no,no,no,no,si
632130,no,no,no,si,no,no,no,no,no,no,no,si
632131,no,no,no,si,no,no,no,no,no,no,no,si
632132,no,no,no,si,si,no,no,no,no,no,no,si
632133,no,no,si,si,si,no,no,no,si,si,no,si
632134,no,no,no,si,no,no,no,no,no,no,no,si
632135,no,no,si,si,si,no,no,no,si,si,no,si
632136,no,no,no,si,si,no,no,no,no,no,no,si
632137,no,no,si,si,si,no,no,no,si,si,no,si
632138,no,no,no,si,si,no,no,no,si,si,no,si
632139,no,no,no,si,si,no,no,no,no,no,no,si
632140,no,no,no,si,no,no,no,no,si,si,no,si
632141,no,no,no,si,no,no,no,no,si,no,no,si
632142,no,no,no,si,si,no,no,no,no,no,no,si
632143,no,no,no,si,si,no,no,no,no,no,no,si
632144,no,no,si,si,no,no,no,no,no,no,no,si
632145,no,no,no,si,si,no,no,no,no,no,no,si
632146,no,no,si,si,si,no,no,no,si,si,no,si
632147,no,no,si,si,si,no,no,no,no,no,no,si
632148,no,no,no,si,no,no,no,no,no,no,no,si
632149,no,no,no,si,no,si,no,no,no,no,no,si
632150,no,no,si,si,si,no,no,no,no,no,no,si
632151,no,no,si,si,si,no,no,no,si,si,no,si
632152,no,no,no,no,no,no,no,no,no,no,no,si
632153,no,no,no,si,si,no,no,no,no,no,no,si
632154,no,no,no,no,si,no,no,no,no,no,no,no
632155,no,no,no,no,si,si,no,no,no,no,no,si
632156,no,no,no,si,si,no,no,no,no,no,no,no
632157,no,no,si,si,no,si,no,no,no,no,no,si
632158,no,no,no,si,no,no,no,no,no,no,no,no
632159,no,no,si,si,si,si,no,no,si,no,no,si
632160,no,no,si,si,si,si,no,no,si,si,no,si
632161,no,no,no,si,no,si,no,no,no,si,no,si
632162,no,no,no,si,no,no,no,no,si,no,no,si
632163,si,no,no,si,si,no,no,no,no,si,no,no
632164,no,no,no,si,no,no,no,no,no,no,no,si
632165,no,no,no,si,si,no,no,no,no,no,no,si
632166,no,no,no,si,si,no,no,no,no,no,no,si
632167,no,no,no,si,no,no,no,no,si,no,no,si
632168,si,si,si,si,si,si,no,no,si,si,no,si
632169,no,no,no,no,no,no,no,no,no,no,no,no
632170,no,no,no,si,no,no,no,no,no,no,no,no
632171,no,no,no,si,no,no,no,no,no,no,no,no
632172,no,no,si,si,si,no,no,no,no,no,no,si
632173,no,no,no,no,no,no,no,no,no,no,no,si
632174,no,no,no,si,si,no,no,no,si,si,no,si
632175,no,no,no,si,no,no,no,no,no,no,no,si
632176,no,no,no,si,si,no,no,no,no,no,no,si
632177,no,no,si,si,si,no,no,si,no,no,no,si
632178,no,no,no,si,si,no,no,no,si,no,no,si
632179,no,no,no,si,si,no,no,no,si,si,no,si
632180,no,no,no,si,si,no,no,no,no,no,no,si
632181,no,no,no,si,si,si,no,no,no,si,no,si
632182,no,no,no,si,no,no,no,no,no,no,no,no
632183,no,no,no,si,si,no,no,no,si,no,no,si
632184,no,no,no,si,si,no,no,no,no,si,no,si
632185,no,no,no,si,si,no,no,no,no,no,no,si
632186,no,no,no,no,no,no,no,no,si,no,no,si
632187,no,no,no,si,si,si,no,no,no,no,no,no
632188,no,no,no,si,no,no,no,no,no,no,no,si
632189,no,no,no,si,no,no,no,no,no,si,no,si
632190,no,no,no,si,no,no,no,no,no,no,no,si
632191,no,no,no,si,no,no,no,no,no,no,no,no
632192,no,no,no,si,si,no,no,no,no,no,no,si
632193,no,no,no,si,no,no,no,no,no,no,no,si
632194,no,no,no,si,no,no,no,no,no,no,no,no
632195,no,no,no,si,si,no,no,no,no,no,no,si
632196,no,no,no,si,si,no,no,no,no,no,no,si
632197,no,no,si,si,si,no,no,no,si,si,no,si
632198,si,no,no,si,si,no,no,no,no,no,no,no
632199,no,no,no,no,no,no,no,no,no,no,no,no
632200,no,no,no,si,si,no,no,no,no,no,no,no
632201,no,no,si,si,si,no,no,no,no,no,no,si
632202,no,no,si,si,si,si,no,no,no,no,no,si
632203,no,no,si,si,si,no,no,no,no,no,no,si
632204,no,no,si,si,si,no,no,no,no,no,no,si
632205,no,no,si,si,si,no,no,no,no,no,no,si
632206,no,no,no,si,no,no,no,no,no,no,no,no
632208,no,no,no,no,no,no,no,no,no,no,no,no
632209,no,no,no,si,si,no,no,no,no,no,no,no
632210,no,no,si,si,si,no,no,si,si,si,no,si
632211,no,no,no,si,no,no,no,no,no,no,no,si
632212,no,no,no,si,si,no,no,si,si,no,no,si
632213,no,no,si,si,si,si,no,no,si,si,no,si
632214,no,no,no,si,si,no,no,no,no,no,no,no
632215,no,no,no,no,no,no,no,si,no,no,no,no
632216,no,no,no,si,si,si,no,no,no,no,no,si
632217,no,no,no,si,si,no,no,no,no,no,no,si
632218,no,no,no,si,si,no,no,si,si,si,no,si
632219,si,no,no,si,no,no,no,no,no,no,no,si
632220,no,no,no,si,si,si,no,si,si,si,no,si
632221,no,no,no,si,no,no,no,no,no,no,no,si
632222,no,no,no,si,si,si,no,si,si,no,no,si
632223,no,no,si,si,si,si,no,no,no,si,no,si
632224,no,no,no,si,si,no,no,no,no,no,no,no
632225,no,no,no,si,si,no,no,no,no,si,no,no
632226,si,no,no,si,no,no,no,no,si,si,no,si
632227,no,no,no,no,si,no,no,no,no,no,no,si
632228,no,no,si,si,si,no,no,no,si,no,no,si
632229,no,no,no,no,no,no,no,no,no,no,no,no
632230,no,no,no,no,no,no,no,no,no,no,no,no
632232,no,no,no,no,no,no,no,no,no,no,no,no
632233,no,no,no,no,no,no,no,no,no,si,no,no
632235,no,no,no,no,no,no,no,no,si,no,no,no
632236,no,no,no,no,no,no,no,no,no,no,no,si
632237,si,si,no,si,si,si,no,no,si,si,no,si
632239,no,no,no,no,no,no,no,no,no,no,no,no
632240,no,no,no,si,si,no,no,no,si,no,no,si
632241,no,no,no,no,si,no,no,no,no,no,no,no
632242,no,no,no,no,si,no,no,no,no,no,no,no
632243,no,no,no,si,si,no,no,no,no,no,no,si
632244,no,no,no,si,si,no,no,no,no,no,no,si
632245,no,no,no,si,si,no,no,no,no,no,no,no
632246,no,no,no,no,no,no,no,no,no,no,no,no
632247,no,no,no,si,si,no,no,no,no,no,no,si
632248,si,si,si,si,si,no,no,no,no,no,no,no
632249,no,no,no,no,no,no,no,no,no,no,no,si
632250,si,no,si,si,si,no,no,no,no,no,no,si
632251,si,si,si,si,si,no,no,no,no,no,no,si
632252,si,si,si,si,si,no,no,no,no,no,no,no
632253,si,no,no,si,si,no,no,no,si,no,no,no
632254,no,no,no,si,si,no,no,no,no,no,no,si
632255,no,no,no,no,no,no,no,no,no,no,no,si
632256,no,no,no,no,si,no,no,no,no,no,no,no
632257,no,no,no,si,no,no,no,si,no,no,no,si
632258,no,no,no,si,si,no,no,no,no,no,no,no
632259,no,no,no,si,si,no,no,no,no,no,no,no
632260,si,no,no,si,si,no,no,no,no,no,no,si
632261,no,no,no,no,no,no,no,no,no,no,no,no
632262,no,no,no,si,si,no,no,no,no,no,no,no
632263,no,no,no,si,si,no,no,no,si,si,no,si
632264,no,no,no,no,no,no,no,no,no,no,no,no
632265,no,no,no,no,no,no,no,no,no,no,no,no
632266,no,no,no,si,si,no,no,no,si,si,no,no
632267,no,no,no,no,no,no,no,no,no,no,no,no
632268,si,no,si,si,si,si,no,no,si,si,no,si
632269,no,no,no,si,si,no,no,no,si,si,no,no
632270,no,no,no,no,no,no,no,no,no,no,no,no
632271,no,no,no,no,no,no,no,no,no,no,no,no
632272,no,no,no,no,no,no,no,no,no,no,no,no
632273,no,no,no,no,no,no,no,no,no,no,no,si
632274,no,no,no,no,no,no,no,no,no,no,no,si
632275,no,no,no,no,no,no,no,no,no,si,no,si
632276,no,no,no,no,no,no,no,no,no,no,no,si
632277,no,no,no,no,no,no,no,no,no,no,no,no
632278,no,no,no,no,no,no,no,no,no,no,no,no
632279,no,no,no,no,no,no,no,no,no,no,no,no
632280,no,no,no,no,no,no,no,no,no,no,no,no
632281,no,no,no,no,no,no,no,no,no,no,no,no
632282,no,no,no,no,no,no,no,no,no,no,no,no
632283,no,no,no,no,no,no,no,no,no,no,no,no
632284,no,no,no,no,no,no,no,no,no,no,no,no
632285,no,no,no,si,si,si,no,no,no,no,no,si
632286,no,no,no,si,si,no,no,si,no,no,no,si
632287,si,si,si,si,si,no,no,no,no,no,no,si
632288,no,no,no,si,si,si,no,no,si,no,no,no
632289,no,no,no,no,no,no,no,no,no,no,no,si
632290,no,no,no,no,no,no,no,no,no,no,no,no
632291,no,no,no,no,no,no,no,no,no,no,no,no
632292,no,si,no,si,si,no,no,no,no,si,no,si
632293,no,no,no,no,no,no,no,no,no,no,no,si
632294,no,no,no,si,si,si,no,no,si,si,no,si
632295,no,no,no,no,no,no,no,no,no,no,no,no
632296,no,no,no,no,no,no,no,no,no,no,no,no
632297,no,no,no,si,si,no,no,no,no,si,no,si
632298,no,no,no,si,si,no,no,no,no,si,no,si
632299,no,no,no,no,si,no,no,no,no,no,no,si
632300,no,no,no,no,si,no,no,no,no,no,no,si
632301,no,no,no,si,si,no,no,no,no,si,no,si
632302,no,no,si,si,si,no,no,no,si,si,no,si
