DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1182S1;P1182S2;P1182S3;P1181S1;P1181S2;P3317S1;P3317S2;P3317S3;P3318;P1612S1;P1611S1;P1772;P3319S1;P3319S2;P3320;P3321;P3119;P3121;P3122S1;P3122S2;P3122S3;P3122S4;P3123;P3124;P3125S1;P3125S2;P3125S3;P3125S4;P3125S5;P3125S6;P3126;P3322;P3127;P3128S1;P3128S2;P3128S3;P3128S4;P3128S5;P3128S6;P3128S7;P3128S8;P3129;P3323S1;P3323S2;P3323S3;P3323S4;P3323S5;P3323S6;P3324S1;P3324S2;P3324S3;P3324S4;P3325S1;P3325S2;P3325S3;P3325S4;P3326S1;P3326S2;P3326S3;P3326S4;P3326S5;P3326S6;P3326S7;P3326S8;P3326S9;P3327S1;P3327S2;P3327S3
620213;237;2;1;2;1830.4658545;2;1;2;2;3;2;2;3;2;;2;2;2;2;9;4;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620213;237;3;1;3;1830.4658545;2;2;2;2;2;2;2;3;2;;2;1;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;2;3;2;3;2;3;3;3
620214;237;1;1;1;1068.3041232;2;3;3;3;2;3;3;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;1;;;2;1;1;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;2;3;3;3
620214;237;2;1;2;1068.3041232;2;2;3;2;3;3;3;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;1;;;3;1;;;;;;;;;1;;;;;3;3;3;2;2;2;3;3;2;3;3;3
620215;237;1;1;1;1085.2350641;1;1;2;2;2;2;3;3;2;;2;1;1;1;2;5;5;2;;;;;;;;;;;;;;1;5;1;;1;1;1;;;;2;1;;1;1;;;;1;1;;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620215;237;2;1;2;1085.2350641;1;1;2;2;3;2;2;3;2;;2;1;1;1;2;4;4;2;;;;;;;;;;;;;;2;4;1;1;;1;1;;;;2;1;;1;;;;;1;;;;;;;2;2;2;2;2;3;2;3;2;4;4;4
620215;237;3;1;3;1085.2350641;1;1;2;2;2;2;2;3;2;;2;1;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;1;;1;1;1;;;;2;1;;1;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620215;237;4;1;4;1085.2350641;2;1;2;2;3;2;2;3;2;;2;1;2;2;2;4;4;2;;;;;;;;;;;;;;2;3;1;;1;;1;;;;2;1;;1;1;;;1;1;;;1;1;;;2;2;2;2;2;3;2;3;2;3;3;3
620216;237;1;1;1;1883.1146491;2;2;2;3;3;3;3;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;2;;;1;;;;;;3;1;;;;;;;1;;;;;;;3;2;2;2;2;4;2;2;2;4;4;4
620217;237;1;1;1;2086.7048247;2;2;2;2;3;2;3;3;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;;1;;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;2;3;3;3;2;4;4;4
620217;237;2;1;2;2086.7048247;2;1;2;3;3;2;2;3;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;2;3;3;3;2;4;4;4
620218;237;1;1;1;2020.0349511;2;1;2;3;3;2;2;3;2;;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;4;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;2;3;3;3;2;3;3;3
620218;237;2;1;2;2020.0349511;2;1;2;2;3;2;3;3;2;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;4;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;2;3;2;3;2;3;3;3
620219;237;1;1;1;1533.5117362;2;1;2;2;3;2;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;1;3;2;3;2;3;3;3
620219;237;2;1;2;1533.5117362;2;1;2;2;3;2;2;3;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;3;1;1;;1;1;;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;2;3;3;3;2;3;3;3
620220;237;2;1;2;2154.234721;2;2;2;2;2;2;2;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;3;1;1;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;1;2;3;3
620220;237;1;1;1;2154.234721;2;2;2;3;3;3;3;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;1;1;;;2;1;1;;;;;;;;1;;;;;3;3;3;1;2;1;3;3;1;3;3;3
620221;237;1;1;1;2239.4419322;2;1;2;3;3;2;2;3;2;;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;1;3;3;3;2;3;3;3
620221;237;2;1;2;2239.4419322;2;1;2;2;3;2;2;3;2;;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;2;3;3;3;2;3;3;2
620221;237;3;1;3;2239.4419322;2;1;2;2;3;2;2;3;2;;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;2;2;3;2;3;3;3;2;2;2;2
620222;237;1;1;1;1047.6124741;2;2;2;3;3;3;3;3;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;2;;;1;;;;;;3;1;;;;;;;;;1;;;;;3;3;3;2;1;3;3;3;1;3;3;4
620222;237;2;1;2;1047.6124741;2;2;2;3;3;3;3;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;1;1;;;3;1;;;;;;;;;1;;;;;3;3;3;2;2;4;4;3;1;4;4;4
620222;237;3;1;3;1047.6124741;2;2;2;3;3;3;3;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;3;1;1;;;;;;1;;;;;;;4;4;4;2;2;2;3;2;2;4;4;4
620223;237;1;1;1;1005.5323902;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;4;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620223;237;2;1;2;1005.5323902;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;1;;;2;1;;;;;;;;;1;;;;;2;3;3;3;3;3;3;3;3;3;3;4
620224;237;1;1;1;2404.6196467;2;2;3;3;3;3;3;3;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620224;237;2;1;2;2404.6196467;2;2;3;3;3;3;2;2;1;3;2;2;9;9;2;3;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;3;2;2;3;2;2;3;3;3
620224;237;3;1;3;2404.6196467;2;2;3;3;3;3;3;3;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;2;1;;1;1;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620224;237;4;1;4;2404.6196467;2;2;3;3;3;3;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;4
620224;237;5;1;5;2404.6196467;2;2;3;3;3;3;3;3;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620225;237;2;1;2;2225.5294221;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;3;3;3;4;3;2;3;2;3
620225;237;1;1;1;2225.5294221;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;4;3;2;;;;;;;;;;;;;;2;3;1;;;;;1;;;2;1;;;;;;;;;1;;;;;2;3;3;3;2;3;3;3;2;4;2;3
620227;237;1;1;1;1271.5665275;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;2;2;;;;;;;;;;;;;;2;2;1;1;;;1;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;2;2;2;2;3;2;3
620227;237;2;1;2;1271.5665275;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;2;3;1;1;1;;1;;;;2;1;;;;;;;;;1;;;;;3;2;2;1;2;2;2;2;2;3;3;3
620227;237;6;1;6;1271.5665275;2;2;2;2;2;2;2;2;1;2;2;2;2;2;9;2;2;2;;;;;;;;;;;;;;2;2;1;;1;;1;1;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;2;2;2;2;3;3;3
620229;237;1;1;1;1733.5182375;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;2;2;1;1;1;;1;;;;2;1;1;;;;;;;;1;;;;;3;3;3;2;2;2;2;2;2;3;3;3
620229;237;2;1;2;1733.5182375;2;2;2;2;2;2;2;2;1;2;2;2;2;2;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;1;;1;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;2;2;2;2;3;2;3
620230;237;1;1;1;966.11711631;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;2;2;1;1;2;3;2;1;3;3;3
620230;237;2;1;2;966.11711631;2;2;2;2;2;2;3;3;;;2;1;2;1;1;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;1;1;3;3;3
620231;237;1;1;1;718.20951518;1;1;1;1;3;2;1;2;;;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620231;237;2;1;2;718.20951518;2;2;2;2;2;2;3;2;;;2;1;2;1;1;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;3;2;1;1;2;3;1;1;3;3;3
620232;237;1;1;1;1111.6968009;3;3;3;3;3;1;3;3;;;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;2;2;1;1;1;1;1;;;;2;1;1;;;;;;;;1;;;;;3;3;3;2;2;2;3;3;2;2;2;2
620232;237;2;1;2;1111.6968009;3;3;3;3;3;1;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;3;1;1;2;3;3;1;2;2;2
620233;237;1;1;1;1467.8427239;3;3;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;1;1;1;;;;2;;1;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;2;2;2;2
620233;237;2;1;2;1467.8427239;2;3;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;;1;;;;;;;;1;;;;;3;3;2;2;2;2;3;3;2;3;3;3
620234;237;1;1;1;964.48178323;2;1;1;1;2;1;2;1;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;3;2;2;2;2;4;2;2;3;3;3
620235;237;1;1;1;548.54930905;3;3;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;1;1;1;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;3;3;3;2;3;3;3
620235;237;2;1;2;548.54930905;3;3;3;3;3;2;3;3;;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;1;;;;;;;;1;;;;;3;2;2;2;2;3;3;3;2;3;3;3
620235;237;4;1;4;548.54930905;3;3;3;3;3;3;3;3;;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;2;2;2;1;3;3;3;2;3;3;3
620236;237;4;1;4;875.70623633;2;2;2;2;3;2;2;2;;;2;2;2;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;3;2;4;1;2;3;3;3
620236;237;1;1;1;875.70623633;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;2;2;1;2;2;3;2;2;3;3;3
620237;237;1;1;1;1111.6968009;3;3;3;3;3;2;3;3;;;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;2;2;1;1;1;1;;;;;2;1;1;;;;;;;;1;;;;;4;3;3;1;1;2;4;4;2;3;3;3
620237;237;2;1;2;1111.6968009;3;3;3;3;3;1;3;3;;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;;1;;;;;;;;1;;;;;3;3;2;2;2;3;3;3;2;3;3;3
620238;237;1;1;1;718.20951518;1;1;1;2;2;2;2;2;;;2;2;2;2;1;4;4;2;;;;;;;;;;;;;;2;4;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620238;237;2;1;2;718.20951518;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;3;1;1;3;3;3
620239;237;1;1;1;828.27934527;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;4;1;1;3;3;3
620239;237;2;1;2;828.27934527;2;2;2;2;2;2;2;2;;;2;1;2;1;1;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
620240;237;1;1;1;1482.4409067;3;3;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;3;3;3;2;3;3;3
620240;237;2;1;2;1482.4409067;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;2;2;2;2;2;3;3;2;3;3;3
620240;237;3;1;3;1482.4409067;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;2;3;2;2;2;2;3;3;2;3;3;3
620240;237;4;1;4;1482.4409067;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;2;3;3;2;3;3;3
620241;237;1;1;1;777.5534428;3;3;3;3;3;2;3;3;;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;3;2;2;2;3;3;2;3;3;3
620241;237;2;1;2;777.5534428;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;2;3;3;2;3;3;3
620242;237;1;1;1;585.59268031;3;3;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;2;3;3;3
620242;237;2;1;2;585.59268031;3;3;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;3;3;3;2;3;3;3
620242;237;3;1;3;585.59268031;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;2;3;3;2;3;3;3
620243;237;1;1;1;780.85245421;3;3;3;3;3;1;3;3;;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;2;3;3;2;3;3;3
620243;237;2;1;2;780.85245421;3;3;3;3;3;1;3;3;;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;2;2;2;3;3;2;3;3;3
620244;237;1;1;1;910.17027766;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;4;4;3;2;2;2;4;4;2;3;3;3
620245;237;1;1;1;1051.3070601;3;3;3;3;3;2;3;3;;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;2;1;1;1;3;3;1;3;2;3
620246;237;1;1;1;850.82635004;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;3;2;2;2;3;3;2;3;3;3
620247;237;1;1;1;585.59268031;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;1;1;1;;;;;3;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
620247;237;2;1;2;585.59268031;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;4;2;2;3;3;3
620247;237;3;1;3;585.59268031;2;2;2;2;2;1;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;1;1;;;;3;1;1;;;;;;;;1;;;;;1;3;1;3;2;2;3;2;1;3;3;3
620248;237;1;1;1;1231.0003448;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;3;2;2;2;2;4;2;2;3;3;3
620248;237;2;1;2;1231.0003448;2;2;2;2;2;2;2;2;;;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;3;1;1;;;;;;;;1;;;;;2;3;2;2;2;2;3;2;2;3;3;3
620248;237;3;1;3;1231.0003448;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;3;2;2;2;2;3;2;2;3;3;3
620249;237;1;1;1;548.54930905;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;2;3;2;2;1;1;3;1;1;3;3;3
620249;237;2;1;2;548.54930905;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;3;2;2;2;2;3;2;2;3;3;3
620250;237;1;1;1;1467.8427239;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;3;2;2;2;2;3;2;2;3;3;3
620250;237;2;1;2;1467.8427239;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;3;1;1;;;;;;;;1;;;;;2;3;2;2;2;2;3;2;2;3;3;3
620251;237;1;1;1;964.48178323;2;2;2;2;2;2;2;2;;;2;2;1;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;1;;;;;;;;1;;;;;1;2;1;1;1;1;3;1;1;3;3;3
620252;237;1;1;1;875.70623633;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;3;3;3;2;2;2;3;3;2;3;3;3
620252;237;2;1;2;875.70623633;3;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;;;;;2;1;1;;;;;;;;1;;;;;4;4;4;2;2;2;4;4;2;2;2;2
620253;237;1;1;1;850.82635004;2;2;2;2;2;2;2;2;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;1;;;3;1;1;;;;;;;;1;;;;;1;3;2;2;2;2;3;2;1;3;3;3
620254;237;1;1;1;827.87850563;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620254;237;2;1;2;827.87850563;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;1;2;2;2;2;2;2;2;2;4;4;4
620255;237;1;1;1;1351.7589122;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;3;4;4;4
620255;237;2;1;2;1351.7589122;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620256;237;1;1;1;925.75061004;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620256;237;2;1;2;925.75061004;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620256;237;3;1;3;925.75061004;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620257;237;1;1;1;3311.5140225;1;1;2;2;2;2;2;2;1;3;2;2;1;1;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620257;237;2;1;2;3311.5140225;1;1;2;2;2;2;2;2;1;3;2;2;1;1;9;3;3;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620258;237;1;1;1;1694.1171782;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620258;237;2;1;2;1694.1171782;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;1;2;2;2;2;2;2;2;2;4;4;4
620259;237;1;1;1;1351.7589122;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620259;237;2;1;2;1351.7589122;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620260;237;1;1;1;896.52008087;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620260;237;2;1;2;896.52008087;1;1;2;2;2;3;1;2;1;3;2;2;9;9;9;5;3;2;;;;;;;;;;;;;;9;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620261;237;1;1;1;2730.6468512;2;2;2;2;2;3;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620261;237;2;1;2;2730.6468512;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;1;2;4;4;4
620262;237;1;1;1;1351.7589122;1;2;2;2;2;2;2;2;1;4;2;2;1;1;2;4;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620262;237;2;1;2;1351.7589122;1;1;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620263;237;1;1;1;1284.2470651;1;1;1;1;3;3;3;3;2;;2;2;1;1;1;4;4;2;;;;;;;;;;;;;;1;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620264;237;1;1;1;1498.0915592;2;2;2;2;2;2;2;2;2;;1;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;3;2;2;4;4;4
620264;237;2;1;2;1498.0915592;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620265;237;1;1;1;979.66513454;1;2;2;2;2;2;2;2;2;;2;2;1;1;1;5;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620265;237;2;1;2;979.66513454;1;1;2;2;2;2;2;2;1;3;2;2;1;1;1;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;;;;1;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
