DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1182S1;P1182S2;P1182S3;P1181S1;P1181S2;P3317S1;P3317S2;P3317S3;P3318;P1612S1;P1611S1;P1772;P3319S1;P3319S2;P3320;P3321;P3119;P3121;P3122S1;P3122S2;P3122S3;P3122S4;P3123;P3124;P3125S1;P3125S2;P3125S3;P3125S4;P3125S5;P3125S6;P3126;P3322;P3127;P3128S1;P3128S2;P3128S3;P3128S4;P3128S5;P3128S6;P3128S7;P3128S8;P3129;P3323S1;P3323S2;P3323S3;P3323S4;P3323S5;P3323S6;P3324S1;P3324S2;P3324S3;P3324S4;P3325S1;P3325S2;P3325S3;P3325S4;P3326S1;P3326S2;P3326S3;P3326S4;P3326S5;P3326S6;P3326S7;P3326S8;P3326S9;P3327S1;P3327S2;P3327S3
606554;237;4;1;4;110.99505906;2;2;2;2;2;2;2;2;2;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606555;237;1;1;1;138.7515624;2;3;2;2;3;2;3;3;2;;2;1;2;2;2;3;2;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;1;;;;;;1;;;;;2;3;4;1;1;1;4;4;1;2;1;2
606555;237;2;1;2;138.7515624;2;3;2;2;3;2;2;2;2;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;3;3;2;1;1;4;3;3;2;3;3;3
606555;237;5;1;5;138.7515624;2;2;2;2;2;2;2;2;2;;2;1;2;2;2;4;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;;;;;2;1;;;1;;;;;;1;;;;;2;2;3;2;2;3;3;3;1;3;3;3
606556;237;1;1;1;89.946516165;2;2;3;2;3;3;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;2;1;1;;;;;;;;1;;;;;3;3;3;4;2;2;4;3;2;4;4;4
606556;237;2;1;2;89.946516165;2;3;2;2;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;1;1;;;;;;;3;;1;;;;;;;;1;;;;;3;3;4;2;2;3;4;3;3;4;3;4
606557;237;1;1;1;91.741797474;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606557;237;2;1;2;91.741797474;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606558;237;1;1;1;238.91093092;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;;1;;;;;;;2;;1;;;;;;;;1;;;;;4;4;4;4;2;2;4;4;3;3;3;3
606558;237;2;1;2;238.91093092;2;3;3;3;3;3;3;3;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;1;;;;;;;2;;1;;;;;;;;1;;;;;3;3;3;3;2;2;4;3;1;3;3;3
606559;237;1;1;1;247.61987852;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606559;237;2;1;2;247.61987852;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606560;237;1;1;1;296.23130216;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606560;237;2;1;2;296.23130216;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
606560;237;3;1;3;296.23130216;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606560;237;4;1;4;296.23130216;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606561;237;1;1;1;268.83521294;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;;1;;;;;;;2;1;1;;1;;;;;;1;;;;;3;3;3;3;1;2;4;3;2;4;4;4
606561;237;2;1;2;268.83521294;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;1;1;;1;;;;;;;2;;1;;1;;;;;;1;;;;;3;3;4;3;1;3;4;3;1;3;3;3
606561;237;4;1;4;268.83521294;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;3;;1;;;;;;;;1;;;;;3;4;4;3;1;2;4;4;2;3;3;3
606562;237;1;1;1;132.37749116;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;1;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606562;237;2;1;2;132.37749116;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606562;237;5;1;5;132.37749116;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;;;1;;;;;;1;;;;;2;3;2;2;2;3;3;2;2;4;4;4
606562;237;6;1;6;132.37749116;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;3
606563;237;2;1;2;150.02056532;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606563;237;1;1;1;150.02056532;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;1;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606564;237;1;1;1;137.39698068;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606564;237;2;1;2;137.39698068;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606565;237;1;1;1;179.30739527;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606565;237;2;1;2;179.30739527;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
606565;237;3;1;3;179.30739527;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606566;237;1;1;1;148.62359789;2;2;2;2;2;2;2;2;2;;2;1;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;1;;;1;;;;;;1;;;;;2;3;2;3;2;3;3;2;2;4;4;4
606566;237;2;1;2;148.62359789;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606567;237;1;1;1;196.41946609;2;2;3;3;3;3;2;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;2;;1;;;;;;;;1;;;;;2;2;3;3;2;2;4;3;2;4;4;4
606567;237;2;1;2;196.41946609;2;2;3;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;1;;1;;;;;;3;;1;;;;;;;;1;;;;;3;3;3;3;2;2;3;4;1;3;3;3
606567;237;3;1;3;196.41946609;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;1;1;1;;1;;;;3;1;1;;1;;;;;;1;;;;;3;3;3;3;2;2;4;3;3;3;2;2
606567;237;4;1;4;196.41946609;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;3;;1;;1;;;;;;1;;;;;3;3;3;3;2;3;4;4;1;2;3;3
606568;237;1;1;1;146.07348239;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;4;2;;;;;;;;;;;;;;1;4;1;1;;;;;;;2;1;1;1;1;;;;1;1;;;;;;2;1;1;2;1;2;2;2;2;5;5;5
606568;237;2;1;2;146.07348239;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;4;4;2;;;;;;;;;;;;;;1;4;1;;;;;;;;2;1;1;1;;;;;1;;;;;;;2;2;2;3;2;2;2;2;1;4;4;4
606569;237;1;1;1;146.07348239;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;3;3
606569;237;2;1;2;146.07348239;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
606570;237;1;1;1;191.6474066;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;3;3;3
606570;237;2;1;2;191.6474066;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;1;2;2;2;3;3;3
606571;237;1;1;1;169.25935427;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;4;4
606572;237;1;1;1;153.74541887;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;2;3;3;3
606572;237;2;1;2;153.74541887;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606572;237;6;1;6;153.74541887;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;3;3;3
606573;237;1;1;1;246.57304058;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;1;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606573;237;2;1;2;246.57304058;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;1;1;;;2;1;;;;;;;;;1;;;;;3;3;3;2;1;4;3;3;1;2;2;2
606574;237;1;1;1;136.72177262;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;3;;1;;;;;;;;1;;;;;3;3;3;3;2;3;3;3;4;2;3;3
606574;237;2;1;2;136.72177262;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;;1;;;;;;;2;;1;;;;;;;;1;;;;;3;4;3;3;3;3;3;4;3;2;2;3
606575;237;1;1;1;242.22979227;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;1;;;2;1;;;;;;;;;1;;;;;1;1;1;1;1;3;2;1;1;4;4;4
606576;237;1;1;1;196.72217126;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;9;1;;1;;;;;;;3;;1;;;;;;;;1;;;;;3;3;4;4;2;2;4;4;3;2;3;3
606577;237;1;1;1;134.79452439;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;9;3;1;1;1;;1;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;3
606577;237;3;1;3;134.79452439;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;1;1;;1;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606577;237;5;1;5;134.79452439;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
606577;237;6;1;6;134.79452439;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;1;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
606577;237;9;1;9;134.79452439;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606578;237;1;1;1;148.83012143;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;1;1;;;;;;;2;;1;;;;;;;;1;;;;;3;3;3;3;1;2;4;4;3;3;3;3
606578;237;2;1;2;148.83012143;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;2;2;;;;;;;;;;;;;;2;2;;1;;;;;;;3;;1;;;;;;;;1;;;;;3;3;3;3;2;3;3;3;1;3;3;3
606579;237;1;1;1;106.86139343;2;2;2;2;2;2;2;2;1;3;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;1;;;3;1;;;;;;;;;1;;;;;2;3;3;2;2;3;3;3;2;3;3;3
606579;237;2;1;2;106.86139343;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;9;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;2;2;3;3;3;2;4;4;4
606579;237;3;1;3;106.86139343;2;2;2;2;2;2;2;2;1;3;2;2;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;;1;1;;;1;;;2;1;;;;;;;;;1;;;;;2;3;3;2;2;3;3;3;1;3;3;3
606580;237;1;1;1;93.458307114;3;2;2;2;2;2;3;2;1;2;2;2;1;1;2;2;2;2;;;;;;;;;;;;;;1;3;1;1;1;;1;1;;;3;1;;;;;;;;;1;;;;;2;3;3;2;2;4;3;3;2;1;1;1
606580;237;2;1;2;93.458307114;2;2;2;2;2;2;2;2;1;2;2;1;1;1;2;3;2;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;3;1;;;;;;;;;1;;;;;2;3;3;2;2;4;3;3;2;3;3;3
606581;237;1;1;1;117.16629075;2;2;2;2;2;2;2;2;1;3;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;3;3
606581;237;2;1;2;117.16629075;2;2;2;2;2;2;2;2;1;3;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;3;3
606581;237;3;1;3;117.16629075;2;2;2;2;2;2;2;2;1;3;2;1;1;1;1;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;1;;;2;1;;;;;;;;;1;;;;;2;3;3;2;2;4;3;3;2;3;3;3
606582;237;1;1;1;100.5491815;2;2;2;2;2;2;2;2;1;3;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;3;3
606582;237;2;1;2;100.5491815;2;2;2;2;2;2;2;3;1;3;2;1;1;1;1;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;4;4;4
606582;237;3;1;3;100.5491815;1;2;2;2;2;2;1;2;1;4;2;1;1;1;2;3;4;2;;;;;;;;;;;;;;1;3;1;;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;4;3;3;2;4;4;4
606583;237;1;1;1;64.584745199;2;2;2;2;2;2;2;2;1;4;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;3;4
606583;237;2;1;2;64.584745199;2;2;2;2;2;2;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;1;1;;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;3;3
606583;237;3;1;3;64.584745199;2;2;2;2;2;2;2;2;1;3;2;1;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;;1;1;;;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;4;4;4
606584;237;1;1;1;108.81529975;2;2;3;3;3;2;3;3;1;2;1;1;2;1;2;2;4;1;;;1;;1;2;1;;;;;;2;2;1;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;4;2;2;1;4;3;3;2;1;2;2
606584;237;2;1;2;108.81529975;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;2;2;;;;;;1;;;3;1;;;;;;;;;1;;;;;1;4;2;3;2;4;3;3;2;3;2;2
606584;237;3;1;3;108.81529975;2;2;3;3;3;2;2;3;2;;2;1;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;1;;3;1;;;;;;;;;1;;;;;4;4;2;1;1;4;3;3;1;3;2;2
606584;237;4;1;4;108.81529975;2;3;3;3;3;2;3;3;2;;2;2;2;9;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;1;;;;;;;1;;;;;;;3;3;2;2;2;2;3;3;2;3;2;2
606584;237;5;1;5;108.81529975;2;2;2;2;2;2;2;2;2;;2;2;2;9;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;1;;;2;1;;;;;;;;;1;;;;;3;3;3;2;2;3;3;3;2;2;2;2
606584;237;6;1;6;108.81529975;2;2;3;2;2;2;3;2;1;2;1;1;2;1;2;2;3;2;;;;;;;;;;;;;;2;3;;;;;;1;;;3;1;;;1;;;;;;1;;;;;3;3;1;2;1;3;4;4;1;2;2;2
606584;237;7;1;7;108.81529975;2;2;3;3;3;2;2;2;2;;2;2;2;9;2;3;2;2;;;;;;;;;;;;;;2;2;;;;;1;1;;;3;1;;;1;;;;;;1;;;;;4;4;3;2;2;3;4;3;2;1;1;1
606585;237;1;1;1;62.297635618;3;2;2;3;3;2;3;2;2;;2;1;2;2;2;2;3;2;;;;;;;;;;;;;;2;2;;1;;;1;;;;2;1;;;;;;;;;1;;;;;4;3;2;1;1;4;3;3;1;1;2;2
606585;237;2;1;2;62.297635618;2;2;2;3;3;2;2;2;1;2;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;1;;;;;;;3;3;2;2;2;3;3;3;2;2;2;2
606585;237;3;1;3;62.297635618;2;3;2;3;3;2;2;2;1;2;2;1;2;9;2;2;3;2;;;;;;;;;;;;;;2;3;;;1;;1;1;;;3;1;;;1;;;;;;1;;;;;3;4;2;1;1;3;4;3;1;2;2;2
606585;237;6;1;6;62.297635618;2;3;3;3;3;2;3;3;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;2;;;1;;1;1;;;3;1;1;;1;;;;;;1;;;;;3;3;2;2;2;3;3;2;1;3;2;2
606586;237;1;1;1;91.141302244;2;2;3;3;2;2;3;2;2;;2;2;2;9;9;2;3;2;;;;;;;;;;;;;;2;2;;;;;;1;;;2;1;;;;;;;;;1;;;;;4;3;2;1;1;4;3;3;2;2;2;2
606586;237;2;1;2;91.141302244;2;2;2;2;2;2;2;2;2;;2;2;2;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;2;1;3;3;3;2;2;2;2
606587;237;1;1;1;127.7280261;2;2;2;2;2;2;2;2;1;3;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;3;3
606587;237;2;1;2;127.7280261;2;2;2;2;2;2;2;2;1;3;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;1;1;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;3;3;3
606588;237;1;1;1;130.47357835;2;2;2;2;2;2;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;1;;;2;1;1;;1;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;4;4;4
606588;237;2;1;2;130.47357835;2;2;2;2;2;1;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;1;;;;;2;1;;;1;;;;;;1;;;;;2;3;2;2;2;3;3;3;2;4;4;4
606589;237;1;1;1;127.21173889;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;1;;;;;1;1;;;1;;;;2;2;2;2;2;1;2;2;2;3;3;3
606589;237;2;1;2;127.21173889;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;1;;;;;;1;;;;;;;2;2;2;2;2;2;2;1;2;3;3;3
606590;237;1;1;1;162.4676503;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;1;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606590;237;2;1;2;162.4676503;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;1;;;;;1;1;;;1;;;;2;2;2;2;2;2;2;2;2;3;3;3
606590;237;3;1;3;162.4676503;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;;;;2;1;1;;;;;1;1;;;1;1;;;2;2;2;1;1;2;3;3;2;3;3;3
606591;237;1;1;1;162.28454129;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;;1;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
606591;237;2;1;2;162.28454129;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;4;1;;;;1;;;;2;1;1;;;;;1;;;;1;;;;2;2;1;2;2;1;2;2;2;3;3;3
606592;237;1;1;1;111.61196502;1;2;2;1;1;2;2;2;1;4;2;1;1;1;2;4;4;2;;;;;;;;;;;;;;1;3;1;;;;1;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;3;4;4;4
606592;237;2;1;2;111.61196502;1;2;2;1;2;1;2;2;1;4;2;1;1;1;2;4;4;2;;;;;;;;;;;;;;2;4;1;;;;1;;;;2;1;1;;;;;;;;1;;;;;2;2;1;3;3;2;3;2;3;3;3;3
606593;237;1;1;1;127.21173889;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;3;1;;;;;;;;;1;;;;;2;3;2;2;2;2;2;3;2;3;3;3
606593;237;2;1;2;127.21173889;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;1;;;;2;1;;;;;;;;;1;;;;;3;3;3;2;2;2;3;3;3;3;3;3
606594;237;1;1;1;124.12626348;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;2;2;2;3;2;2;2;2;2;4;4;4
606594;237;2;1;2;124.12626348;2;2;2;2;3;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;3;2;2;2;2;2;4;4;4
606594;237;3;1;3;124.12626348;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;3;2;2;3;2;2;4;4;4
606594;237;4;1;4;124.12626348;2;2;2;2;3;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;3;2;2;3;2;2;4;4;4
606595;237;1;1;1;141.93361784;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;;;1;;1;;;;3;1;;;;;;;;;1;;;;;3;3;3;2;2;2;3;3;3;3;3;3
606595;237;2;1;2;141.93361784;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;;;1;;;;;;3;1;;;;;;;;;1;;;;;3;3;3;2;2;2;3;3;3;3;3;3
606596;237;1;1;1;136.28289782;2;2;2;2;2;2;2;1;2;;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;;;;;;2;;;;1;;;;;2;2;2;2;2;3;3;3;2;4;4;4
606596;237;2;1;2;136.28289782;2;2;2;2;2;2;2;2;2;;2;2;2;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;3;1;4;3;3
606596;237;3;1;3;136.28289782;2;3;2;2;2;3;2;2;2;;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;3;2;4;4;4
