DIRECTORIO,Victima_hurto_residencial_2022,Hurto_objeto_personal_2022,Victima_delito_cibernetico_2022,Implicado_violencia_fisica_2022,Victima_fraude_2022,Victima_amenazas_2022,Victima_acoso_laboral_2022,Victima_acoso_escolar_2022,Victima_secuestro_2022,Victima_invasiones_domiciliarias_2022,Victima_desplazamiento_2022,Victima_acoso_callejero_2022,Victima_acoso_sexual_2022
626394,,0,0,0,0,0,0,0,0,0,0,0,0
626395,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626395,,0,0,0,0,0,0,0,0,0,0,0,0
626396,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626396,,0,0,0,0,0,0,0,0,0,0,0,0
626397,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626397,,0,0,0,0,0,0,0,0,0,0,0,0
626397,,0,0,0,0,0,0,0,0,0,0,0,0
626397,,0,0,0,0,0,0,0,0,0,0,0,0
626398,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626398,,0,0,0,0,0,0,0,0,0,0,0,0
626399,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626399,,0,0,0,0,0,0,0,0,0,0,0,0
626400,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626400,,0,0,0,0,0,0,0,0,0,0,0,0
626401,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626402,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626402,,0,0,0,0,0,0,0,0,0,0,0,0
626403,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626403,,0,0,0,0,0,0,0,0,0,0,0,0
626404,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626404,,0,0,0,0,0,0,0,0,0,0,0,0
626404,,0,0,0,0,0,0,0,0,0,0,0,0
626404,,0,0,0,0,0,0,0,0,0,0,0,0
626405,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626405,,0,0,0,0,0,0,0,0,0,0,0,0
626406,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626406,,1,0,0,0,0,0,0,0,0,0,0,0
626407,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626407,,0,0,0,0,0,0,0,0,0,0,0,0
626408,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626408,,0,0,0,0,0,0,0,0,0,0,0,0
626409,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626409,,0,0,0,0,0,0,0,0,0,0,0,0
626409,,0,0,0,0,0,0,0,0,0,0,0,0
626409,,0,0,0,0,0,0,0,0,0,0,0,0
626410,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626410,,0,0,0,0,0,0,0,0,0,0,0,0
626411,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626411,,0,0,0,0,0,0,0,0,0,0,0,0
626412,,0,0,0,0,0,0,0,0,0,0,0,0
626412,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626412,,0,0,0,0,0,0,0,0,0,0,0,0
626413,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626413,,0,0,0,0,0,0,0,0,0,0,0,0
626414,,0,0,0,0,0,0,0,0,0,0,0,0
626414,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626414,,0,0,0,0,0,0,0,0,0,0,0,0
626415,,0,0,0,0,0,0,0,0,0,0,0,0
626415,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626416,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626417,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626418,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626418,,0,0,0,0,0,0,0,0,0,0,0,0
626419,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626419,,0,0,0,0,0,0,0,0,0,0,0,0
626419,,0,0,0,0,0,0,0,0,0,0,0,0
626420,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626420,,0,0,0,0,0,0,0,0,0,0,0,0
626420,,0,0,0,0,0,0,0,0,0,0,0,0
626421,1.0,0,0,0,0,0,0,0,0,0,0,0,0
626421,,0,0,0,0,0,0,0,0,0,0,0,0
626421,,0,0,0,0,0,0,0,0,0,0,0,0
626422,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626422,,0,0,0,0,0,0,0,0,0,0,0,0
626423,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626424,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626424,,0,0,0,0,0,0,0,0,0,0,0,0
626425,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626425,,0,0,0,0,0,0,0,0,0,0,0,0
626426,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626426,,0,0,0,0,0,0,0,0,0,0,0,0
626426,,0,0,0,0,0,0,0,0,0,0,0,0
626427,,0,0,0,0,0,0,0,0,0,0,0,0
626427,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626427,,0,0,0,0,0,0,0,0,0,0,0,0
626428,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626428,,0,0,0,0,0,0,0,0,0,0,0,0
626429,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626429,,0,0,0,0,0,0,0,0,0,0,0,0
626430,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626430,,0,0,0,0,0,0,0,0,0,0,0,0
626431,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626432,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626432,,0,0,0,0,0,0,0,0,0,0,0,0
626433,,0,0,0,0,0,0,0,0,0,0,0,0
626433,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626434,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626435,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626435,,0,0,0,0,0,0,0,0,0,0,0,0
626435,,0,0,0,0,0,0,0,0,0,0,0,0
626436,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626436,,0,0,0,0,0,0,0,0,0,0,0,0
626437,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626438,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626439,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626440,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626441,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626442,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626442,,0,0,0,0,0,0,0,0,0,0,0,0
626443,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626443,,0,0,0,0,0,0,0,0,0,0,0,0
626443,,0,0,0,0,0,0,0,0,0,0,0,0
626444,0.0,0,0,0,0,1,0,0,0,0,0,0,0
626445,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626445,,0,0,0,0,0,0,0,0,0,0,0,0
626446,,0,0,0,0,0,0,0,0,0,0,0,0
626446,,0,0,0,0,0,0,0,0,0,0,0,0
626446,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626447,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626447,,0,0,0,0,0,0,0,0,0,0,0,0
626448,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626448,,0,0,0,0,0,0,0,0,0,0,0,0
626449,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626449,,0,0,0,0,0,0,0,0,0,0,0,0
626449,,0,0,0,0,0,0,0,0,0,0,0,0
626450,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626451,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626451,,0,0,0,0,0,0,0,0,0,0,0,0
626452,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626452,,0,0,0,0,0,0,0,0,0,0,0,0
626452,,0,0,0,0,0,0,0,0,0,0,0,0
626453,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626453,,0,0,0,0,0,0,0,0,0,0,0,0
626454,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626455,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626456,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626456,,0,0,0,0,0,0,0,0,0,0,0,0
626457,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626457,,0,0,0,0,0,0,0,0,0,0,0,0
626458,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626458,,0,0,0,0,0,0,0,0,0,0,0,0
626459,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626459,,0,0,0,0,0,0,0,0,0,0,0,0
626460,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626461,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626461,,0,0,0,0,0,0,0,0,0,0,0,0
626461,,0,0,0,0,0,0,0,0,0,0,0,0
626462,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626462,,0,0,0,0,0,0,0,0,0,0,0,0
626463,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626464,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626464,,0,0,0,0,0,0,0,0,0,0,0,0
626465,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626465,,0,0,0,0,0,0,0,0,0,0,0,0
626466,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626467,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626467,,0,0,0,0,0,0,0,0,0,0,0,0
626467,,0,0,0,0,0,0,0,0,0,0,0,0
626468,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626468,,0,0,0,0,0,0,0,0,0,0,0,0
626469,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626469,,0,0,0,0,0,0,0,0,0,0,0,0
626470,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626470,,0,0,0,0,0,0,0,0,0,0,0,0
626471,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626471,,0,0,0,0,0,0,0,0,0,0,0,0
626472,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626472,,0,0,0,0,0,0,0,0,0,0,0,0
626473,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626474,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626474,,0,0,0,0,0,0,0,0,0,0,0,0
626474,,0,0,0,0,0,0,0,0,0,0,0,0
626475,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626475,,0,0,0,0,0,0,0,0,0,0,0,0
626476,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626476,,0,0,0,0,0,0,0,0,0,0,0,0
626477,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626477,,0,0,0,0,0,0,0,0,0,0,0,0
626478,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626479,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626479,,0,0,0,0,0,0,0,0,0,0,0,0
626480,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626480,,0,0,0,0,0,0,0,0,0,0,0,0
626481,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626481,,0,0,0,0,0,0,0,0,0,0,0,0
626482,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626482,,0,0,0,0,0,0,0,0,0,0,0,0
626483,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626484,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626485,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626485,,0,0,0,0,0,0,0,0,0,0,0,0
626486,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626486,,0,0,0,0,0,0,0,0,0,0,0,0
626487,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626487,,0,0,0,0,0,0,0,0,0,0,0,0
626488,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626488,,0,0,0,0,0,0,0,0,0,0,0,0
626489,,0,0,0,0,0,0,0,0,0,0,0,0
626489,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626490,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626491,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626491,,0,0,0,0,0,0,0,0,0,0,0,0
626492,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626492,,0,0,0,0,0,0,0,0,0,0,0,0
626492,,0,0,0,0,0,0,0,0,0,0,0,0
626492,,0,0,0,0,0,0,0,0,0,0,0,0
626493,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626494,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626494,,0,0,0,0,0,0,0,0,0,0,0,0
626494,,0,0,0,0,0,0,0,0,0,0,0,0
626495,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626495,,0,0,0,0,0,0,0,0,0,0,0,0
626496,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626497,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626497,,0,0,0,0,0,0,0,0,0,0,0,0
626498,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626498,,0,0,0,0,0,0,0,0,0,0,0,0
626499,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626499,,0,0,0,0,0,0,0,0,0,0,0,0
626499,,0,0,0,0,0,0,0,0,0,0,0,0
626500,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626501,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626501,,0,0,0,0,0,0,0,0,0,0,0,0
626502,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626502,,0,0,0,0,0,0,0,0,0,0,0,0
626503,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626504,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626504,,0,0,0,0,0,0,0,0,0,0,0,0
626505,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626505,,0,0,0,0,0,0,0,0,0,0,0,0
626506,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626507,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626507,,0,0,0,0,0,0,0,0,0,0,0,0
626508,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626509,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626509,,0,0,0,0,0,0,0,0,0,0,0,0
626510,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626510,,0,0,0,0,0,0,0,0,0,0,0,0
626511,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626511,,0,0,0,0,0,0,0,0,0,0,0,0
626511,,0,0,0,0,0,0,0,0,0,0,0,0
626512,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626512,,0,0,0,0,0,0,0,0,0,0,0,0
626512,,0,0,0,0,0,0,0,0,0,0,0,0
626512,,0,0,0,0,0,0,0,0,0,0,0,0
626512,,0,0,0,0,0,0,0,0,0,0,0,0
626513,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626513,,0,0,0,0,0,0,0,0,0,0,0,0
626515,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626516,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626517,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626518,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626518,,0,0,0,0,0,0,0,0,0,0,0,0
626519,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626519,,0,0,0,0,0,0,0,0,0,0,0,0
626520,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626521,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626522,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626522,,0,0,0,0,0,0,0,0,0,0,0,0
626522,,0,0,0,0,0,0,0,0,0,0,0,0
626523,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626523,,0,0,0,0,0,0,0,0,0,0,0,0
626523,,0,0,0,0,0,0,0,0,0,0,0,0
626524,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626524,,0,0,0,0,0,0,0,0,0,0,0,0
626525,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626525,,0,0,0,0,0,0,0,0,0,0,0,0
626526,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626527,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626527,,0,0,0,0,0,0,0,0,0,0,0,0
626528,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626528,,0,0,0,0,0,0,0,0,0,0,0,0
626528,,0,0,0,0,0,0,0,0,0,0,0,0
626529,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626530,,0,0,0,0,0,0,0,0,0,0,0,0
626530,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626531,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626531,,0,0,0,0,0,0,0,0,0,0,0,0
626532,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626532,,0,0,1,0,0,0,0,0,0,0,0,0
626533,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626533,,0,0,0,0,0,0,0,0,0,0,0,0
626533,,0,0,0,0,0,0,0,0,0,0,0,0
626534,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626535,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626535,,0,0,0,0,0,0,0,0,0,0,0,0
626536,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626536,,0,0,0,0,0,0,0,0,0,0,0,0
626536,,0,0,0,0,0,0,0,0,0,0,0,0
626537,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626538,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626538,,0,0,0,0,0,0,0,0,0,0,0,0
626539,,0,0,0,0,0,0,0,0,0,0,0,0
626539,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626540,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626540,,0,0,0,0,0,0,0,0,0,0,0,0
626541,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626542,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626542,,0,0,0,0,0,0,0,0,0,0,0,0
626543,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626543,,0,0,0,0,0,0,0,0,0,0,0,0
626544,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626544,,0,0,0,0,0,0,0,0,0,0,0,0
626545,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626545,,0,0,0,0,0,0,0,0,0,0,0,0
626546,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626547,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626548,,0,0,0,0,0,0,0,0,0,0,0,0
626548,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626549,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626549,,0,0,0,0,0,0,0,0,0,0,0,0
626549,,0,0,0,0,0,0,0,0,0,0,0,0
626550,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626550,,0,0,0,0,0,0,0,0,0,0,0,0
626550,,0,0,0,0,0,0,0,0,0,0,0,0
626551,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626551,,0,0,0,0,0,0,0,0,0,0,0,0
626552,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626552,,0,0,0,0,0,0,0,0,0,0,0,0
626552,,0,0,0,0,0,0,0,0,0,0,0,0
626553,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626553,,0,0,0,0,0,0,0,0,0,0,0,0
626554,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626554,,0,0,0,0,0,0,0,0,0,0,0,0
626554,,0,0,0,0,0,0,0,0,0,0,0,0
626555,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626556,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626556,,0,0,0,0,0,0,0,0,0,0,0,0
626557,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626557,,0,0,0,0,0,0,0,0,0,0,0,0
626558,,0,0,0,0,0,0,0,0,0,0,0,0
626558,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626559,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626559,,0,0,0,0,0,0,0,0,0,0,0,0
626560,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626560,,0,0,0,0,0,0,0,0,0,0,0,0
626561,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626561,,0,0,0,0,0,0,0,0,0,0,0,0
626562,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626563,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626563,,0,0,0,0,0,0,0,0,0,0,0,0
626563,,0,0,0,0,0,0,0,0,0,0,0,0
626564,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626564,,0,0,0,0,0,0,0,0,0,0,0,0
626565,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626565,,0,0,0,0,0,0,0,0,0,0,0,0
626565,,0,0,0,0,0,0,0,0,0,0,0,0
626566,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626566,,0,0,0,0,0,0,0,0,0,0,0,0
626567,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626567,,0,0,0,0,0,0,0,0,0,0,0,0
626567,,0,0,0,0,0,0,0,0,0,0,0,0
626567,,0,0,0,0,0,0,0,0,0,0,0,0
626567,,0,0,0,0,0,0,0,0,0,0,0,0
626567,,0,0,0,0,0,0,0,0,0,0,0,0
626568,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626568,,0,0,0,0,0,0,0,0,0,0,0,0
626568,,0,0,0,0,0,0,0,0,0,0,0,0
626569,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626569,,0,0,0,0,0,0,0,0,0,0,0,0
626570,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626571,,0,0,0,0,0,0,0,0,0,0,0,0
626571,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626572,,0,0,0,0,0,0,0,0,0,0,0,0
626572,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626573,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626573,,0,0,0,0,0,0,0,0,0,0,1,0
626573,,0,0,0,0,0,0,0,0,0,0,1,0
626574,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626574,,0,0,0,0,0,0,0,0,0,0,0,0
626575,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626575,,0,0,0,0,0,0,0,0,0,0,1,0
626576,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626576,,0,0,0,0,0,0,0,0,0,0,0,0
626577,,0,0,0,0,0,0,0,0,0,0,0,0
626577,,0,0,0,0,0,0,0,0,0,0,0,0
626577,1.0,0,0,0,0,0,0,0,0,0,0,0,0
626578,0.0,0,1,0,0,0,0,0,0,0,0,0,0
626578,,0,0,0,0,0,0,0,0,0,0,0,0
626579,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626579,,0,0,0,0,0,0,0,0,0,0,0,0
626579,,0,0,0,0,0,0,0,0,0,0,0,0
626580,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626580,,0,0,0,0,0,0,0,0,0,0,0,0
626580,,0,0,0,0,0,0,0,0,0,0,0,0
626581,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626582,0.0,0,1,0,0,0,0,0,0,0,0,0,0
626582,,0,0,0,0,0,0,0,0,0,0,0,0
626583,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626583,,0,0,0,0,0,0,0,0,0,0,0,0
626583,,0,0,0,0,0,0,0,0,0,0,0,0
626583,,0,0,0,0,0,0,0,0,0,0,0,0
626584,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626584,,0,0,0,0,0,0,0,0,0,0,0,0
626585,,0,0,0,0,0,0,0,0,0,0,0,0
626585,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626585,,0,0,0,0,0,0,0,0,0,0,0,0
626585,,0,0,0,0,0,0,0,0,0,0,0,0
626586,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626587,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626587,,0,0,0,0,0,0,0,0,0,0,0,0
626587,,0,0,0,0,0,0,0,0,0,0,0,0
626588,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626588,,0,0,0,0,0,0,0,0,0,0,0,0
626589,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626589,,0,0,0,0,0,0,0,0,0,0,0,0
626590,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626591,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626591,,0,0,0,0,0,0,0,0,0,0,0,0
626592,,0,0,0,0,0,0,0,0,0,0,0,0
626592,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626592,,0,0,0,0,0,0,0,0,0,0,0,0
626592,,0,0,0,0,0,0,0,0,0,0,0,0
626593,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626594,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626594,,0,0,0,0,0,0,0,0,0,0,0,0
626594,,0,0,0,0,0,0,0,0,0,0,0,0
626594,,0,0,0,0,0,0,0,0,0,0,0,0
626594,,0,0,0,0,0,0,0,0,0,0,0,0
626595,,0,0,0,0,0,0,0,0,0,0,0,0
626595,,0,0,0,0,0,0,0,0,0,0,1,0
626595,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626596,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626596,,0,0,0,0,0,0,0,0,0,0,0,0
626597,,0,0,0,0,0,0,0,0,0,0,0,0
626597,,0,0,0,0,0,0,0,0,0,0,0,0
626597,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626597,,0,0,0,0,0,0,0,0,0,0,0,0
626597,,0,0,0,0,0,0,0,0,0,0,0,0
626598,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626599,,0,0,0,0,0,0,0,0,0,0,0,0
626599,,0,0,0,0,0,0,0,0,0,0,0,0
626599,,0,0,0,0,0,0,0,0,0,0,0,0
626599,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626600,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626600,,0,0,0,0,0,0,0,0,0,0,0,0
626601,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626601,,0,0,0,0,0,0,0,0,0,0,0,0
626601,,0,0,0,0,0,0,0,0,0,0,0,0
626601,,0,0,0,0,0,0,0,0,0,0,1,0
626602,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626603,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626603,,0,0,0,0,0,0,0,0,0,0,0,0
626603,,0,0,0,0,0,0,0,0,0,0,0,0
626603,,0,0,0,0,0,0,0,0,0,0,0,0
626604,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626605,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626605,,0,0,0,0,0,0,0,0,0,0,0,0
626605,,0,0,0,0,0,0,0,0,0,0,0,0
626605,,1,0,0,0,0,0,0,0,0,0,0,0
626606,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626606,,0,0,0,0,0,0,0,0,0,0,0,0
626607,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626607,,0,0,0,0,0,0,0,0,0,0,0,0
626607,,0,0,0,0,0,0,0,0,0,0,0,0
626607,,0,0,0,0,0,0,0,0,0,0,0,0
626608,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626608,,0,0,0,0,0,0,0,0,0,0,0,0
626608,,0,0,0,0,0,0,0,0,0,0,0,0
626608,,0,0,0,0,0,0,0,0,0,0,0,0
626609,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626609,,0,0,0,0,0,0,0,0,0,0,0,0
626609,,0,0,0,0,0,0,0,0,0,0,0,0
626610,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626610,,0,0,0,0,0,0,0,0,0,0,0,0
626611,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626611,,0,0,0,0,0,0,0,0,0,0,0,0
626611,,0,0,0,0,0,0,0,0,0,0,0,0
626611,,0,0,0,0,0,0,0,0,0,0,0,0
626613,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626613,,0,0,0,0,0,0,0,0,0,0,0,0
626614,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626614,,0,0,0,0,0,0,0,0,0,0,0,0
626615,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626615,,0,0,0,0,0,0,0,0,0,0,0,0
626616,0.0,0,0,0,0,0,0,0,0,0,0,0,0
626616,,0,0,0,0,0,0,0,0,0,0,0,0
626616,,0,0,0,0,0,0,0,0,0,0,0,0
